,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela,Vietnam
2020-06-10,0.01846834642824889,0.0282833724554585,0.013517665130568356,0.1,0.0,0.03350566062430469,0.051371281796337716,0.014184397163120569,0.0,0.013669350830102395,0.05507724827512499,0.03280527448376905,0.008213552361396304,0.037539574853007684,0.0264321414840446,0.08370837083708371,0.019547953573610263,0.03843814621092325,0.07692307692307693,0.01526286037309214,0.03940217391304348,0.02826887179218785,0.05708707308544119,0.0537734748629418,0.0,0.014152074838090669,0.11887695070596978,0.0,0.0034372135655362053,0.03756830601092896,0.01970954356846473,0.023086813125384315,0.009151414309484194,0.12742849207223342,0.04327490308444295,0.0006416014371872193,0.005885500267522739,0.013888888888888888,0.01856,0.02715466351829988,0.008400292184075968,0.0
2020-06-11,0.01878221368044029,0.027947247287473057,0.013439758109977964,0.1,0.0,0.03297247138880297,0.050968576083544666,0.014184397163120569,0.0,0.01418333351187479,0.055072670276432034,0.032911616385030526,0.0078023407022106625,0.03785488958990536,0.02616970658207772,0.08370837083708371,0.020160094871034692,0.039014133862866486,0.0759493670886076,0.015292190060076462,0.03833615856043813,0.028561345724032468,0.056665250035415775,0.053645196951184033,0.0,0.014099653483092363,0.11900816576350635,0.0,0.003250975292587776,0.03756830601092896,0.019558018946582708,0.022490046271387062,0.00894308943089431,0.12675289122297334,0.042854188210961736,0.0006347271942519105,0.005860415556739478,0.011904761904761904,0.01856,0.02715466351829988,0.008173418621179816,0.0
2020-06-12,0.01910828025477707,0.027291058267278543,0.013431792254946456,0.1,0.0,0.03302026109043653,0.05046753779515208,0.014184397163120569,0.0,0.014835721522651613,0.05506482404900983,0.032971957830039686,0.007444168734491316,0.03761755485893417,0.025808796801163214,0.08362095329634323,0.019534616489514503,0.03907815631262525,0.07547169811320754,0.01527924130663857,0.03762911952779144,0.028751460389070307,0.05625446354996429,0.05356521739130435,0.0,0.0141632944537015,0.1181643150665249,0.0,0.0031608060055314103,0.03756830601092896,0.019558018946582708,0.0219145281349227,0.008771929824561403,0.12954634337113805,0.0424416024528987,0.0006273525721455458,0.005851063829787235,0.016042780748663103,0.018536273569830616,0.02715466351829988,0.007988885029524141,0.0
2020-06-13,0.018874968887413926,0.02690212906420201,0.013498619324713496,0.1,0.0,0.03278780405784105,0.05022845009018076,0.014184397163120569,0.0,0.015379350704742256,0.055026932112094536,0.032659089976613466,0.007220216606498195,0.03753351206434316,0.025562643983696617,0.08357062731900941,0.019983347210657785,0.038668211990306615,0.07547169811320754,0.01623953311342299,0.03666469544648137,0.028651821938041017,0.055879208979155534,0.05360550511767767,0.0,0.014209591474245116,0.11824234354194407,0.0,0.0033739456419868787,0.03756830601092896,0.01926664400891205,0.021386908619572258,0.008723235527359239,0.1285894839840724,0.04229678638941399,0.0006468144388884742,0.00583864118895966,0.015306122448979591,0.018506700701978303,0.02715466351829988,0.008264462809917356,0.0
2020-06-14,0.019176423092450545,0.02637996009753935,0.01337979890310786,0.1,0.0,0.033100384636220816,0.049943293408204484,0.014184397163120569,0.0,0.015932148131101012,0.0549949605739017,0.03272541667484639,0.006997084548104956,0.037366548042704624,0.02578172633045902,0.08333511582639944,0.019892473118279567,0.03900457084814626,0.07547169811320754,0.01623953311342299,0.035222397832467826,0.02863812480446658,0.05575149567625467,0.05337094824111924,0.0,0.014314444575890215,0.11673488289736238,0.0,0.003298611111111111,0.03756830601092896,0.01888868893533964,0.020403399010178357,0.008533747090768037,0.12627537695441726,0.041959120709602775,0.0006403310018717368,0.005823186871360508,0.014423076923076926,0.01850079744816587,0.027122641509433963,0.0083948959032908,0.0
2020-06-15,0.01887900983118562,0.026048497788622844,0.013341572959313168,0.09523809523809523,0.0,0.033135846484559334,0.04948827553753303,0.014184397163120569,0.0,0.015731230844816698,0.05496693450899524,0.03252737312251475,0.006880733944954129,0.037135278514588865,0.025998023290791112,0.08302692193905584,0.01934134866701516,0.038843457943925234,0.07547169811320754,0.01680672268907563,0.03508389627369797,0.028855318268331143,0.05593729322542882,0.05327140317678766,0.0,0.014245349658582531,0.11699409040089442,0.0,0.0030590887135726933,0.03756830601092896,0.019063798926947845,0.020913080011203438,0.009259259259259259,0.12705586457904133,0.04155942467827403,0.0006369738840707531,0.005774278215223097,0.021834061135371174,0.01850079744816587,0.027122641509433963,0.008491182233834096,0.0
2020-06-16,0.018811279166983358,0.025703328551772597,0.013357182925667595,0.09090909090909093,0.0,0.033143891766835985,0.04900513329339929,0.02127659574468085,0.0,0.015466698365092716,0.05493828622870816,0.03278658680890572,0.0066815144766147,0.036955565332160135,0.025964704888963942,0.08280666624950463,0.0192844455721898,0.039043526994208856,0.07017543859649122,0.016941285681132512,0.034175642087821034,0.0336181209664892,0.055222772277227716,0.0534202699611073,0.0,0.01422692533803645,0.11823353544746,0.0,0.00288271885905022,0.03510696653867252,0.019223313517704836,0.020808669520080137,0.009976976208749041,0.12746883907638853,0.04118591538777491,0.0006346261807708268,0.005744125326370757,0.025423728813559324,0.01850079744816587,0.02826855123674912,0.008571428571428572,0.0
2020-06-17,0.01890021578986532,0.025680693069306933,0.013250210683426576,0.09090909090909093,0.0,0.03282571912013536,0.0486823526210072,0.02127659574468085,0.0,0.016385046322316296,0.05491486892893509,0.03267538477719735,0.006413682522715126,0.036842105263157884,0.02626011200995644,0.08263559496803465,0.01942941465814068,0.038396586970047115,0.07017543859649122,0.017113262778653455,0.03262452665307312,0.03334823107487205,0.05493471072385412,0.05333713633770679,0.0,0.014210217263652378,0.11940447954541188,0.0,0.002786679671171799,0.03510696653867252,0.01931700370976405,0.020799221135548968,0.009938837920489295,0.1280156740332409,0.040678463910712975,0.0006308229813664596,0.005717255717255718,0.02298850574712644,0.01850079744816587,0.02826855123674912,0.008269344359125812,0.0
2020-06-18,0.019973852411388732,0.0252732604638763,0.013129081453095059,0.09090909090909093,0.0,0.032420112563375035,0.04881499823134065,0.02127659574468085,0.0,0.017063299911596025,0.0548914715837811,0.03238288191042397,0.006188757091284167,0.037037037037037035,0.02576587543112193,0.08324337535898324,0.019523809523809527,0.03783282777216043,0.06557377049180327,0.017594018033868484,0.031939659186143964,0.03304058528586295,0.05469809644076516,0.05316124630429839,0.0,0.01418689178098253,0.1193496721162854,0.0,0.002803261977573904,0.03510696653867252,0.01956234626988647,0.02034174125305126,0.009774436090225564,0.12866016334680916,0.04014532896866794,0.0006269138957876207,0.005649717514124294,0.02527075812274368,0.01846545686087233,0.028235294117647063,0.008039046798736722,0.0
2020-06-19,0.019797718958467832,0.024740965377811477,0.013152034869948358,0.09090909090909093,0.0,0.031811710268731086,0.04739411741356726,0.02127659574468085,0.0,0.017688521260366564,0.0548914715837811,0.03231873064036918,0.005830903790087464,0.0368763557483731,0.025809797351204724,0.08356960447205967,0.019866019866019862,0.03861219921656407,0.06557377049180327,0.01749146757679181,0.031000177651447858,0.03277576395779753,0.0541743716183823,0.053856608902480466,0.0,0.014176918570591682,0.11962342728099246,0.0,0.002658931592941745,0.03510696653867252,0.01970104738270828,0.019980225755952867,0.009730538922155687,0.12891801956236765,0.03970624407041709,0.0006247747206536105,0.005641025641025642,0.027303754266211604,0.018436109345200253,0.02813599062133646,0.00835421888053467,0.0
2020-06-20,0.02015618404390038,0.024075332491991067,0.013100436681222708,0.09090909090909093,0.0,0.03147329023477373,0.046812460717192826,0.02127659574468085,0.0,0.018141652727794957,0.054864995919719,0.03239224170767754,0.005641748942172072,0.0368124729320052,0.02540926371324385,0.08356960447205967,0.02078212290502793,0.040297922383379065,0.06557377049180327,0.01708706265256306,0.029091500081261174,0.032291308828581236,0.05394301450176553,0.0538787023977433,0.0,0.014142122487143525,0.11861165968425018,0.0,0.002556653108657757,0.03510696653867252,0.019822553887791097,0.01954642772183015,0.009544787077826723,0.12960236812579076,0.0391156462585034,0.0006215188965649129,0.005641025641025642,0.026402640264026403,0.018430251032729585,0.029103608847497086,0.00870942201108472,0.0
2020-06-21,0.020286437562853282,0.0236297767909314,0.013035812868413084,0.09090909090909093,0.0,0.03169591602427423,0.04669905412977077,0.02127659574468085,0.0,0.018481153679519708,0.05485266991439247,0.03258462972673775,0.005422503389064619,0.036764705882352935,0.02481538403868501,0.08339257503949447,0.02118460873324687,0.040395587675922405,0.06521739130434782,0.01746987951807229,0.028428224606468787,0.032211567853800534,0.053714235906822685,0.05371203599550056,0.0,0.014115725618292116,0.12088399014096207,0.0,0.002548194105916242,0.03510696653867252,0.019824615656476408,0.01924702266615444,0.009427121102248005,0.13077792073304673,0.038899241315053915,0.0006176505523221285,0.005641025641025642,0.025477707006369428,0.018424396442185517,0.028538812785388126,0.008424814909369416,0.0
2020-06-22,0.02048238240642261,0.02321337161425296,0.012972207348038623,0.08695652173913042,0.0,0.03216569254305103,0.04633745153506196,0.02127659574468085,0.0,0.018229451375307237,0.05481896388731329,0.032451568492477136,0.005270092226613966,0.0367170626349892,0.02444282060650347,0.08339257503949447,0.022254575707154743,0.03972692279758879,0.05853658536585366,0.017333070711049833,0.02957472297094938,0.031827629680951354,0.05336748852598997,0.053591470258136924,0.0,0.014091067893327125,0.12199522477069175,0.0,0.0024056061081476838,0.03510696653867252,0.01996930293891933,0.01947517942583732,0.009339080459770116,0.13087742331431326,0.03836125415553093,0.0006144683666958144,0.005638134290107637,0.025078369905956112,0.018406854966677245,0.028344671201814064,0.008646245059288538,0.0
2020-06-23,0.02093583522785111,0.022837531512827573,0.012961626872934107,0.08695652173913042,0.0,0.032058812383947866,0.045941813726431316,0.02127659574468085,0.0,0.017964883736695816,0.05481199721214842,0.03267547436524765,0.005067567567567568,0.036669542709232096,0.02416237113402062,0.08276049028910018,0.022722702594007643,0.040027510316368635,0.05825242718446603,0.01688735367491844,0.02904683353654164,0.031732879129647534,0.052927175547018535,0.0539739359024554,0.0,0.014086146682188591,0.1221305051982655,0.0,0.002376472918110704,0.034101382488479264,0.019875506812191017,0.019623636230504504,0.009142053445850914,0.13124880180974655,0.0372663000785546,0.0006127450980392157,0.0055248618784530384,0.028213166144200632,0.018377693282636248,0.02824858757062147,0.008359207069500836,0.0
2020-06-24,0.02147786567917859,0.022386712402960824,0.012897440078265123,0.08695652173913042,0.0,0.031869611088878376,0.045287393648659684,0.02127659574468085,0.0,0.018595528583107986,0.05479905046472901,0.03230324329231128,0.004771371769383697,0.03665373005605865,0.024134679193880758,0.08276049028910018,0.023106796116504853,0.0405560429178757,0.057416267942583726,0.016871165644171782,0.028618488779081738,0.031481383625199484,0.05250056112142668,0.05383287869509548,0.0,0.014076314564913912,0.1235680503131874,0.0,0.0022371364653243847,0.034101382488479264,0.020225941856247084,0.019514805565465573,0.008507853403141363,0.13139571345994733,0.03728131289673324,0.0006099992961546582,0.005497251374312844,0.028011204481792718,0.018371872030408614,0.028824833702882482,0.008703618873110398,0.0
2020-06-25,0.02234377589922095,0.021922717654459842,0.012803500623983066,0.08695652173913042,0.0,0.03203171595972354,0.04476050268948974,0.02127659574468085,0.0,0.01892582527869561,0.05479274152607407,0.032928448243774736,0.0044709388971684045,0.03662214562688496,0.02395250677739268,0.0817029121830085,0.02361319340329835,0.039887316729624166,0.055813953488372085,0.016716754320060104,0.027723545490042956,0.03120099673532476,0.05220475421922011,0.053780116311271116,0.0,0.014069767441860464,0.1234780809160832,0.0,0.002329331660992653,0.034101382488479264,0.020240619172903526,0.019423494162620104,0.0082855321861058,0.13141748758386013,0.036650639571804415,0.000608386372145264,0.0054726368159203976,0.02680965147453083,0.018366054464851168,0.028665931642778388,0.008547008547008548,0.0
2020-06-26,0.02240399461252916,0.021393852881123176,0.01273050569462115,0.08333333333333333,0.0,0.03174387384019305,0.043891875442165884,0.02127659574468085,0.0,0.019243620899149445,0.05477722041900265,0.033289121527202106,0.0042313117066290545,0.03655913978494624,0.023921515925278858,0.08181075460487225,0.02410730469458039,0.042456406368460965,0.055813953488372085,0.016946030576533433,0.029448543203701386,0.030818169850654182,0.05217103855951154,0.053463274969716985,0.0,0.014059958168719498,0.123704364850858,0.0,0.002296894938324117,0.034101382488479264,0.02028831021253702,0.01922755392074904,0.007597895967270602,0.13149314887430058,0.03592287148181845,0.0006052846001629612,0.005461767626613704,0.02570694087403599,0.018342820999367487,0.028291621327529926,0.00857920066959615,0.0
2020-06-27,0.02339410573090244,0.02090260459961208,0.012651330815507024,0.08333333333333333,0.0,0.031620811057504236,0.04344327748204073,0.02127659574468085,0.0,0.019968928093932758,0.054765585358082666,0.03317492747570295,0.004699563611950319,0.03690987124463519,0.02344949214539992,0.08106424304613917,0.024969442989348698,0.04305665670549489,0.052173913043478265,0.017319141259245895,0.028164873287469864,0.03043344256219522,0.05150344618647277,0.05319382053248603,0.0,0.01404363974001857,0.12396969953289913,0.0,0.002274758306929889,0.034101382488479264,0.020290212115986302,0.01930980494487573,0.007723995880535532,0.13166104446191695,0.03551417981208516,0.0006012116727558617,0.0054107230693556324,0.023554603854389726,0.018342820999367487,0.02813852813852814,0.008187134502923977,0.0
2020-06-28,0.023516490616015764,0.02055628785477116,0.012613671826805142,0.08333333333333333,0.0,0.032165968785687095,0.04286895069944195,0.02127659574468085,0.0,0.0202550168761168,0.054756539282891085,0.03463043075548388,0.004792332268370607,0.03687821612349914,0.023140917349313103,0.08015564202334631,0.02561509942703067,0.0429415239220319,0.052173913043478265,0.017126878713736457,0.02649043247428382,0.030046432909370112,0.050990557304202926,0.05292388108461287,0.0,0.014014361825341671,0.1228856547322598,0.0,0.002192295646727216,0.034101382488479264,0.020178004183776247,0.01906204632960929,0.007052186177715092,0.13195237260172,0.035086729657312084,0.0005982650314089143,0.005400098183603338,0.02244897959183673,0.018342820999367487,0.02906350914962325,0.008306588635076459,0.0
2020-06-29,0.02369668246445497,0.0205563050041755,0.01257395928096417,0.08333333333333333,0.0,0.03333852140077821,0.04262111760385033,0.02127659574468085,0.0,0.020199348548364304,0.05474168435951875,0.034447565838620416,0.004588559192413582,0.03675213675213675,0.02303872265526779,0.08087667295428007,0.026567309249959502,0.0428513987018209,0.05106382978723404,0.017126878713736457,0.02577319587628866,0.029802060546185876,0.05091483336963625,0.05260878978133795,0.0,0.014009494037281463,0.12291021812133765,0.0,0.002189009661835749,0.034101382488479264,0.02056014942413429,0.018911087387524783,0.00730260155180283,0.1324703840773467,0.03444206597508096,0.0005954971255811822,0.005394801373222168,0.02594810379241517,0.018302303565793626,0.028969957081545063,0.00867992766726944,0.0
2020-06-30,0.02386771193702987,0.02025414535874787,0.01269564141514816,0.08333333333333333,0.0,0.0338059544236732,0.042505176382145744,0.02127659574468085,0.0,0.020358419860196927,0.054738456094828095,0.034073952946466896,0.0046256143394044534,0.036736437419906016,0.02293662490788504,0.08022044230223986,0.027027027027027032,0.04271662245800177,0.048979591836734684,0.017786899264580127,0.025411596277738008,0.029719153994749618,0.05100647335284207,0.052215954875100716,0.0,0.014006250723463363,0.12282331294313302,0.0,0.0021380123857269247,0.032949583167923784,0.02058837307349979,0.01880774962742176,0.0076542098153984705,0.13287613117214153,0.03374740097030442,0.0005921607033047122,0.00537371763556424,0.02524271844660194,0.01829076001261432,0.02884615384615385,0.008744855967078191,0.0
2020-07-01,0.024508263683780555,0.020105064214176228,0.012649238231786573,0.07142857142857142,0.0,0.03508925701931224,0.04185116441519017,0.02127659574468085,0.0,0.020397598947678192,0.0547184493491794,0.034016606377868616,0.004529709565680789,0.03662691652470188,0.022583640339054124,0.07854850060936883,0.027019002375296912,0.04297511966756089,0.05241935483870968,0.017697623461992246,0.026749580495508837,0.029495188053737676,0.05078760602388783,0.051810170931096716,0.0,0.014004629629629627,0.12300988048496354,0.0,0.0021358393848782574,0.032949583167923784,0.02053634147349283,0.018715724109914983,0.008407079646017699,0.13328272271272926,0.03297759081820779,0.0005892751915144372,0.0053554040895813036,0.024299065420560748,0.018279231011660887,0.029692470837751856,0.008907951171230617,0.0
2020-07-02,0.02527177308509309,0.01980240488411661,0.012565486015514396,0.07142857142857142,0.0,0.03577460031524431,0.04134259896396318,0.02127659574468085,0.0,0.020805437529213718,0.05470941883767535,0.03431344830835925,0.0044742729306487695,0.03654908627284318,0.022370383366962013,0.07800834062016547,0.027285714285714285,0.04199880430450378,0.055999999999999994,0.017573221757322174,0.027982954545454547,0.029115457905439106,0.05029127521298448,0.051272631855156126,0.0,0.013999768598866136,0.1223800998696077,0.0,0.0021351332736414355,0.032949583167923784,0.020509608104697697,0.01892896671112751,0.008250108554059922,0.1335084450897933,0.03283082077051926,0.0005867749943579327,0.005324298160696999,0.02376599634369287,0.018244731047499213,0.029567053854276663,0.009086561453849831,0.0
2020-07-03,0.02540694435848239,0.019742807682796144,0.012583844338868605,0.06666666666666668,0.0,0.035852028898908136,0.0410465725975436,0.02127659574468085,0.0,0.02100392587013041,0.05470425988354275,0.034491575727135744,0.0041753653444676405,0.03642524354087251,0.022049618754978947,0.07748487396343373,0.027796890050915096,0.0413281360071385,0.0546875,0.017715231788079468,0.027355760535359017,0.028774592597734124,0.050020594777164515,0.0509252019807141,0.0,0.013991674375578168,0.12168349976146885,0.0,0.0020971230093715185,0.032949583167923784,0.020509608104697697,0.019391582164189472,0.008088548318433376,0.1337386121062656,0.0317334391114637,0.0005845455158614178,0.005316578057032383,0.023172905525846704,0.018238993710691823,0.029411764705882356,0.0090255468869512,0.0
2020-07-04,0.02535056028412222,0.019648163871789432,0.012506340846322937,0.06666666666666668,0.0,0.03619552940558431,0.04075132339550185,0.02127659574468085,0.0,0.02121659636727464,0.05469201126601223,0.034765277055093524,0.0038952607660679506,0.03630223723089911,0.02172230820252045,0.07750060940927928,0.02797389103503397,0.04088707168570286,0.05147058823529412,0.018029831175217174,0.02744208367872257,0.028622997333491787,0.04970873161468894,0.050202970042649404,0.0,0.013975513975513977,0.12042115281660815,0.0,0.0021948228003356787,0.032949583167923784,0.020503100544648288,0.019468404402022552,0.008385744234800839,0.1341045874013642,0.03083911068611045,0.0005821243059287122,0.005303760848601736,0.024778761061946902,0.018210361067503924,0.029319371727748688,0.009185185185185185,0.0
2020-07-05,0.026289426550499376,0.019366446057957974,0.012634145440440349,0.06666666666666668,0.0,0.036491335216428736,0.04046461287978267,0.02127659574468085,0.0,0.02134455828810416,0.05468298947814919,0.034702416531466135,0.0038030424339471577,0.03625632377740304,0.02121576486305945,0.07716517640982601,0.0279027902790279,0.040734686854783216,0.054945054945054944,0.01765650080256822,0.026688384914171158,0.028237213817350695,0.04974195673657626,0.04967459833231645,0.0,0.013967447766362693,0.11928845075686788,0.0,0.00215408008109478,0.032949583167923784,0.020541976895668158,0.019581116149833547,0.008240626287597858,0.13420080735205706,0.02930808514484566,0.0005803571428571429,0.005298651252408478,0.02356902356902357,0.01818181818181818,0.029288702928870293,0.009066815455433115,0.0
2020-07-06,0.027124773960217,0.01966512113565453,0.012655629219046241,0.06666666666666668,0.0,0.03643634747833815,0.040342293769913336,0.02127659574468085,0.0,0.021382851515790956,0.05467139440916962,0.0350013717877304,0.004388475481778287,0.036134453781512615,0.021086865295845574,0.07728438602116063,0.027781238320667742,0.04092274320040048,0.054945054945054944,0.017953606609469337,0.02659639164808433,0.028011683229951755,0.04989377751778072,0.04927448609431681,0.0,0.013959390862944164,0.11888825214899712,0.0,0.0021924329741919322,0.032949583167923784,0.020634602509924996,0.01957593939085778,0.008143322475570033,0.13477133034350333,0.028122504478449484,0.0005779961318720405,0.005296100144439095,0.02280130293159609,0.018153364632237868,0.03020833333333333,0.009175549858318716,0.0
2020-07-07,0.027626295918978847,0.01970608683144344,0.01275460286400427,0.06666666666666668,0.0,0.03682753640630641,0.03999846576958137,0.02127659574468085,0.0,0.02137406608885153,0.0546533674058198,0.035013735601715744,0.004192489974480496,0.03590814196242171,0.021363518084829558,0.07704956913590008,0.02756711207415433,0.04050510348166377,0.056338028169014086,0.017843044370756355,0.026624193802107912,0.02780378143280663,0.04996527043759249,0.04891548242333583,0.0,0.013949734839750979,0.11945165815945792,0.0,0.002164769915883226,0.031974701335207315,0.020725170428946185,0.01983073142885508,0.007993605115907274,0.13501121967938232,0.027343178827313932,0.0005759858218874612,0.0052859202306583366,0.02365930599369085,0.018153364632237868,0.030051813471502587,0.009229169374756272,0.0
2020-07-08,0.02795974273463554,0.01946455245317706,0.012763312303205642,0.06666666666666668,0.0,0.03668806997952727,0.03967171776132994,0.02127659574468085,0.0,0.02168712860833501,0.0546321365509123,0.035191778479143024,0.004283755997258396,0.0358482701125469,0.020940689097706376,0.07704956913590008,0.027434041559654447,0.041438746999331,0.056338028169014086,0.01773661905509339,0.02671491261836939,0.0275369609642172,0.049339737657721185,0.048467499136271665,0.0,0.01394491183588798,0.11925688083402725,0.0,0.0021311575229860558,0.031974701335207315,0.020689397462299874,0.019854064143899543,0.007830853563038372,0.1351630335782379,0.02609265473897417,0.0005739767760166013,0.005253104106972301,0.02556390977443609,0.018142008132624336,0.0297741273100616,0.009365634365634366,0.0
2020-07-09,0.02829075461679155,0.018965079995148463,0.012752572737529487,0.06666666666666668,0.0,0.03713191122798268,0.039403592365553984,0.02127659574468085,0.0,0.021821198108524703,0.05460513930722891,0.03518619423316638,0.003855050115651504,0.0357885975863504,0.0206423142927188,0.07629902991233398,0.027476255088195387,0.04096331307674994,0.05594405594405594,0.018190298507462687,0.026682838083687082,0.027215854835336773,0.04830637864736485,0.047630596110006314,0.0,0.013935275826327306,0.11876733632560232,0.0,0.002117234287096969,0.031974701335207315,0.020763632034614263,0.019873981428842145,0.0075815011372251705,0.13543457376883405,0.02538934188661746,0.0005723972436871189,0.00510677808727948,0.024495677233429398,0.01811367895065584,0.02968270214943705,0.009555661729574774,0.0
2020-07-10,0.028463608705827287,0.018860301934935143,0.012749169202490432,0.054054054054054064,0.0,0.03735323164709755,0.039092039379685,0.02127659574468085,0.0,0.021925541752620653,0.05460513930722891,0.0349846564755356,0.0037983929875821773,0.035640281806879406,0.020613145651914588,0.07596357931649697,0.027236928462043317,0.04123972627539013,0.05517241379310345,0.018963922294172063,0.02772335785310317,0.02694916410448816,0.0479494657691404,0.046664132294240636,0.0,0.01391444342226311,0.11823677094067933,0.0,0.002102228362063788,0.031974701335207315,0.020795531578926003,0.019950528238204226,0.007309941520467836,0.13570324671668033,0.0257020826246362,0.0005700004384618758,0.004482477587612062,0.02479338842975207,0.01811367895065584,0.029441624365482238,0.009428603885039192,0.0
2020-07-11,0.028990569332867627,0.018562389112799844,0.012725736905741213,0.054054054054054064,0.0,0.03716101694915254,0.038845014539228735,0.02127659574468085,0.0,0.022052437433700074,0.0545544310046902,0.03515024170511975,0.0038722168441432717,0.035950413223140486,0.020411003386371016,0.07485604606525911,0.027047172825045256,0.04098188684523394,0.0584192439862543,0.0197508356122759,0.02795199941993257,0.026689126355762417,0.04775865330054852,0.04582361175921605,0.0,0.01401654411764706,0.11762195700177465,0.0,0.002272863209522101,0.031974701335207315,0.020882220579253596,0.020143462961292068,0.007446808510638298,0.1361965851693471,0.02530338239091144,0.0005678963807526811,0.004380724810832339,0.024291497975708502,0.018034825870646767,0.030425963488843813,0.009261276966659402,0.0
2020-07-12,0.029383583519642282,0.018419423756564104,0.012796866073614624,0.054054054054054064,0.0,0.037499740593936126,0.03866613109695439,0.02127659574468085,0.0,0.02215267219187344,0.05452494801273541,0.03527534979560637,0.003949447077409162,0.03586150041220115,0.020142818647264887,0.07436275232061294,0.026876162910895184,0.041526145460739225,0.057239057239057235,0.020401994861719813,0.027554289782840868,0.0263864440127799,0.04763603218008164,0.04500709674465455,0.0,0.013994035329203946,0.11678398665554628,0.0,0.0022617701327301946,0.031974701335207315,0.02092796820665673,0.019919794885280392,0.00746268656716418,0.13645250455066407,0.02726674843136209,0.0005656970039816366,0.004203286205578907,0.024291497975708502,0.018029219769972026,0.031408308004052685,0.009403063919704174,0.0
2020-07-13,0.03006214770920653,0.01842831549895899,0.012793348101062635,0.054054054054054064,0.0,0.037888324873096436,0.03863887272297075,0.02127659574468085,0.0,0.022111900572000617,0.05452494801273541,0.03535847858073465,0.004230960676953708,0.035831960461285006,0.019843537115984702,0.0739566747980543,0.026758869512928444,0.04182637347858248,0.05666666666666665,0.02077727952167414,0.027607683963749602,0.026167022515527952,0.047492238344526566,0.044474576271186436,0.0,0.013982808022922635,0.11657989390181812,0.0,0.0022425494246090293,0.031974701335207315,0.02097758710430435,0.019757064422445042,0.008389261744966443,0.13665815468779818,0.02804967898115988,0.0005617613378562323,0.0041572184429327285,0.02307692307692308,0.018012422360248446,0.031344792719919114,0.009580714947975688,0.0
2020-07-14,0.03063633746040887,0.01840800673463661,0.01275406851628722,0.05128205128205128,0.0,0.037312992706469816,0.038474193802859005,0.02127659574468085,0.0,0.02212568037484389,0.05446694670640415,0.03517867640620896,0.004362178731431266,0.03577302631578947,0.019652305366591082,0.07373868046571798,0.026982432301271474,0.04217413837781809,0.055194805194805185,0.020662999851345325,0.0277262420119563,0.025966132617517342,0.047217838415720616,0.04385613049872978,0.0,0.013976400504066904,0.1166248242296604,0.0,0.002227302033878436,0.031458531935176365,0.02105806411253905,0.019960079840319358,0.008132726089785295,0.13690781059523702,0.02785646016161265,0.0005790263778683251,0.004127579737335835,0.02247191011235955,0.0179733498605516,0.031093279839518564,0.00959040959040959,0.0
2020-07-15,0.03132860736336611,0.018444208518525185,0.012691771269177128,0.05128205128205128,0.0,0.0371902409130951,0.03832011015137679,0.02127659574468085,0.0,0.022372005417101232,0.0544776294488891,0.03520030998552997,0.0044513687959047395,0.03568498769483183,0.01948773887688532,0.07334101153151616,0.02686707374354157,0.042090166489991886,0.057507987220447275,0.020960309201724397,0.02746703955253696,0.025714837174113412,0.047406797013509125,0.042465044018643185,0.0,0.013968399358827571,0.11618996647094935,0.0,0.002270477964720265,0.031458531935176365,0.02103802042541312,0.01994192067908129,0.007817385866166355,0.1370832358749493,0.02742565845369584,0.000575963138359145,0.0041183077499064025,0.021505376344086027,0.017945544554455444,0.030723488602576805,0.009589566551591868,0.0
2020-07-16,0.03185966913861951,0.01839993727294112,0.012713742149417031,0.05,0.0,0.03663490656621612,0.03811244782324984,0.02127659574468085,0.0,0.0225209917886425,0.054425914423336115,0.03480826299319885,0.0043997485857950975,0.03565573770491804,0.01930533615083192,0.07296293701394241,0.02719722551793374,0.04262424481617536,0.060317460317460325,0.020933977455716585,0.02705154371983024,0.025504267646379083,0.047423715531175005,0.04189706507868992,0.0,0.013963603067414444,0.11595446255257826,0.0,0.0022486162361623615,0.031458531935176365,0.02103802042541312,0.019851904790264625,0.00807899461400359,0.13733876681128618,0.02681748441223517,0.0005729321393710479,0.004093784890212133,0.01991150442477876,0.01792336217552534,0.03118908382066277,0.009581721024507094,0.0
2020-07-17,0.032624435673926006,0.01825634319913496,0.012776075081386656,0.05,0.0,0.03652276211186767,0.03804424315163552,0.02127659574468085,0.0,0.025569861444251454,0.05438982693613733,0.0345228944767761,0.004714615307453105,0.035597381342062195,0.018797517610200945,0.07246976975318868,0.027572053181047558,0.042680942944186465,0.059375,0.02100840336134454,0.026996377382264927,0.02528477004746488,0.04760014435221942,0.040864586790574184,0.0,0.01393489434608795,0.1156360738670321,0.0,0.002292920607623961,0.031458531935176365,0.021083014848215276,0.02019140989729225,0.008099508244142321,0.13738615546236727,0.02634878811447437,0.0005689840473731904,0.0040786058583611425,0.02014846235418876,0.017906761346094473,0.030858244937319187,0.00956125457957287,0.0
