,Sri Lanka,Malaysia,Dominican Republic,Philippines,Uruguay,India,El Salvador,Pakistan,Nepal,Cambodia,Thailand,Paraguay,Ecuador,Belize,Honduras,Japan,Singapore,Afghanistan,Nicaragua,Mexico,Suriname,China,Haiti,Argentina,Bhutan,Mongolia,Chile,Colombia,Guyana,Cuba,Bangladesh,Guatemala,Indonesia,Peru,Brazil,Panama,Costa Rica
2021-05-09,0.005864453083955028,0.013633752310063172,0.025009347427853344,0.010053021468075444,0.0635349294863989,0.01645480423600248,0.010849956700385943,0.0039030644300638937,0.013602862743235291,0.001164425729310733,0.0011985963663197715,0.0418104094900407,0.02273148762176176,0.03191481335241348,0.02219461890869381,0.005075474204060964,0.010487590214795953,0.0015930553012778017,0.0010560710955031841,0.018359082117792056,0.01893344061203408,7.13070970229107e-05,0.0011555327224222899,0.06974720226626484,0.001569441636470143,0.014023766034264184,0.06529453617084852,0.059008349448116976,0.01818681116101907,0.010246661491834808,0.00469644117860348,0.013138127305711284,0.00626977294951795,0.05632732847290383,0.07145934904250698,0.08521199749326036,0.0524059728541607
2021-05-10,0.0059626633042625474,0.013746741256055198,0.025068345000103246,0.010103039224333287,0.06409225595448347,0.016725041058474607,0.010891121012130214,0.003914083373043857,0.013914221489189893,0.0012079092666647964,0.00122767947004224,0.042085767602800125,0.02283402085579259,0.03192235822554644,0.022286293410097604,0.005117750846564663,0.01049100881777359,0.001600196627952884,0.0010580334917641248,0.018376238348063505,0.019073221122539778,7.131473950071778e-05,0.0011564097205419182,0.07018341558769971,0.0015836975060004252,0.01428914812957479,0.06553856991205735,0.05928732341508001,0.01828343455481407,0.01033636171650915,0.004705682818667188,0.013170668837888302,0.006287899354769071,0.05654363422660655,0.07169376350684152,0.08529682244792768,0.05296387163695198
2021-05-11,0.00605601671862048,0.013862016552061828,0.025130937736912128,0.010147371692842792,0.06486001922430865,0.016998688015038444,0.010905459143187206,0.003922807080160696,0.014242946584951928,0.0012531871728230163,0.0012555018283816651,0.042406130783887344,0.02296098295873845,0.03193241805639038,0.02239563645527415,0.005155101671174251,0.010494940211197873,0.0016081342896169142,0.001064071634105481,0.018396597798543867,0.01923857123862579,7.132377151994433e-05,0.0011572867186615465,0.07072317840669051,0.0016005453518089401,0.014505724322299539,0.06575618628149546,0.05958203941427534,0.018408027878391832,0.010429152007978375,0.004715810976108885,0.013232347042100315,0.006306647278554418,0.056742834477632835,0.07205737479256917,0.08538744145687555,0.053366100562335275
2021-05-12,0.006150631034523017,0.013978620402806674,0.02520219574214521,0.010193711807106126,0.06557625282585534,0.017275947278964626,0.010926735079594357,0.003941001464645688,0.01456116950079089,0.0012921847881666878,0.0012830949602878098,0.04272565274874413,0.02307762939081996,0.031942477887234325,0.022475599236234284,0.005194539840766256,0.010498700674473274,0.0016164315864372438,0.001067090705276159,0.01841869458879855,0.01941073991619988,7.133349830988063e-05,0.0011585145160290262,0.07124207644444303,0.001621281162034805,0.014673494612438429,0.06597929537179678,0.05988251373487399,0.018586018340645775,0.010524061202392665,0.004725611243561463,0.013295588132934895,0.0063262836082445695,0.05692226028230267,0.07242499907402358,0.08548292747141908,0.053784230191943096
2021-05-13,0.006254958962324729,0.014117099061799362,0.025284515792175152,0.010250108401463629,0.06640072751831103,0.01758719991313651,0.010941535731008027,0.003963985512923941,0.014928230985357078,0.001336206636161998,0.0013140691820848424,0.043089618971108426,0.0232119598300975,0.031962597548922216,0.022591201994061755,0.0052448654120279044,0.010502632067897557,0.0016259619180791702,0.0010692040550956336,0.01844034928812852,0.01962211532233045,7.13432250998169e-05,0.0011593915141486545,0.07178239241245925,0.0016381290078433203,0.015145691719956611,0.06628380135412833,0.06023479329512848,0.018761466082010375,0.010627446008587208,0.004735678680634805,0.013361341005841456,0.00634784664539082,0.05710147378463433,0.07281748228797531,0.08558281696721586,0.05428637835745333
2021-05-14,0.006357138687494892,0.014260521180283085,0.025367020209618375,0.010309571218426976,0.06719871768852302,0.017885272879042336,0.010954794647899441,0.003984923315422843,0.01526529604752861,0.0013768191834294106,0.0013418055805117875,0.04342512404434331,0.02331630680845613,0.03197768729518813,0.022667227213838247,0.005292146938523532,0.01050656346132184,0.0016344647207030992,0.001070109776446837,0.018462539150156828,0.019828376807344953,7.135225711904345e-05,0.00116018081245632,0.0722905814850799,0.001661456794347418,0.015404668040552825,0.06660373926650415,0.06059461959742691,0.01892674293981761,0.010728535336591264,0.004745090337729907,0.013432340712409493,0.006369672913916272,0.05741428611549381,0.07319965779543544,0.08568826875512195,0.05469017772276003
2021-05-15,0.006454508306772676,0.01439878356292304,0.025448971524821753,0.01036690775602377,0.06777274092063078,0.01815533071657595,0.01097360380907098,0.004005032660006653,0.015625939533252923,0.0014049309613611985,0.0013712181972320965,0.04369557506242525,0.023422637569673287,0.03199026208374306,0.02273638694232018,0.005350062855175783,0.01051117857534165,0.0016422996294653297,0.0010710154977980405,0.018485396026562777,0.019997136204175005,7.13710159282063e-05,0.0011603562120802457,0.07268617154208899,0.0016938564978253318,0.01561300823721621,0.06691917837893487,0.06094153389575953,0.019072949390954778,0.010827064323536703,0.004753858358920441,0.013483301979781048,0.006389210531839223,0.0577728647646844,0.07351066261197593,0.0857953428782266,0.05493555896079279
2021-05-16,0.006554679929482913,0.014520269079915287,0.025531107207438414,0.010423514240619172,0.0682863103519649,0.018425555944882016,0.010993338010955873,0.004024634970238057,0.015975154176119773,0.0014427323308354321,0.0014010176335585663,0.04394948216130882,0.02352749466362411,0.03200032191458701,0.02278757523770754,0.00539797691045396,0.010515622759212579,0.0016496978383949113,0.0010723740798248456,0.01850535992200523,0.020155667758772932,7.138213225956206e-05,0.0011616717092596883,0.07302536252446772,0.001708112367355614,0.01596044525624929,0.06722609069612076,0.06125936179246444,0.019194999993643196,0.010923121257046236,0.004761994888280078,0.013511601391125382,0.006408181471098615,0.058093865900016646,0.0737299142565832,0.08589708647139313,0.05517230277924679
2021-05-17,0.006652236348989527,0.014633875958343692,0.025603655784564465,0.010471369214860393,0.06876591050476909,0.018658333466092573,0.011039898393528045,0.004037374208342253,0.01630665926068497,0.001480593512603138,0.0014278801062086294,0.044212782841432145,0.02361478110939939,0.03201541166085292,0.022843609762243998,0.005438363873219789,0.010519554152636862,0.0016572501766771925,0.0010758460116711253,0.01852379588916402,0.020309085392254796,7.139950152730542e-05,0.0011623733077553908,0.07340561929049257,0.001722368236885896,0.01621911653995434,0.06746573026063903,0.06152471624839504,0.019268738899434118,0.011010172853039249,0.004770768981507448,0.01353750065515649,0.006426359060229025,0.05829242924402838,0.07396327489788984,0.08599164543725178,0.05586918549525982
2021-05-18,0.006745823263633498,0.014745072900270216,0.025673899769024504,0.010507351702166483,0.06957311268271801,0.018909467450713934,0.011055007391846167,0.004047854427322785,0.01663624237768255,0.0015192322541859782,0.0014547282522066125,0.04453118318464837,0.02374004282703794,0.03202295653398588,0.022934880411218696,0.005471207930253708,0.010523314615912263,0.00166629243203557,0.0010835446431563544,0.018544527626738878,0.020477844789084848,7.141061785866117e-05,0.0011635134053109076,0.07390796710940493,0.0017418080589726443,0.016385971719419745,0.06765274432812489,0.06179504290676605,0.01938443269989918,0.011093692944123823,0.0047807999863597765,0.013600071937438542,0.006444397721687078,0.058524839646527535,0.07432085022404254,0.08609060788436365,0.05621311183848653
