,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Brazil,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay
2020-06-16,0.0006759599644896246,0.000755800702353231,0.0005736921122595983,5.532906964169397e-05,8.683120532080891e-05,0.004343204586158781,7.65597356440178e-06,0.011442017609244595,5.865393285722243e-05,0.0010795575187915842,0.00035256376280546535,0.00020067776642202758,0.0021834632754862138,0.002717385759613128,0.0006075975752216128,0.0005975808636143081,0.000217402636038746,0.00037789848974784817,0.0009748997638270994,0.0002565680253255137,0.0001477020516630262,0.00013823916542634362,0.0002627757685704609,0.0012011145065676213,6.009226755883856e-05,0.00022620871853910697,0.0002751883372073048,0.0007006128248064891,0.005089960804381603,0.0001826841247075021,0.007192681902008156,0.0002443943678783615,0.00700283726954129,8.943060955249671e-05,0.0004022951277968887,4.491405427090536e-05,0.00024440608027055666
2020-06-17,0.0006904481236433888,0.0007866221660488324,0.0005980288358964827,5.532906964169397e-05,8.683120532080891e-05,0.004494635191613654,7.65597356440178e-06,0.011541409701055268,5.8678944602772876e-05,0.0011211235589555027,0.00036728663708743064,0.00020129577978100432,0.002222088248568571,0.002748389451716425,0.0006268692567498294,0.0006280013353749843,0.000217402636038746,0.00038947486492694214,0.0010398190418035727,0.00026590205363731507,0.00015147137877353562,0.00013860286947630997,0.0002630847347886508,0.0012393514935650214,6.131241512348504e-05,0.00024632073630028383,0.0002751883372073048,0.0007248689860581897,0.00523712978310769,0.0001833851382328571,0.0073064759552740844,0.0002485647956488111,0.007045057016315113,8.985091006736483e-05,0.00044491113709740654,4.491405427090536e-05,0.00024440608027055666
2020-06-18,0.0007073509759894467,0.000829944797718601,0.0006211207919820794,5.532906964169397e-05,8.683120532080891e-05,0.004601734661390596,7.715785857873668e-06,0.011775504233083036,5.8703956348323325e-05,0.0011834431397402712,0.0003806353764364127,0.00020262009412166885,0.0022718674501544267,0.002782793914434344,0.0006475284993480775,0.0006624406584508322,0.00023265896137479833,0.0003987710449950024,0.0010842428090036477,0.0002757469498910324,0.00015633750329738436,0.0001390614528436589,0.0002635172874941165,0.0012832658587535162,6.222752579696989e-05,0.00026935002626231395,0.0002751883372073048,0.0007472509310429612,0.0054118784602092155,0.00018646959774441888,0.007412020546256344,0.0002536842923210698,0.007088986064577751,9.092501138313894e-05,0.000472185383049738,4.500001418338556e-05,0.0002446939555123359
2020-06-19,0.0007162391019951247,0.0008755242774120246,0.000640812407439768,5.532906964169397e-05,8.812719345992545e-05,0.004859408505412244,7.715785857873668e-06,0.012104544368603629,5.8703956348323325e-05,0.0012435615874288888,0.0004039956702971312,0.00020350297034877848,0.0023108611580633463,0.002818728723928842,0.0006674168746851972,0.0006982195986317374,0.00023265896137479833,0.00041113671848176187,0.0011366426616782814,0.0002862657570468517,0.00016014339032167167,0.00013961491552839028,0.0002637026672250304,0.001322278443864454,6.222752579696989e-05,0.0002839707081160023,0.0002751883372073048,0.0007771478494651768,0.005625794944247292,0.0001873108139748448,0.007519293884849517,0.0002597072295825507,0.0071132581457189785,9.106511155476164e-05,0.0004994596290020696,4.507164744378573e-05,0.0002455575812376736
2020-06-20,0.0007302648730907901,0.0009116780977125364,0.0006604858067869499,5.532906964169397e-05,8.812719345992545e-05,0.00502249702811321,7.715785857873668e-06,0.012384673132627918,5.874494782019768e-05,0.0012898836473184186,0.0004175407146365393,0.00020385612083962241,0.002376311589778081,0.002818728723928842,0.000689926198710154,0.0007119506739585746,0.00023265896137479833,0.0004311322756092879,0.0012424519981002779,0.0002974273157834929,0.00016462563575085162,0.00014014465838377605,0.0002643514962832291,0.0013588634068800193,6.283759957929311e-05,0.0002953309092746193,0.0002751883372073048,0.0007995614840969738,0.005845505482565922,0.0001909560843066906,0.007622806439166313,0.0002682944780114196,0.007150520918175225,9.106511155476164e-05,0.0005165060327222766,4.5085974095865756e-05,0.00024728483268834884
2020-06-21,0.0007407713572998142,0.000946659242079188,0.000681926168853277,5.532906964169397e-05,8.812719345992545e-05,0.005096650414567158,7.715785857873668e-06,0.01267798442672394,5.875814846368264e-05,0.0013492159760441253,0.000434422943813193,0.00020412098370775524,0.0024591847420478647,0.0028702503987403545,0.0007132063899962397,0.0007337194519157558,0.00023393032181946933,0.00043674506357490917,0.00128919791676763,0.0003081743830835726,0.0001677771003185133,0.00014057952192177928,0.00026484584223233286,0.0014003036140863292,6.497285781742442e-05,0.0003097799868811985,0.0002751883372073048,0.0008198021143613175,0.006032769316913447,0.00019333953029289748,0.007731929840992222,0.00027424440997276135,0.007195304617182274,9.106511155476164e-05,0.0005352570768145044,4.5100300747945785e-05,0.0002521787117985956
2020-06-22,0.0007487347071892944,0.0009941415544200071,0.0007030568570409909,5.784402735268007e-05,8.812719345992545e-05,0.005205462346764429,7.775598151345558e-06,0.012919036405178452,5.879427654058884e-05,0.0013989576534223175,0.00044698646320047024,0.00020438584657588816,0.002523068050749712,0.0028702503987403545,0.000741265958301323,0.0007685494966472452,0.000260628891157561,0.000445251945335304,0.0013484632607368204,0.0003189953631922698,0.00017126491609293224,0.0001408957863130544,0.00026530929155961757,0.0014358027397429415,6.558293159974767e-05,0.0003281416413218634,0.0002751883372073048,0.0008376660210987587,0.0062001016045358645,0.00019516216545882042,0.007808085722588903,0.00027999357735872027,0.007232567389638522,9.111181161196924e-05,0.000543780278674608,4.5143280704185886e-05,0.0002539059632492709
2020-06-23,0.0007570576922350736,0.0010444117378488704,0.0007237746467238875,5.784402735268007e-05,9.071916973815856e-05,0.005390991654479055,7.775598151345558e-06,0.013118029835308874,5.881442489117115e-05,0.0014459086084821766,0.0004648502173292549,0.00020465070944402107,0.0025752440287082185,0.002927099947514773,0.000766704577918569,0.000811584696147211,0.00026190025160223196,0.00045700372013832364,0.0014077286047060116,0.00033056634091782253,0.00017510736303099757,0.00014136227629018517,0.0002654019814250745,0.0014845723491221814,6.558293159974767e-05,0.0003466062583107937,0.00032756922201856916,0.0008552854648448615,0.006330351944762731,0.00019936824661095006,0.007910081831632965,0.00029042420961610297,0.0072529080773554655,9.297981390027204e-05,0.000543780278674608,4.521491396458607e-05,0.0002547695889746085
2020-06-24,0.0007630687369903588,0.0011030012826198342,0.0007447960382485616,5.784402735268007e-05,9.071916973815856e-05,0.005591994283348802,7.775598151345558e-06,0.013308914963212631,5.882832030536584e-05,0.0015154997896738714,0.0004937070509219071,0.000204738997066732,0.0026393117048233465,0.002927099947514773,0.0007939932789625238,0.0008271577449935019,0.0002657143329362451,0.0004574422191981378,0.0014711334360733913,0.00034282862079456364,0.00017917648143448645,0.0001420264315118629,0.00026558736115598843,0.0015267416185552169,6.588796849090928e-05,0.0003681940725971081,0.00032756922201856916,0.0008735930266406578,0.006496293659357815,0.00021422973334847523,0.008027727655891636,0.0002947132709992788,0.007285555735791901,9.344681447234772e-05,0.0006085566128113952,4.52292406166661e-05,0.00025966346808485526
2020-06-25,0.0007748853206973295,0.0011606615370281163,0.0007687562956016418,5.784402735268007e-05,9.071916973815856e-05,0.005777744705716603,7.775598151345558e-06,0.013552059406757898,5.884777388523842e-05,0.0015840100572915641,0.0005268825943039358,0.00020491557231215395,0.002686325395209987,0.003012856046513473,0.0008226695410765098,0.0008718116484954119,0.0002733424956042713,0.0004669137988901238,0.0015513991063553446,0.00035536191430290276,0.00018348323927753208,0.00014275383961179558,0.0002657109476432644,0.0015740841274055474,6.680307916439415e-05,0.0003830893212461708,0.00032756922201856916,0.0008861557081399988,0.006729678165778554,0.0002199780442563859,0.008146404662935768,0.00030177653378774265,0.0073048708426155535,9.386711498721586e-05,0.0006358308587637267,4.524356726874613e-05,0.00026110284429375143
2020-06-26,0.0007819752709215119,0.001224517060520942,0.0007922429340815493,6.035898506366616e-05,9.071916973815856e-05,0.005998200719498613,8.313908792592556e-06,0.013776790157504557,5.8864448382272044e-05,0.0016595364366532367,0.0005567209528487191,0.00020526872280299786,0.002743755844447001,0.0030525317036840553,0.0008505749359293675,0.0008834774807852857,0.0002733424956042713,0.00047612227914622127,0.0016148039377227247,0.0003688053498467688,0.0001880166685860012,0.00014359984685845647,0.00026589632737417833,0.0016162844207631244,6.680307916439415e-05,0.0004034415849533003,0.00032756922201856916,0.0009003617241922266,0.00693084773039941,0.0002398868283764667,0.008260502005256245,0.00031093869895520754,0.007342304545220681,9.405391521604614e-05,0.0006631051047160581,4.5300873877066274e-05,0.000264557347195102
2020-06-27,0.0007862138281207515,0.0012776414929208985,0.0008135193511533162,6.035898506366616e-05,9.719911043374132e-05,0.006180234533866247,8.433533379536336e-06,0.014007275187250777,5.8876954255047265e-05,0.001741076626081179,0.0005847925664796666,0.00020571016091655263,0.0028225729136246045,0.003093227592039023,0.0008829513608967713,0.0009152375696510193,0.00029241290227433666,0.0004861200577099842,0.0017170795653901696,0.000383229941693265,0.000193080216644251,0.00014432725495838915,0.0002662052935923681,0.0016504882975701294,6.680307916439415e-05,0.00042245533553297946,0.00032756922201856916,0.0009187960445761244,0.0071053646453297144,0.0002722736532478657,0.00837044428752943,0.000317600432592906,0.007392045218545306,9.494121630298998e-05,0.0007960670537336738,4.5300873877066274e-05,0.0002659967234039981
2020-06-28,0.000795230395253679,0.0013260752215854149,0.0008366477394599263,6.035898506366616e-05,9.849509857285784e-05,0.006323610920465064,8.433533379536336e-06,0.014227821007815932,5.8886681044983556e-05,0.0018035337776844567,0.0006144346200340235,0.00020588673616197457,0.00289207942843152,0.0031318263385149737,0.0009148652655074981,0.0009449882328591664,0.00029241290227433666,0.0005018183240513314,0.0018256149057085348,0.00039733062152552516,0.00019746009431485258,0.00014521279525395942,0.00026676143278510985,0.0016819000211683991,6.710811605555576e-05,0.0004383458888152745,0.00032756922201856916,0.0009348989123574416,0.007343616157346119,0.00029821115368599914,0.008474472433238952,0.00032355036455424766,0.007428453340257143,9.512801653182024e-05,0.0008352737822901503,4.5300873877066274e-05,0.0002674360996128942
2020-06-29,0.0008021919043506117,0.0013777393405583005,0.0008610208953178238,6.035898506366616e-05,9.97910867119744e-05,0.0064367651680853144,8.433533379536336e-06,0.0144379568145546,5.890266077130746e-05,0.0018678776147987206,0.0006417210137032662,0.00020659303714366236,0.0029329168104732487,0.0031550649377148857,0.0009517127205894484,0.0009717247575809349,0.00029876970449769184,0.0005018183240513314,0.0018999237526613874,0.000410752318008033,0.0002014158769856297,0.00014608252232996594,0.0002668541226505668,0.001711411529388502,6.710811605555576e-05,0.00045468261314005303,0.00032756922201856916,0.0009476879484783924,0.007598322783519298,0.00030718412681054265,0.008563821388708415,0.00033252089080884715,0.007462981230331281,9.52214166462354e-05,0.0008540248263823781,4.5401160441626504e-05,0.00026829972533823186
2020-06-30,0.000809358919251144,0.0014277882643770011,0.000883378134946319,6.035898506366616e-05,9.97910867119744e-05,0.006595995945773447,8.433533379536336e-06,0.014615502477504825,5.8906134624856125e-05,0.0019229649011247086,0.0006790189618842452,0.00020668132476637328,0.003002238957866884,0.003198538122071795,0.0009925686854292675,0.0010100712972132002,0.00031148330894440216,0.0005127808005466857,0.001974636452043332,0.0004242602461005948,0.0002061430738371221,0.0001471815410896469,0.00026691591589420477,0.0017535420189158607,6.710811605555576e-05,0.0004655280015573429,0.0003802520139469012,0.0009663984215006539,0.00777562084450427,0.00031139020796267246,0.008650198111443321,0.00034234010367756437,0.00750503004695622,9.559501710389596e-05,0.0008778897915906682,4.542981374578657e-05,0.0002694512263053487
2020-07-01,0.0008175534631696738,0.0014867982024072733,0.0009063000740005199,7.041881590761052e-05,9.97910867119744e-05,0.0068157556836263115,8.433533379536336e-06,0.014754128289767075,5.89276725168579e-05,0.002004780232189669,0.0007367326290695496,0.00020729933812535005,0.00307773741360543,0.003301978228266525,0.0010385123741925358,0.0010611441993435096,0.00031529739027841524,0.0005203229843754894,0.002045714479563452,0.00043814425995465227,0.0002112066218953719,0.00014894471507100556,0.00026694681251602376,0.0017976037477459273,6.710811605555576e-05,0.00048207065097865214,0.0003802520139469012,0.000986041475563948,0.007987219706830124,0.0003168581134604411,0.00874919165884737,0.00035143838920740744,0.007541780028965823,9.592191750434894e-05,0.0009119825990310824,4.5458467049946634e-05,0.00027146635299780324
2020-07-02,0.0008223314731033619,0.0015475118394357949,0.0009307035900425957,7.041881590761052e-05,9.97910867119744e-05,0.007042068883433902,8.433533379536336e-06,0.014884802734684476,5.89373993067942e-05,0.002085377078862118,0.0007897349764846253,0.0002077407762389049,0.0031524062159842122,0.0033706171151716307,0.0010792141655801292,0.0011203664388629174,0.0003178401111677573,0.0005240063764779282,0.002132340825603598,0.0004532913132736169,0.0002171439518929153,0.00015066044939367293,0.00026703950238148066,0.0018498868165794926,6.710811605555576e-05,0.0004983044127551652,0.0003802520139469012,0.0010045437023343288,0.008166603627356094,0.0003228868297784937,0.008856161708385999,0.00035412133398752166,0.007573914896955614,9.648231819083978e-05,0.000932438283495331,4.5544426962426836e-05,0.0002726178539649201
2020-07-03,0.0008300893171892425,0.0016104601985269553,0.000949611912748498,7.544873132958271e-05,9.97910867119744e-05,0.007240709819625063,8.433533379536336e-06,0.01507040438823409,5.894295747247207e-05,0.0021520989258391877,0.0008462708137273724,0.00020844707722059266,0.0032400729209993012,0.003438009052851376,0.0011203784773243998,0.0011885194590827073,0.00032546827383578346,0.0005297068642555123,0.002232900080447404,0.00046979198547981424,0.00022190039667543008,0.000151688308665317,0.00026719398549057563,0.0019021621294319216,6.710811605555576e-05,0.0005237018413272998,0.0003802520139469012,0.0010045437023343288,0.00834227935314251,0.00032933615421175936,0.008965194123495543,0.00036809272330165375,0.00760280209211665,9.66224183624625e-05,0.0009563032487036211,4.555875361450687e-05,0.00027405723017381623
2020-07-04,0.0008390288196458205,0.0016677664375589784,0.0009695767698637863,7.544873132958271e-05,0.00010108707485109096,0.007419121117334306,8.433533379536336e-06,0.015266991483510147,5.895615811595703e-05,0.002228431077137845,0.0009071253607594961,0.0002091533782022804,0.0033355752410788296,0.003487773662845334,0.0011573801058585758,0.001255946853370591,0.00034581004095052,0.0005350565527852452,0.0023141753818020864,0.0004877991746381299,0.00022719061619910327,0.00015387053296511514,0.0002675029517087655,0.0019557869830019066,6.710811605555576e-05,0.0005316642783931582,0.0003802520139469012,0.001019876964402173,0.008571260378310028,0.00033438345159431506,0.009070769043383256,0.0003817264631026422,0.007634424169659796,9.685591864850035e-05,0.0009631218101917037,4.563038687490704e-05,0.00027492085589915386
2020-07-05,0.0008461958345463527,0.001721731656477551,0.0009862020067195225,7.544873132958271e-05,0.00010367905112932406,0.007541679794565105,8.433533379536336e-06,0.015459759829995581,5.896588490589331e-05,0.002301559793662639,0.0009807397321693232,0.00020941824107041329,0.003449975221019655,0.003511749095678414,0.0011990069379595235,0.0012976424357654993,0.00034708140139519096,0.0005463698285284506,0.002417359677434988,0.0005053701332985256,0.00023306579434322416,0.00015550720118996374,0.0002676574348178604,0.001992108242658869,6.710811605555576e-05,0.0005417202872737467,0.0003802520139469012,0.001049461513446567,0.008841495069955093,0.0003402719652072967,0.00918110560142735,0.0004038470690448082,0.00765767066990773,9.694931876291547e-05,0.0010125563809803048,4.57020201353072e-05,0.00027520873114093305
2020-07-06,0.0008523353204288875,0.001779967185872255,0.001005638596630118,7.544873132958271e-05,0.00010367905112932406,0.007636848482204803,8.433533379536336e-06,0.015618002502483625,5.897839077866854e-05,0.0023638793744474077,0.0010288344548237435,0.000210124542052101,0.0035147803667879072,0.003535667849001251,0.0012375503010159568,0.0013380542184347278,0.00034708140139519096,0.000551982616494072,0.00249025504088602,0.0005214939951078488,0.0002374858879189816,0.0001569303909507017,0.0002678119179269553,0.0020301280621844785,6.863330051136386e-05,0.0005478980401696713,0.0003802520139469012,0.0010616439191816034,0.009116133242853382,0.00034433784365435553,0.009271637384209549,0.00042281932141847284,0.007688950887153112,9.699601882012304e-05,0.0010466491884207187,4.577365339570738e-05,0.0002763602321080499
2020-07-07,0.0008573188361661753,0.0018458804237395895,0.0010240186521313275,7.544873132958271e-05,0.00010367905112932406,0.007849988894163702,8.433533379536336e-06,0.01574679372881935,5.899784435854111e-05,0.002446677354216007,0.001076929177478164,0.0002114488563927655,0.003542619846193329,0.0035846956253620405,0.0012807188676391618,0.0013835453826272985,0.0003610663662865722,0.0005554029091606224,0.002567289891735241,0.0005379816238772313,0.00024212168498602906,0.00015856705917555026,0.00026799729765786923,0.002078664992129657,6.924337429368708e-05,0.0005548994934517191,0.00042961382758748733,0.0010751346546295443,0.009337929640713012,0.00035078716808762116,0.00938006322121,0.0004368728416952616,0.007715786920527565,9.718281904895334e-05,0.0010807419958611332,4.577365339570738e-05,0.00027779960831694604
2020-07-08,0.0008627133635106618,0.001925622387242065,0.0010452039886505618,7.544873132958271e-05,0.00010367905112932406,0.008059676153879406,8.433533379536336e-06,0.0158547649275021,5.9020771791962365e-05,0.002528119278773585,0.001145635924127336,0.00021180200688360935,0.003649368578482996,0.0035846956253620405,0.0013206497917656267,0.001418375427358788,0.0003610663662865722,0.0005587355020152102,0.0026228196007353345,0.0005560098274615265,0.00024889623700908816,0.00016019582079061705,0.0002680899875233262,0.002132918080171607,6.924337429368708e-05,0.0005636513100542791,0.00042961382758748733,0.0010903411581092873,0.009560421325086308,0.0003580777087513126,0.00949024813472682,0.00045955923871350606,0.0077427938840509015,9.778991979265176e-05,0.0011335858473937753,4.580230669986744e-05,0.00028039048549295903
2020-07-09,0.0008707794663019418,0.0020066697824444968,0.0010656060324180097,7.544873132958271e-05,0.00010367905112932406,0.008260180098637741,8.433533379536336e-06,0.016018657255735168,5.904995216177122e-05,0.002632967895451838,0.0012730378629139435,0.00021215515737445324,0.003760173393864842,0.00364001482735988,0.0013635100114843806,0.00148797969944239,0.0003636090871759143,0.000564085190544943,0.0026638106222881307,0.0005752170128068108,0.0002586102060998966,0.00016301057387296534,0.0002682753672542401,0.002189381622837139,6.924337429368708e-05,0.0005673579617918339,0.00042961382758748733,0.0011027951893902554,0.009784071820315716,0.000369854735977276,0.009597521473319996,0.00047228953792527234,0.007764160152661135,0.00010059192322510596,0.001183020418182376,4.5873939960267606e-05,0.0002812541112182966
2020-07-10,0.0008781262987806236,0.0020811678931861267,0.0010835124690460466,9.305343530648532e-05,0.00010367905112932406,0.008472111436854814,8.433533379536336e-06,0.016178626211923085,5.904995216177122e-05,0.0027666670780689237,0.0013437076594673776,0.0002130380336015629,0.003863880063835373,0.003685188397024099,0.0014094537002476491,0.0015416202010240592,0.00036869452895459847,0.0005688209803909358,0.0027313549410536994,0.0005948647764622864,0.0002645000082095287,0.00016638669624982695,0.0002686770233378869,0.00224282808884101,6.924337429368708e-05,0.0005714078220236067,0.00042961382758748733,0.001115253747763656,0.010025336240558009,0.0003835946010742332,0.009694513312964037,0.0004828753064454509,0.00779680781109757,0.00011460194038737696,0.001237568910087039,4.5873939960267606e-05,0.00028355711315253035
2020-07-11,0.0008825446735580127,0.0021574803327310873,0.001099821959986334,9.305343530648532e-05,0.00010627102740755717,0.008655697758361756,9.330717781614667e-06,0.016322744745048558,5.910483904784026e-05,0.002862101920166317,0.0014194813857718927,0.00021365604696053968,0.003974408328097299,0.0038093732039680187,0.0014478428898518562,0.0015962654154345213,0.0003699658893992695,0.0005772401623393679,0.0027848653879083357,0.0006155936961026395,0.00027060916980182863,0.00016943864762563164,0.00026892419631243883,0.002290093037879987,7.015848496717193e-05,0.0005738102814831329,0.00042961382758748733,0.0011266665477852194,0.010274480574621856,0.00039537162830019637,0.009787441079277152,0.0004948116730182038,0.007825695006258607,0.00011726384364820847,0.0012631385156673493,4.607451308938808e-05,0.0002838449883943096
2020-07-12,0.0008847281727212572,0.002216269011151197,0.0011160100101899099,9.305343530648532e-05,0.00010886300368579028,0.008772516863744197,9.330717781614667e-06,0.016480307366382112,5.913679850048805e-05,0.002956691684378582,0.0014911327072774578,0.00021418577269680548,0.004105124824113488,0.003846838360239097,0.0014914739768317384,0.0016385191716232035,0.0003775940520672957,0.0005803096557580671,0.002836053683295694,0.0006364139198006968,0.0002767548913079065,0.00017268826424598322,0.0002693567490179045,0.002324855345328739,7.015848496717193e-05,0.0005766245911357209,0.00042961382758748733,0.0011391296332510519,0.01057600315938192,0.0004133175745492834,0.009897110401401244,0.0005134006475661379,0.00785612057275958,0.0001222140497122109,0.0012631385156673493,4.608883974146811e-05,0.00028413286363608884
2020-07-13,0.0008886841594405475,0.002284837364340478,0.0011348272523432794,9.305343530648532e-05,0.00010886300368579028,0.008867953711707958,9.86902842286167e-06,0.016617154583317226,5.913679850048805e-05,0.0030320018810254547,0.0015775069030649882,0.00021436234794222744,0.004194911754381307,0.0038802225917726287,0.0015383427063083615,0.0016601204974422525,0.0003814081334013088,0.0005867117420313539,0.002885424642752141,0.0006570645788201607,0.00028144187225424307,0.0001749337414240364,0.0002695730253706374,0.002361192116947972,7.412396455227295e-05,0.0005815667934524607,0.00042961382758748733,0.0011480887491743658,0.01093291690306408,0.00041780406111155513,0.010012269255412634,0.0005202175174666323,0.007911160080699541,0.00012356835137123043,0.0013296194901761575,4.613181969770821e-05,0.00028470861411964733
2020-07-14,0.0008921520698762889,0.0023654864922446183,0.001154033104854124,9.80833507284575e-05,0.00010886300368579028,0.009064872776344612,9.86902842286167e-06,0.016713198730982697,5.921252850784913e-05,0.0031424712482885212,0.001665058928795076,0.0002147154984330713,0.0042685665359870435,0.003943193527653367,0.0015884490782817244,0.0017231941361387,0.00039157901695867695,0.0005899566350739787,0.002938632200284959,0.0006783898733771053,0.0002872585545363192,0.00017740060367598212,0.00026969661185791334,0.002415879539933503,7.961462859318205e-05,0.0005855480119853898,0.0004750508487061922,0.001157889904290068,0.011146833387102158,0.00043098311538822834,0.010125820677434923,0.0005251362495635081,0.00797047284236155,0.00012445565245817425,0.0013654169379885926,4.623210626226845e-05,0.000287011616053881
2020-07-15,0.0008986768791405727,0.002459212063109348,0.0011754856109941225,9.80833507284575e-05,0.00010886300368579028,0.00925269791279858,9.928840716333558e-06,0.01680275623686684,5.922642392204382e-05,0.003246062074626116,0.0017639966439698836,0.0002152452241693371,0.004394489479257928,0.003986213275928325,0.0016411763989429252,0.0017902866261503196,0.0003979358191820322,0.0005899566350739787,0.003032527890048753,0.0007020680590083777,0.00029282297341332725,0.000183211961865662,0.00026985109496700826,0.0024635710679349263,7.961462859318205e-05,0.0005895292305183188,0.0004750508487061922,0.001167600517557126,0.011412664597494002,0.00044836825081703125,0.010243618146220872,0.000537045239148709,0.008012863519284255,0.00012473585280141968,0.0014267839913813382,4.630373952266861e-05,0.00029046611895523164
2020-07-16,0.000900629184274768,0.002539684183325358,0.0011920804876656805,0.0001005983084394436,0.00011145497996402336,0.009466299372332185,1.0227902183693002e-05,0.016933169123647895,5.9282700349532334e-05,0.0034040130272490056,0.0018739274386085586,0.000215421799414759,0.004493310412776514,0.004044933248540786,0.0016892785160373535,0.0018385686593117593,0.0004004785400713742,0.0005990774155181132,0.003116428232192531,0.0007274121813750612,0.0002985775038419808,0.0001858843959719365,0.0002699437848324652,0.0025132558830881398,7.991966548434368e-05,0.0005952608123717603,0.0004750508487061922,0.001167600517557126,0.01167455585097507,0.0004685574403472541,0.010359929498639538,0.0005590928397907358,0.008055254196206958,0.0001254830537167408,0.001540994896306726,4.636104613098875e-05,0.0002953599980654784
2020-07-17,0.0009047136121213078,0.0026396492751966628,0.001210503047424739,0.0001005983084394436,0.00011275096810313992,0.009627087361726716,1.0227902183693002e-05,0.017076555293991606,5.933480815276243e-05,0.0035795926976151743,0.001956964449558844,0.0002157749499056029,0.004619602090873961,0.004106090440093725,0.001727821879093787,0.0018871297793700862,0.0004068353422947293,0.0006053041021674745,0.0032050738403781357,0.0007529570277416183,0.000303922563236321,0.00019058092218237168,0.00027049992402520694,0.002569541038187558,8.754558776338411e-05,0.0005987272181633622,0.0004750508487061922,0.0011857224685632025,0.011914429698190029,0.0004846807514304182,0.010479759004090945,0.0005749258642584165,0.008111148354891328,0.0001259500542888165,0.001607475870815534,4.640402608722885e-05,0.00029852662572504976
2020-07-18,0.0009062549056483039,0.002710961247551956,0.0012269521952122438,0.0001005983084394436,0.00011275096810313992,0.009761318069904872,1.0227902183693002e-05,0.017202469380827548,5.934592448411819e-05,0.003747822155678125,0.0020712139539868953,0.00021586323752831383,0.0047492123824104645,0.0041592558207023045,0.0017742280882137324,0.002123404746274566,0.0004157348654074265,0.0006093382935177647,0.003310883176800132,0.000780998242987467,0.0003103278601302225,0.0001972382876187124,0.00027077799362157785,0.002628602834533441,8.754558776338411e-05,0.0006006835065804051,0.0004750508487061922,0.0011928707475136382,0.012112122830242551,0.0005087956167026287,0.01059995245640781,0.0005959422650359778,0.008145676244965466,0.00012623025463206193,0.0017063450123927354,4.6504312651789096e-05,0.0003005417524175043
2020-07-19,0.0009107246568765927,0.002804576188611604,0.0012418833337908613,0.0001005983084394436,0.00011534294438137302,0.009872011828937668,1.0227902183693002e-05,0.017311486812055674,5.940497999444564e-05,0.003877099419128837,0.0021817336635968493,0.0002159515251510248,0.004872369814482134,0.004195020591666072,0.00182633871506603,0.002158848782179208,0.0004271771094094658,0.0006117061884407612,0.003416086734578491,0.0008102916281675438,0.00031632002999843286,0.00020119159250965108,0.00027124144294886257,0.002669794850343419,8.754558776338411e-05,0.0006060375590902063,0.0004750508487061922,0.0012000552432035315,0.012391859770907728,0.0005216942655691598,0.01072399767971742,0.0006155806907734122,0.008189605293228106,0.0001272109558334209,0.0017540749428093154,4.654729260802919e-05,0.0003034205048352965
2020-07-20,0.0009117521858945902,0.0028935004259358125,0.0012596622576453516,0.0001005983084394436,0.00011663893252048956,0.009967312244455854,1.0227902183693002e-05,0.01742128891769284,5.9487657708904065e-05,0.004009304975716392,0.0022641817595758554,0.0002159515251510248,0.004973864075493294,0.00422942505438399,0.00188199533131952,0.0021790546735138217,0.00042844846985413683,0.0006185467737738622,0.00349443410582226,0.0008371987890458769,0.0003225096234010444,0.0002032473110529392,0.00027189027200706124,0.00270990878477558,8.754558776338411e-05,0.0006124212370826619,0.0004750508487061922,0.0012046411878373449,0.01261388793093858,0.0005254797386060766,0.010848073231932482,0.0006287398961234963,0.008210629701540576,0.0001274911561766663,0.0018393069614103515,4.6561619260109226e-05,0.0003062992572530887
2020-07-21,0.0009146292671449832,0.003011741561606519,0.0012782244742516279,0.00010562822386141576,0.00011923090879872269,0.010160237131634102,1.1783021813962116e-05,0.017507812349195385,5.954740798994125e-05,0.004147524342370216,0.0023185582419239146,0.0002162163880191577,0.0050513905727779295,0.00431994223224316,0.001939810375904169,0.002245477354972913,0.0004309911907434789,0.0006194237718934908,0.0035685410265605664,0.0008645465282344013,0.0003285602891312996,0.00020923261465782041,0.000272353721334346,0.002763107059383119,8.754558776338411e-05,0.0006175693644959326,0.0005191292877980918,0.0012106712749570287,0.01278237902941711,0.0005351537252559751,0.010981702389365765,0.0006457683823809557,0.008278830830944444,0.0001274911561766663,0.0019279482607554286,4.6633252520509385e-05,0.00031551126499002367
