,Sri Lanka,Malaysia,Dominican Republic,Philippines,Uruguay,India,El Salvador,Pakistan,Nepal,Cambodia,Thailand,Paraguay,Ecuador,Belize,Honduras,Japan,Singapore,Afghanistan,Nicaragua,Mexico,Suriname,China,Haiti,Argentina,Bhutan,Mongolia,Chile,Colombia,Guyana,Cuba,Bangladesh,Guatemala,Indonesia,Peru,Brazil,Panama,Costa Rica
2021-05-09,0.005848575064504454,0.013612897090335358,0.024986670236019786,0.01004777421212794,0.0634546122939425,0.01642565215472123,0.010831455886118854,0.0038999950613948656,0.013556529596515857,0.0011533604550184337,0.0011953298896455239,0.04177563921918309,0.022719754963141315,0.03190475352156953,0.022145146986130092,0.005068445227964876,0.01048639370375378,0.001592515848543353,0.0010550144205934467,0.018358058328282186,0.01890957564682579,7.129875977439389e-05,0.0011547434241146245,0.06968460792254993,0.0015616657076354438,0.013922493786398527,0.06526649713863246,0.05897203075203049,0.018163926673014995,0.010236596702845758,0.004695918983435623,0.013131875759221017,0.006268917447535546,0.056178777493986844,0.07142966322417654,0.08520156819555535,0.05225815519636977
2021-05-10,0.005929926564160041,0.013715195805178014,0.025028890373661124,0.01009346640435254,0.06388037977653396,0.01666068763977152,0.010845948190628073,0.003907645847605275,0.013808684877217847,0.0011881712098190732,0.001220931616912544,0.042015666250264636,0.022810555538551703,0.03190475352156953,0.022180685999890152,0.005104878885839766,0.010488786725838126,0.0015983213874950386,0.0010550144205934467,0.01837435364464761,0.019018672630635114,7.129875977439389e-05,0.001155006523550513,0.07003499464120287,0.001569441636470143,0.014115887175394993,0.06549018165683373,0.05921676923815875,0.0182338514974719,0.010316408713776471,0.004704644500368308,0.013155263241180142,0.006285950711364705,0.05625720804349263,0.07161878682114703,0.08527758618771623,0.05257754341579321
2021-05-11,0.006012118664845365,0.013817587209886129,0.025063643631064583,0.01013059872513582,0.06453500807633991,0.01689170864482434,0.010849802526933716,0.003912928964473646,0.014102299744021376,0.0012254940809455317,0.0012452869254486012,0.04229635206581676,0.022922327532752255,0.03190475352156953,0.022260547817743014,0.005136710896821605,0.010491521608220237,0.0016047434438575226,0.0010559201419446502,0.018393355798429278,0.019161862421884855,7.130014931581336e-05,0.0011553573227983643,0.07051110107035,0.0015798095415830754,0.014210753648546254,0.06566668108723858,0.05947257234868998,0.0183215753681542,0.010394190109384834,0.004713946860800371,0.013208122299450528,0.006302969351228353,0.056264972243289024,0.07193395047499403,0.08536055704501377,0.05283961057801219
2021-05-12,0.006091882362555894,0.013919360682157862,0.02511056513774458,0.010169656560710272,0.0651418490860105,0.01712464703508895,0.010852731822526005,0.0039268543007950785,0.014376077159859103,0.0012555796645618918,0.001267837075822574,0.042570588556935615,0.023020099687922617,0.03190475352156953,0.022303860990763088,0.005170487933809784,0.010494427420751228,0.0016116792647290056,0.0010559201419446502,0.01841449860300431,0.019288005809414387,7.130014931581336e-05,0.001155971221482104,0.07096736051246558,0.0015862894822786583,0.014286097760663174,0.06584872555013392,0.05973609907803182,0.01845252549395532,0.010474178695560969,0.004723218861048256,0.013259474288477725,0.00632080327716925,0.056264972243289024,0.07222359655695129,0.08544723609705088,0.05313838677344088
2021-05-13,0.006184068275483638,0.014043565101870178,0.02515914595114411,0.010217192136763384,0.0658010833896849,0.01739402009218978,0.010855198597761618,0.0039436996117352754,0.014697320310447183,0.0012948165290794509,0.0012935390896541543,0.04288478281899971,0.023119515548890045,0.03191229839470249,0.022356765658974084,0.005215357944321939,0.010496820442835574,0.0016188462796295378,0.0010559201419446502,0.01843460986208834,0.019455060565872418,7.130014931581336e-05,0.0011562343209179926,0.07145225094813615,0.0015940654111133575,0.014542023712347772,0.06611943822124983,0.06004981950315552,0.018598731945092484,0.010567233849898328,0.0047320779627913236,0.013312389164127487,0.00634039207897149,0.056298273381478255,0.07252939341772445,0.08553855039251242,0.05347406830706969
2021-05-14,0.0062745262862947005,0.014168418350640694,0.025218420074513935,0.01026618781881928,0.06645283293707306,0.017663675032452884,0.010859207107519486,0.003958865371383129,0.01499165591508857,0.0013283114134237087,0.0013175075785840506,0.04317556322931695,0.023208615738993122,0.03191229839470249,0.02239492971352324,0.005256559287895301,0.010499726255366566,0.0016259105416282702,0.0010559201419446502,0.018455465695361363,0.019625524603074488,7.130153885723283e-05,0.0011563220207299553,0.07190589952685181,0.001609617268782756,0.014699422748187165,0.06640239181314664,0.06037008436864546,0.018734767512672286,0.010661701606199062,0.0047409249204607195,0.013368653082539894,0.00636009787249782,0.056427413860904246,0.07286657444554713,0.08563496345574084,0.05372592760978651
2021-05-15,0.0063572787876665145,0.014287617517618334,0.025268107092393147,0.010313157603796311,0.06687744891869742,0.017897396028926385,0.010863986484538485,0.0039750949977525474,0.015286677936718394,0.0013487672177910947,0.0013427511395490697,0.043401429787186314,0.023294995312604504,0.03191481335241348,0.022429862948639665,0.005300931181991197,0.010503144858344204,0.0016323839744416542,0.0010559201419446502,0.01847701956693657,0.01977041903469625,7.130987610574964e-05,0.0011563220207299553,0.07220822865817751,0.0016199851738956884,0.01478696833595055,0.06667624318189867,0.06067175752066255,0.018841561790024653,0.01074177847999791,0.004749085737967699,0.013406664717895894,0.006378322989516141,0.05661284478885411,0.07312166548223702,0.08573160828114049,0.05383762514933902
2021-05-16,0.006439891188866707,0.014385621602028153,0.025310511597447766,0.010358420889882593,0.06727471675235273,0.018110328685658487,0.010869690902270836,0.003987313620227042,0.01556083288189976,0.0013785537399400956,0.001367994700514089,0.04360696695282039,0.023382451796910512,0.03191481335241348,0.02243390147293058,0.005339871235166943,0.010506221601024077,0.0016382922662951395,0.0010560710955031841,0.01849516856279335,0.019899971702969824,7.13112656471691e-05,0.0011567605197897696,0.07247460310285185,0.0016238731383130382,0.014998968975307874,0.06694015534146965,0.06094866792534794,0.01892420021892827,0.010823621106250975,0.0047567425764173275,0.013422516853639073,0.006395586580802102,0.05674629197285466,0.07327180703630955,0.0858236178631157,0.05392399934512655
2021-05-17,0.006515872181943423,0.014482019062103384,0.025341761873998885,0.010397378343169353,0.06763772743223632,0.01830474256065498,0.010876320360716544,0.003994457372085045,0.015840513483838036,0.001408878572730343,0.0013913328167524637,0.04381166290222403,0.023455738403655602,0.03191481335241348,0.02246348366336154,0.005371410701586852,0.010508956483406186,0.0016439179876686755,0.0010566749097373196,0.01851223947727231,0.02001077332715117,7.131543427142752e-05,0.001157023619225658,0.0727669091738372,0.0016251691264521546,0.01515118238399752,0.06714751863196307,0.06118676370623961,0.018966155113602414,0.010896281819742101,0.004764976258366333,0.013439373702211044,0.0064115596071317,0.05679048118810212,0.07342639911084811,0.08590751576909814,0.05430463472156297
2021-05-18,0.006586949669013345,0.014578354728934977,0.025379280642601556,0.010425969043836351,0.06822931105409262,0.018498624553283577,0.010876320360716544,0.004000550838498779,0.016119507668787877,0.0014393828424010065,0.0014129374080891544,0.04406683182545324,0.023556117816297174,0.03191481335241348,0.022505282389772518,0.005397565766745302,0.010511520435639415,0.0016507253674129087,0.0010586373059982604,0.01853173025786551,0.020147144556912827,7.131682381284699e-05,0.0011577252177213608,0.07318181519481344,0.001632945055286854,0.015167044302337925,0.06729132329532493,0.061426923049408916,0.019043708100727346,0.01096929568372407,0.004774066097509151,0.01348838136130439,0.006427276714064852,0.05681553286400768,0.07372923209435532,0.0859948901076489,0.05449622839221894
