,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2021-05-28,68923,3695198,796195,12791,1517,364418,16413767,242,28197,1359694,102940,3339945,313165,138778,289276,423176,72861,252310,16793,14095,236300,27742387,1802790,738369,1904,548141,2408027,56419,547380,7326,915782,376786,348188,1948593,1206830,61967,177412,14250,146084,283807,229969
2021-05-29,69435,3721595,797355,12792,1540,367546,16479880,243,28643,1366427,102953,3361491,313165,139779,290452,424341,72951,253193,16962,14180,236957,27887973,1807555,741361,1916,554868,2410364,56880,552172,7336,917332,377346,350552,1956006,1212347,61999,179627,14484,148632,287085,231048
2021-05-30,69880,3744653,798519,12793,1559,369869,16523189,243,29185,1372309,102953,3379739,313694,140809,291625,425094,72999,253625,17061,14260,237284,28033352,1812534,744361,1926,561797,2412033,57410,556984,7341,919186,377809,352591,1962913,1217159,62023,182150,14685,151649,289779,232585
2021-05-31,70389,3768128,799663,12798,1574,371585,16556147,243,29707,1377361,102953,3395678,316579,141747,292623,425335,73053,254000,17100,14346,237743,28157197,1817718,746552,1935,567931,2413491,57798,561802,7350,920535,378222,354650,1965075,1221419,62041,184412,14894,155258,292242,233880
2021-06-01,70964,3798298,801003,12804,1592,373251,16617426,244,30195,1380497,102953,3413962,318688,142694,293647,425704,73100,254737,17176,14437,238275,28278090,1822379,749127,1950,574158,2415571,58132,567504,7397,921863,378761,357232,1968223,1225309,62062,186379,15117,157925,295524,234821
2021-06-02,71623,3833894,802220,12808,1612,375942,16691496,245,30707,1384924,102953,3434441,320691,143660,294993,426473,73121,255689,17326,14523,238891,28420444,1827558,750953,1960,581419,2417779,58558,572390,7410,924051,379346,359814,1970564,1230144,62077,188702,15372,161212,298801,235730
2021-06-03,72377,3873015,803466,12813,1636,379449,16771922,246,31397,1392498,102957,3458511,322782,144900,296636,427609,73266,256957,17533,14576,239594,28617063,1833084,754800,1979,589761,2420296,59303,578833,7434,926821,379995,362927,1977135,1236630,62101,191515,15671,164566,303001,237088
2021-06-04,73081,3907241,804676,12817,1666,382728,16841163,247,31941,1399285,102973,3478450,324107,145986,298114,428325,73366,257935,17688,14635,240234,28772305,1838623,756826,1983,597416,2422674,59795,583322,7442,928871,380581,365675,1982936,1242796,62132,194247,15938,167298,306690,238335
2021-06-05,73799,3932391,805836,12819,1691,386143,16900615,248,32350,1405660,102988,3498312,324107,146820,299378,429339,73371,258801,17879,14718,240830,28836820,1843504,759644,1985,603931,2425068,60127,586207,7457,930130,381172,367828,1990731,1247536,62168,196242,16142,169526,309770,239399
2021-06-06,74282,3954640,806977,12821,1711,388480,16939267,248,32802,1411747,102992,3517551,324297,147707,300760,430024,73416,259260,17972,14795,241125,28960339,1848615,761767,1990,610498,2426846,60543,590119,7467,931426,381693,369725,1998268,1251623,62197,198684,16340,172332,312176,240797
2021-06-07,74925,3982837,808172,12829,1730,390230,16973552,248,33338,1417192,102996,3535094,327277,148555,301853,430318,73469,259578,18034,14888,241468,29071184,1853988,763247,1999,617638,2428652,61103,594205,7479,932744,382179,371854,2001490,1256315,62222,200924,16580,176026,314660,242047
2021-06-08,75702,4014169,809417,12836,1751,392011,17039022,249,33845,1420772,103009,3554820,329114,149524,303015,430744,73469,260476,18130,14990,241965,29206086,1859087,765393,2011,624859,2430944,61502,599125,7535,933890,382767,374280,2005443,1260319,62247,202983,16825,178867,317914,243163
2021-06-09,76464,4046842,810611,12843,1772,394435,17106371,251,34309,1425359,103021,3575147,331079,150402,304576,431383,73503,261411,18303,15069,242506,29329673,1864288,767373,2014,632119,2433403,61749,602747,7557,935422,383412,376891,2011224,1264939,62270,205024,17083,181778,321455,244095
2021-06-10,77284,4081013,811881,12850,1798,398021,17183345,252,34946,1431780,103040,3597939,333270,151491,306191,432541,73567,262547,18506,15115,243182,29522393,1869915,770465,2026,640537,2436003,62390,608147,7588,937527,384102,379748,2015509,1271381,62298,207607,17372,185148,325780,245153
2021-06-11,78008,4112222,813072,12856,1822,401281,17254784,253,35459,1438611,103069,3619756,334220,152435,307746,433420,73675,263653,18659,15179,243815,29653019,1874990,772918,2026,647979,2438702,62768,611715,7600,939447,384750,382369,2022355,1277238,62331,209996,17667,187760,329006,246143
2021-06-12,78710,4137557,814222,12860,1845,404276,17316344,253,35860,1444387,103092,3639679,334220,153215,309178,434200,73736,264475,18810,15244,244353,29731482,1879836,775010,2026,654658,2441235,63163,613693,7615,940408,385368,384654,2029381,1282113,62367,211821,17895,189809,331838,247105
2021-06-13,79214,4160823,815385,12864,1866,406162,17353006,253,36217,1449971,103111,3657896,334474,153916,310483,434851,73777,264920,18908,15333,244657,29818061,1884739,777019,2026,660730,2443400,63595,615778,7631,941715,385919,386564,2035517,1286382,62401,213551,18123,191990,334021,248378
2021-06-14,79785,4180843,816588,12874,1883,407814,17381445,254,36619,1454606,103134,3672023,336379,154521,311574,435116,73855,265209,18957,15426,244953,29877577,1889891,778069,2026,666373,2445432,63980,617963,7649,942909,386430,388235,2037745,1290606,62433,215043,18333,195023,335874,249359
2021-06-15,80569,4212178,817914,12884,1904,409809,17442541,255,37069,1458001,103165,3691456,338821,155378,312846,435694,73855,266026,19080,15520,245536,30000427,1894781,779895,2034,673633,2448019,64291,621808,7704,944485,387075,390669,2042759,1294422,62466,217126,18594,197628,338949,250348
2021-06-16,81333,4242733,819167,12893,1926,411986,17506090,256,37453,1461966,103178,3711575,340687,156052,314314,436650,73856,267011,19215,15593,246026,30079748,1899548,781379,2034,679866,2450549,64623,624443,7729,945634,387748,392836,2045140,1298390,62494,218685,18837,200256,341501,251137
2021-06-17,82284,4281212,820536,12903,1950,415285,17573468,257,37930,1469057,103218,3733420,343038,156947,315888,437901,73963,268050,19390,15651,246640,30207481,1904803,784062,2038,687537,2453486,65267,628184,7761,947910,388498,395373,2050841,1304352,62531,220924,19122,203728,344939,252099
2021-06-18,82918,4313131,821748,12913,1975,418195,17639629,258,38343,1475548,103273,3752788,344359,157855,317474,438668,74046,268905,19571,15734,247266,30314993,1909964,786096,2038,694831,2456083,65766,631077,7779,949636,389165,397691,2057989,1310160,62572,222952,19373,206311,348147,253021
2021-06-19,83408,4333182,822946,12919,1994,420751,17690180,259,38617,1481218,103319,3771302,344359,158401,318847,439743,74057,269550,19702,15831,247799,30350645,1914494,787508,2038,700926,2458684,66050,632089,7796,950546,389815,399282,2064007,1314215,62614,224342,19588,207725,350804,253873
2021-06-20,83838,4352098,824065,12925,2012,422777,17723841,259,38926,1487054,103346,3788425,344761,159040,320122,440517,74076,269890,19780,15912,247999,30394388,1919156,788837,2038,707090,2460659,66334,633428,7809,951130,390380,400880,2070906,1317663,62647,226229,19770,209771,352773,254952
2021-06-21,84368,4372599,825349,12938,2030,424342,17750879,260,39300,1491505,103383,3802653,347227,159505,321263,440900,74082,270208,19840,16034,248297,30404722,1924284,789287,2038,713200,2462646,66507,635765,7833,951867,390923,402521,2072225,1322240,62683,227916,20022,212846,354537,255770
2021-06-22,85236,4398084,826731,12949,2051,426125,17808802,261,39627,1494227,103429,3818888,349279,160084,322509,441486,74099,271107,19940,16115,248718,30460260,1928896,790229,2038,719086,2465274,66670,638246,7891,952455,391575,404435,2074375,1325741,62723,229251,20259,215190,357105,256509
2021-06-23,85932,4426701,828031,12960,2071,428637,17868968,263,39960,1498287,103461,3836162,351322,160677,323812,442292,74099,272042,20090,16187,249219,30545730,1934076,791117,2038,725496,2468028,66755,639786,7923,953286,392250,406541,2078393,1330093,62757,230770,20497,217572,359845,257117
2021-06-24,86985,4460991,829343,12971,2098,432088,17943318,264,40416,1504424,103503,3857750,353239,161611,325358,443450,74177,273110,20291,16235,249841,30683195,1939192,792990,2038,732608,2470975,67131,643187,7965,954636,392997,409258,2082642,1335667,62798,232908,20799,220160,363359,258068
2021-06-25,87564,4486411,830547,12981,2116,434782,18000828,265,40747,1510435,103550,3875064,354762,162208,326855,444143,74234,273951,20397,16315,250457,30748375,1943912,793933,2038,738913,2473617,67351,644248,7983,955753,393659,411196,2087202,1340790,62839,234335,21058,222266,365710,258871
2021-06-26,88138,4508024,831866,12990,2138,437288,18052497,266,40999,1515621,103607,3891636,354762,162720,328190,445014,74308,274801,20519,16394,250990,30748375,1948378,794987,2038,744692,2476541,67546,644743,7997,955753,394308,412924,2092745,1344571,62885,235378,21313,223878,367893,259666
