,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2021-05-28,68715,3688427,795823,12789,1510,363665,16396410,241,28082,1357820,102932,3335667,311922,138634,288950,422865,72821,251733,16733,14037,235944,27662147,1802050,736823,1895,547156,2407682,56027,545724,7324,913784,376695,347745,1942054,1205454,61959,176659,14208,145393,283217,229667
2021-05-29,68871,3706522,796709,12789,1525,365521,16428943,241,28381,1362462,102932,3352566,311922,139316,289707,423532,72821,251891,16779,14037,236158,27668592,1806040,737962,1895,551926,2409698,56027,548252,7324,913784,377203,349429,1942054,1208544,61984,178080,14346,146672,285668,230423
2021-05-30,69057,3722413,797420,12789,1536,366411,16458355,241,28693,1366421,102932,3366630,311922,139979,290296,423839,72821,251891,16789,14037,236161,27724247,1810297,738904,1895,557784,2411077,56034,551217,7324,913784,377606,350753,1942054,1210981,62000,179822,14475,148514,287453,231186
2021-05-31,69183,3734627,798118,12791,1540,366709,16464849,241,29012,1368793,102932,3376544,311922,140466,290745,423839,72821,251891,16789,14037,236161,27746462,1814202,738904,1895,561677,2412243,56034,553853,7324,913784,377967,352032,1942054,1213340,62013,180905,14577,150654,288377,231836
2021-06-01,69497,3754084,798900,12794,1548,367155,16492478,241,29352,1370559,102932,3388386,312760,141144,291199,423839,72821,251891,16789,14037,236161,27746462,1818137,739204,1895,566098,2414019,56034,557174,7324,913784,378412,353832,1942054,1215563,62028,181855,14714,152330,290758,232066
2021-06-02,69717,3776310,799753,12795,1555,367767,16542665,241,29705,1372617,102932,3401703,313551,141678,291691,423908,72821,252025,16823,14037,236222,27775193,1821781,739204,1895,571116,2415966,56034,559870,7324,914526,378930,355364,1942054,1218345,62034,183185,14827,154093,292968,232343
2021-06-03,69845,3802027,800655,12798,1565,369441,16591366,241,30168,1376662,102932,3418042,313551,142445,292236,424569,72821,252425,16919,14037,236493,27835701,1825966,739810,1895,575648,2418136,56034,562697,7327,914619,379487,357544,1942054,1223198,62047,184850,14949,155684,294972,232796
2021-06-04,70023,3824729,801338,12800,1582,371042,16634674,241,30537,1381158,102932,3430871,313551,143003,292809,424872,72821,252794,16991,14037,236733,27858155,1830112,739810,1895,581313,2420055,56034,564485,7327,914619,379949,359345,1942054,1227289,62068,186167,15063,157203,297549,233174
2021-06-05,70113,3839082,801940,12800,1591,372019,16648700,241,30658,1384736,102932,3442348,313551,143265,293149,425154,72821,252794,16994,14037,236843,27858155,1833659,739810,1895,585317,2422074,56034,565170,7327,914619,380414,360554,1942054,1229582,62093,186956,15125,157223,299079,233702
2021-06-06,70113,3850395,802666,12800,1596,372517,16666864,241,30843,1387649,102932,3452073,313551,143704,293536,425300,72821,252794,17000,14037,236843,27858155,1837522,739810,1895,589069,2423519,56034,566706,7327,914619,380842,361179,1942054,1231472,62110,187699,15193,158382,299847,234284
2021-06-07,70113,3864194,803441,12804,1603,373019,16677613,241,31199,1390368,102932,3462703,313732,144192,293935,425300,72821,252794,17000,14037,236843,27902683,1841550,739810,1895,593300,2424964,56034,568364,7327,914619,381176,362488,1942054,1233892,62123,189008,15281,160252,301092,234883
2021-06-08,70209,3881973,804176,12807,1607,373516,16716404,241,31521,1392134,102932,3477183,314218,144672,294423,425300,72821,252874,17019,14037,236843,27902683,1845811,739810,1895,598383,2426852,56034,571495,7327,914619,381661,363988,1942054,1235591,62141,190202,15407,161797,303358,235289
2021-06-09,70262,3900735,805023,12810,1608,374608,16749765,241,31788,1394211,102932,3490500,314218,145216,294833,425300,72821,252874,17049,14037,236909,27916287,1849947,739810,1895,602915,2428981,56034,572517,7327,914619,382200,365730,1942054,1238240,62156,191038,15481,163035,305177,235656
2021-06-10,70329,3918202,805853,12812,1609,376512,16798958,241,32108,1397184,102932,3504288,314218,145706,295391,425300,72821,253171,17104,14037,237036,27943855,1853851,740727,1895,607681,2431217,56034,575261,7327,914619,382786,367384,1942054,1241385,62168,192518,15589,164474,307726,236082
2021-06-11,70329,3939452,806734,12815,1617,378192,16833100,241,32462,1399994,102932,3520875,314218,146329,295990,425649,72821,253611,17168,14037,237134,27951864,1857265,741191,1895,612649,2433327,56101,576095,7327,914619,383288,368929,1942570,1245132,62184,193680,15629,166086,309815,236285
2021-06-12,70329,3946073,807512,12815,1620,379447,16859283,241,32654,1401783,102932,3531616,314218,146480,296005,425649,72821,253779,17168,14037,237272,27951864,1860034,741191,1895,615630,2435385,56101,576095,7327,914619,383711,370296,1942570,1247642,62206,193923,15634,166234,311064,236508
2021-06-13,70329,3958814,808231,12815,1622,379447,16863396,241,32844,1405131,102932,3540167,314218,146865,296278,425649,72821,253779,17168,14037,237272,27951864,1863109,741191,1895,617889,2437067,56101,576095,7327,914619,384171,371227,1942570,1249188,62227,194429,15639,166870,311493,236762
