,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2021-05-28,69003,3696348,796279,12792,1519,364631,16417266,242,28226,1360069,102943,3340781,313432,138851,289353,423250,72891,252409,16823,14112,236383,27759147,1802911,738736,1908,548368,2408103,56524,548081,7333,916244,376800,348342,1949975,1207202,61968,177566,14268,146294,284068,230037
2021-05-29,69617,3724112,797502,12793,1543,368221,16486874,243,28724,1367111,102959,3363488,313432,139927,290678,424607,73047,253432,17018,14224,237141,27924575,1807882,742353,1923,555480,2410539,57162,553418,7351,918419,377383,350845,1959385,1213245,62001,179919,14520,149260,287565,231252
2021-05-30,70152,3748778,798746,12794,1565,370907,16535414,244,29299,1373485,102960,3383047,314454,141013,291969,425463,73160,254011,17133,14330,237535,28104393,1813117,745903,1938,562788,2412287,57827,559088,7369,920860,377863,353051,1970262,1218487,62027,182656,14746,152518,290575,233020
2021-05-31,70791,3775407,799981,12800,1582,372881,16575113,244,29868,1379187,102960,3401059,318171,142038,293065,425771,73260,254650,17195,14442,238151,28243529,1818496,748712,1952,569298,2413788,58426,564340,7386,922729,378294,355289,1974002,1223206,62047,185065,14997,156413,293469,234450
2021-06-01,71471,3808558,801413,12806,1602,374922,16647591,245,30380,1382894,102962,3420579,320576,143063,294183,426239,73338,255719,17292,14559,238811,28383152,1823422,751761,1971,575921,2415951,58901,570471,7458,924711,378855,358051,1978747,1227547,62070,187323,15241,159224,297004,235483
2021-06-02,72232,3847177,802671,12810,1625,377962,16728343,247,30962,1387801,102962,3442875,322885,144122,295658,427138,73383,256878,17466,14668,239516,28559846,1828838,754127,1986,583767,2418217,59439,575993,7478,927577,379456,360905,1984109,1232814,62087,190035,15528,162737,300614,236575
2021-06-03,73099,3889646,803999,12816,1653,381902,16814682,249,31685,1395789,102977,3468524,325684,145425,297602,428505,73589,258334,17705,14754,240262,28797761,1834819,758631,2011,593174,2420785,60371,583093,7508,931079,380128,364361,1992710,1239773,62113,193238,15864,166476,305244,238035
2021-06-04,73934,3927835,805266,12821,1686,385352,16894273,251,32254,1403376,103000,3489865,327397,146640,299262,429319,73753,259555,17882,14833,240995,28973075,1840505,761362,2020,601501,2423274,61012,588101,7521,933616,380728,367330,2000873,1246358,62146,196274,16183,169578,309195,239477
2021-06-05,74847,3957310,806507,12824,1715,389390,16961535,253,32697,1410424,103022,3511582,327397,147660,300798,430494,73818,260633,18103,14941,241683,29075882,1845830,764830,2027,608821,2425770,61483,591431,7545,935459,381335,369744,2011288,1251544,62184,198658,16434,172277,312513,240707
2021-06-06,75536,3984694,807735,12827,1739,392353,17009637,254,33214,1417338,103033,3533504,328189,148666,302413,431244,73904,261235,18232,15040,242046,29229658,1851372,767766,2037,616252,2427671,62067,596363,7564,937346,381880,371890,2021305,1256216,62216,201605,16676,175431,315203,242236
2021-06-07,76393,4015627,809026,12836,1760,394343,17049153,255,33824,1423479,103047,3552042,331710,149634,303655,431604,74009,261812,18321,15165,242480,29369323,1857013,769856,2049,624221,2429590,62731,601051,7584,939313,382387,374235,2026573,1261443,62244,204068,16941,179684,317967,243626
2021-06-08,77297,4049054,810397,12844,1784,396428,17122581,257,34362,1427409,103068,3573415,333954,150655,304990,432149,74066,262965,18449,15283,243085,29530484,1862482,772832,2066,631980,2431992,63233,606498,7657,940962,382990,376865,2033444,1266056,62271,206423,17225,182934,321416,244880
2021-06-09,78197,4085324,811647,12851,1808,399486,17194066,260,34861,1432499,103090,3595991,336504,151646,306824,432958,74141,264138,18641,15390,243748,29684438,1868086,775340,2075,640054,2434528,63671,610594,7686,942974,383659,379781,2041166,1271048,62297,208829,17513,186120,325274,245991
2021-06-10,79198,4125291,813046,12859,1836,403568,17280533,262,35569,1439765,103124,3621617,339317,152914,308745,434286,74304,265456,18892,15474,244524,29932094,1874288,779247,2094,649574,2437288,64531,616903,7723,946144,384371,382936,2047792,1278186,62328,211786,17872,190007,329996,247312
2021-06-11,80130,4159165,814368,12866,1865,407163,17356733,264,36118,1446992,103166,3645392,340756,153986,310536,435382,74481,266733,19072,15565,245284,30102301,1879934,781975,2098,657662,2440051,65088,620874,7746,948626,385042,385793,2057226,1284792,62364,214509,18238,192933,333573,248458
2021-06-12,81034,4187995,815604,12871,1893,410742,17424468,265,36575,1453517,103200,3668209,340756,154892,312493,436315,74599,267785,19266,15657,245941,30223041,1885122,784411,2100,664949,2442729,65624,623700,7768,950446,385702,388380,2066209,1290516,62404,216792,18522,195393,336810,249669
2021-06-13,81726,4213604,816899,12876,1916,412971,17471422,266,36997,1459458,103229,3687816,341737,155690,314081,437266,74720,268338,19404,15771,246357,30352080,1890503,786994,2100,671927,2445055,66150,626203,7794,952646,386302,390634,2075262,1295537,62441,218896,18788,197931,339298,251096
2021-06-14,82469,4237874,818221,12887,1937,415060,17504006,267,37475,1464777,103267,3703069,344744,156370,315410,437613,74832,268835,19469,15893,246748,30438777,1896162,788591,2102,678380,2447211,66676,628742,7818,954821,386830,392433,2079425,1300444,62475,220916,19052,201534,341416,252313
