,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2021-05-28,69170,3700960,796686,12795,1524,365402,16427256,243,28306,1361242,102957,3343414,314451,139021,289729,423415,73103,252795,16850,14158,236647,27822618,1803387,739670,1914,549522,2408244,56697,549543,7354,917690,376846,348575,1954058,1208173,61974,177900,14320,146983,284754,230330
2021-05-29,69900,3733908,798150,12798,1553,370566,16521124,246,28924,1369340,102991,3370061,314700,140274,291421,425134,73449,254486,17104,14325,237610,28078830,1809004,744341,1951,557683,2410855,57690,556681,7401,921243,377487,351675,1968000,1215039,62012,180831,14627,150801,288939,231956
2021-05-30,70560,3763351,799643,12801,1580,374350,16581778,248,29621,1377388,103010,3392572,317255,141537,293076,426347,73695,255469,17284,14489,238207,28314584,1815114,749412,1985,566150,2412787,58682,564690,7443,925937,378026,354396,1985596,1221459,62045,184347,14909,155295,292767,233986
2021-05-31,71572,3796985,801273,12809,1604,377722,16636072,250,30324,1385114,103021,3415539,322194,142830,294531,426909,73929,256641,17416,14708,239171,28549304,1821093,753727,2009,574158,2414460,59644,571586,7476,931001,378507,357269,1994693,1227708,62070,187358,15231,160699,296997,235809
2021-06-01,72540,3839034,802940,12816,1634,380786,16737111,253,30970,1390065,103039,3439972,325614,144139,296077,427816,74141,258193,17593,14883,240257,28751517,1826698,758362,2047,582832,2416869,60532,579618,7583,934746,379127,360528,2005041,1232877,62101,190372,15547,164114,301641,237334
2021-06-02,73581,3885035,804360,12823,1663,384974,16831575,257,31646,1396597,103050,3469735,329131,145601,298059,429170,74321,259934,17842,15063,241459,29020901,1833247,762989,2081,593602,2419368,61561,588122,7626,939692,379795,363961,2019876,1240724,62125,194068,15931,168976,306422,238982
2021-06-03,74762,3936706,805906,12831,1703,389813,16943737,260,32488,1406902,103080,3499384,333744,147176,300921,430974,74687,261874,18182,15243,242467,29385994,1840163,770485,2127,604948,2422252,62930,597963,7668,945457,380529,368053,2033262,1249356,62157,198303,16385,173915,312533,240896
2021-06-04,76049,3986077,807465,12840,1743,394405,17044099,263,33179,1416985,103123,3524278,336877,148770,303145,432100,74977,263750,18465,15384,243473,29674747,1846853,774638,2148,615090,2425004,63877,604758,7705,949839,381203,371499,2049554,1257593,62197,202349,16804,178056,317722,242724
2021-06-05,77413,4027368,809007,12846,1784,400060,17133892,266,33743,1426717,103167,3552532,337927,150169,305463,433836,75261,265457,18776,15574,244477,29881728,1853927,780840,2174,624948,2427833,64733,611103,7776,953407,381860,374568,2069876,1264041,62243,206077,17196,182448,322564,244415
2021-06-06,78380,4062834,810498,12851,1819,404075,17198122,269,34371,1435068,103206,3581838,340364,151547,308105,434936,75474,266880,19029,15738,245107,30128605,1860789,787061,2206,635568,2430066,65839,618125,7813,957638,382469,377910,2087469,1271211,62279,210121,17566,186908,326478,246435
2021-06-07,79861,4102733,812088,12864,1850,407332,17258858,271,35098,1443623,103258,3603824,346298,152684,309777,435542,75778,268202,19180,15932,245902,30343254,1867523,790820,2231,644867,2432327,66868,625121,7856,961224,383027,380859,2099419,1278296,62314,213584,17924,192548,330091,248268
2021-06-08,81235,4145357,813718,12875,1883,410376,17348228,274,35800,1449389,103308,3629995,349984,153999,311502,436575,76026,270322,19381,16136,246941,30570908,1873925,795952,2261,654296,2435200,67955,633024,7979,964804,383691,384138,2114195,1285629,62353,216712,18273,196860,334334,250061
2021-06-09,82466,4194814,815286,12886,1914,414416,17444154,278,36411,1456181,103356,3656884,353599,155459,313932,438063,76221,272196,19667,16352,247925,30789285,1880587,799968,2283,664205,2438058,68786,639542,8028,969032,384447,387771,2132630,1292248,62385,220130,18654,201186,339499,251624
2021-06-10,84007,4244995,817068,12896,1953,419710,17546945,282,37301,1465363,103432,3688003,358647,157119,316536,439920,76629,274140,19998,16526,249058,31168800,1887900,805984,2322,676855,2441114,70164,647276,8102,975568,385235,391852,2147961,1301488,62423,224228,19198,206445,346184,253443
2021-06-11,85537,4289085,818704,12908,2001,424061,17642556,288,37986,1474633,103501,3716198,362529,158467,319123,441500,77032,275836,20268,16676,250216,31424835,1894843,810387,2337,686451,2444314,71534,652709,8150,980035,385973,395318,2165987,1309677,62468,227984,19707,210069,350975,255240
2021-06-12,86897,4328167,820245,12916,2044,429050,17739943,292,38685,1485033,103582,3746654,363479,159790,321783,443439,77453,277619,20577,16860,251108,31700454,1901562,814509,2357,696362,2447402,72936,657475,8203,984350,386726,398757,2181481,1317766,62517,232043,20162,213610,355820,257038
2021-06-13,88301,4367826,821899,12923,2080,432513,17803128,297,39284,1492671,103647,3773304,366286,160909,324545,444769,77821,278727,20805,17052,251749,31913818,1908141,819193,2374,705615,2449926,73847,662753,8250,989307,387439,401909,2196029,1324588,62564,235409,20576,217057,359397,259206
2021-06-14,89614,4400684,823495,12939,2112,435821,17851409,300,39969,1500092,103736,3793469,371817,161929,326446,445496,78055,279827,20934,17272,252451,32099082,1914774,822078,2392,714265,2452568,74772,667498,8293,993896,388071,404443,2205669,1330814,62608,238627,21049,222300,362626,260917
2021-06-15,91053,4449448,825394,12954,2148,439236,17961687,304,40680,1505758,103818,3820680,376289,163365,328899,446859,78340,281898,21166,17516,253589,32365533,1921152,826447,2420,724536,2455718,75766,675289,8424,998432,388918,408312,2222368,1337592,62652,242188,21553,226472,367743,262687
2021-06-16,92432,4493760,827077,12967,2186,443186,18049578,309,41298,1513248,103879,3850505,381136,164606,331833,448497,78596,283628,21409,17711,254602,32592314,1928247,830662,2457,733867,2458844,76993,681031,8474,1002527,389704,411518,2233710,1344250,62692,245160,22090,231499,372272,263953
2021-06-17,94536,4553064,829110,12982,2239,448823,18142191,313,42182,1525022,103962,3880864,385962,166113,334844,451098,79013,285455,21740,17927,255828,32886586,1937508,837344,2498,746472,2462404,79142,688827,8536,1010382,390589,415631,2245793,1353607,62742,249275,22607,237103,377756,266378
2021-06-18,96141,4602011,830894,12998,2290,453141,18233574,317,42820,1534983,104068,3908208,389396,167418,337966,452824,79392,286951,22054,18142,257166,33152684,1944299,842309,2519,758904,2465703,80178,694018,8580,1015010,391379,419107,2264414,1364872,62800,253096,23064,241407,382844,268088
2021-06-19,97782,4637447,832552,13010,2325,458393,18320172,322,43277,1543568,104176,3932390,390519,168341,340852,455759,79822,288572,22334,18366,258328,33326540,1950620,846692,2532,770160,2468919,80965,697612,8644,1018308,392199,421860,2281156,1373016,62864,256524,23652,244956,387170,269712
2021-06-20,99195,4669681,834451,13022,2369,461593,18376827,326,43818,1552953,104279,3959366,392729,169633,343944,457557,80079,289541,22501,18558,259005,33510129,1957579,850373,2542,780046,2471496,81836,701586,8696,1022165,392879,424998,2306680,1380035,62922,260271,24078,248993,390684,271974
2021-06-21,100688,4709816,836322,13042,2401,464631,18428060,329,44445,1560120,104366,3980583,399347,170588,346005,458577,80384,290467,22687,18827,260021,33662386,1964321,853521,2559,790790,2473994,82721,707265,8750,1026097,393523,427602,2312832,1388946,62972,263795,24544,254780,393636,273435
2021-06-22,102378,4755936,838504,13059,2456,467962,18518471,334,44988,1564559,104472,4001931,403584,171614,348124,460311,80621,292186,22882,19084,261134,33824548,1971139,856509,2580,799751,2477451,83402,712268,8898,1029540,394369,430667,2324479,1394926,63027,266538,25075,258286,397686,275045
2021-06-23,104089,4804519,840166,13077,2494,471755,18619505,340,45524,1570481,104571,4026884,408321,172805,350547,461945,80854,293902,23167,19331,262046,34063397,1978150,859177,2596,809266,2480737,83985,715565,8951,1033198,395212,434201,2335436,1402224,63079,269072,25600,262598,401752,276128
2021-06-24,106073,4856815,841988,13096,2543,477501,18726482,344,46252,1580571,104669,4058984,414585,174184,353437,464638,81352,296099,23516,19489,263079,34414131,1985326,865266,2618,820703,2484186,85698,722878,9029,1038357,396150,438603,2346925,1411614,63130,273685,26186,267746,408018,278126
2021-06-25,107955,4897037,843749,13111,2601,481431,18828666,350,46834,1589768,104798,4083558,419137,175346,355846,465966,81812,297571,23758,19762,264297,34772646,1992215,869001,2623,830602,2487352,86617,726901,9070,1044890,396948,441452,2358911,1421683,63196,276201,26694,272629,412371,279723
2021-06-26,109688,4938404,845569,13126,2646,486936,18938032,356,47328,1598973,104916,4111668,420910,176563,358442,468542,82256,299015,24052,20052,265659,34997059,1999895,872241,2635,840556,2491146,87647,731139,9136,1047862,397826,444652,2377228,1431839,63266,278550,27224,276496,416923,281165
