,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2020-12-17,49446,1526727,497847,10020,441,148777,7116571,152,364,579124,94773,1468878,157131,9775,157933,204572,42954,131828,6092,9654,115961,9984055,644154,191595,41,90127,1293103,929,251900,6013,451783,203361,97378,988012,454243,58386,35549,5434,4305,11490,109191
2020-12-18,49729,1538199,499785,10266,442,149311,7188237,152,366,581288,94905,1481220,158663,9872,159220,205612,43510,132884,6152,9730,116599,10011462,651754,195370,41,92398,1307872,933,252918,6072,455126,206758,98592,989854,455573,58430,36365,5463,4329,12120,109675
2020-12-19,50075,1547355,501652,10505,443,149815,7256931,152,368,583676,95034,1494663,160329,9977,160588,206609,44107,133891,6215,9791,117200,10038734,659854,199658,41,94893,1323888,937,253926,6110,458556,210385,99907,991742,456812,58493,37282,5499,4354,12766,110153
2020-12-20,50597,1556673,503600,10725,444,150336,7306860,152,370,586407,95187,1507683,161889,10078,161989,207560,44653,134722,6284,9862,117815,10065456,667653,203193,41,97152,1337365,942,254886,6161,461724,213767,101003,993838,458056,58541,38115,5535,4384,13464,110682
2020-12-21,51017,1566326,505715,10893,444,150904,7375587,152,372,588805,95317,1520031,164808,10190,163054,208360,45326,135636,6341,9939,118437,10091683,675517,206196,42,99484,1349674,948,255913,6224,464866,216735,102081,997113,459335,58591,38994,5566,4406,14178,111134
2020-12-22,51356,1577533,507924,11178,444,151638,7441448,152,374,591027,95443,1534873,166682,10301,164151,209633,45911,136858,6401,9993,119148,10118117,683517,209145,42,101910,1365868,954,256970,6279,468502,220011,103265,999057,460574,58658,39792,5611,4428,14991,111564
2020-12-23,51778,1588860,510116,11508,444,152429,7538304,152,375,593177,95583,1549946,168936,10431,165453,211072,46578,138370,6468,10036,119916,10145748,692109,214040,43,104218,1380617,959,257922,6372,471988,224266,104456,1001654,461822,58713,40563,5657,4451,15687,111985
2020-12-24,52227,1600024,512098,11781,445,153190,7629349,152,377,595532,95722,1565426,170853,10527,167196,212438,47123,140029,6547,10124,120675,10172417,701253,218174,43,106724,1398683,965,259004,6451,475344,228585,105692,1004640,463159,58805,41392,5708,4471,16449,112416
2020-12-25,52592,1613534,514103,12122,446,153918,7717033,152,379,597885,95872,1580465,172873,10633,168602,213709,47797,141600,6616,10198,121395,10199229,710608,222936,43,109427,1414490,968,259999,6525,478970,232477,107164,1006650,464516,58855,42238,5744,4493,17245,112873
2020-12-26,53037,1625846,515936,12403,447,154725,7800315,152,381,600806,96021,1596688,174318,10736,170239,215120,48600,143103,6689,10288,122154,10226524,719891,227531,43,112173,1432073,972,261000,6584,482891,237010,108572,1009261,465812,58934,43137,5788,4519,18263,113377
