,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2020-12-17,49342,1523001,497415,9847,440,148568,7094619,152,362,578149,94724,1466124,156169,9721,157516,203977,42428,131384,6056,9587,115573,9981938,642057,190239,41,89281,1288295,925,251703,5928,450984,202568,97047,986638,454167,58360,35217,5412,4291,11256,109010
2020-12-18,49413,1528869,498869,9950,440,148850,7141297,152,362,579650,94814,1475636,156656,9770,158304,204291,42562,131842,6086,9586,115781,10007598,647889,192710,41,90842,1298675,926,252452,5923,453557,205036,98014,986778,455365,58353,35773,5419,4301,11582,109316
2020-12-19,49560,1534471,500181,10064,440,149177,7186554,152,362,581226,94899,1485536,156977,9824,159172,204775,42819,132186,6125,9590,116049,10033268,653959,195331,41,92445,1308389,927,253229,5919,456223,207572,98863,987140,456534,58355,36382,5423,4313,11961,109667
2020-12-20,49778,1539157,501525,10120,440,149472,7212214,152,362,582785,94987,1494766,157338,9877,160053,205104,42989,132419,6159,9598,116225,10058620,659271,197469,41,93751,1315869,929,253945,5913,458379,209829,99571,987841,457698,58359,36902,5434,4327,12315,110051
2020-12-21,49973,1544346,503099,10141,440,149788,7237653,152,362,584279,95078,1503602,158209,9935,160637,205368,43212,132574,6187,9612,116317,10083856,664367,199128,41,94929,1321649,931,254707,5912,460367,211564,100303,988780,458872,58361,37429,5443,4338,12610,110371
2020-12-22,50151,1550243,504785,10158,440,150085,7271859,152,362,585742,95161,1512999,158972,9998,161179,205595,43400,133024,6205,9610,116508,10109012,669633,200695,41,95904,1330618,932,255515,5905,462326,213637,101051,989281,460040,58358,37875,5453,4346,12920,110664
2020-12-23,50342,1556462,506341,10299,440,150465,7320466,152,362,587128,95257,1522988,160064,10053,161891,206090,43550,133540,6237,9607,116797,10134784,675320,203278,41,97007,1340026,933,256253,5908,464596,216089,101818,989828,461193,58363,38301,5474,4356,13251,110948
2020-12-24,50530,1563061,507665,10381,440,150917,7369978,152,362,588577,95350,1533283,160727,10087,162742,206664,43584,134110,6281,9591,117007,10159904,680807,205586,41,98112,1349418,935,257017,5911,466576,218538,102671,990732,462344,58368,38581,5487,4363,13592,111218
2020-12-25,50689,1569651,509109,10475,440,151282,7408683,152,362,589943,95441,1543150,161303,10129,163538,207106,43675,134418,6317,9585,117198,10184835,686381,207953,41,99782,1359868,936,257746,5911,468893,221159,103592,991318,463541,58367,39047,5500,4371,13921,111521
2020-12-26,50880,1575357,510370,10572,440,151645,7450788,152,362,591412,95537,1553259,161340,10171,164426,207643,43982,134864,6356,9590,117397,10210517,691594,210259,41,101342,1369611,937,258483,5910,471344,224103,104457,991903,464703,58377,39520,5514,4382,14371,111883
