,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2021-04-12,57216,2542361,689322,12485,919,282519,13503109,219,4587,1081210,102069,2547954,222544,87215,257698,347899,66489,203164,11171,12845,195937,13366572,1570549,507495,51,361979,2281557,15382,280295,6727,727677,358830,236281,1648522,870851,60666,95224,9302,32952,146159,175777
2021-04-13,57275,2555640,693495,12485,919,282903,13538670,219,4587,1083518,102083,2559181,222544,87784,257698,348785,66489,203324,11179,12850,196074,13368319,1574067,509397,51,362840,2283052,15520,280558,6727,728229,359038,237431,1649191,875776,60679,95255,9302,32958,147568,176553
2021-04-14,57334,2571684,696906,12485,919,283427,13585866,219,4587,1087174,102097,2570458,222544,88284,257814,349994,66489,203622,11220,12854,196382,13412845,1577877,511800,51,363854,2285275,15691,280834,6727,729564,359244,239034,1653146,879724,60687,95348,9302,32958,148999,177220
2021-04-15,57398,2585785,700615,12485,919,283752,13627316,219,4587,1091509,102112,2581234,222544,88822,258003,351136,66489,203622,11262,12858,196645,13412845,1581631,514005,51,364904,2287528,15941,281111,6727,730904,359488,240559,1656409,884262,60699,95491,9302,33154,150501,177949
2021-04-16,57468,2598428,703591,12485,919,284242,13666245,219,4587,1096656,102126,2592933,222544,89402,258362,351943,66489,203927,11330,12865,196929,13430167,1585459,516578,51,366227,2290143,16113,281393,6727,731893,359740,241737,1660718,893488,60711,95696,9304,33311,151402,178598
2021-04-17,57532,2608331,706731,12485,919,284474,13696866,219,4663,1101525,102143,2605132,222544,89965,258675,353230,66489,204135,11387,12870,197110,13457954,1589328,518914,51,367579,2293195,16167,281670,6727,733685,359973,242739,1664762,901676,60726,95844,9305,33493,153058,179329
2021-04-18,57585,2616714,710525,12485,919,284655,13718642,219,4682,1106422,102159,2617730,222544,90595,258739,354512,66489,204154,11414,12873,197113,13470641,1593315,520687,51,368869,2294829,16454,281931,6727,736242,360213,243627,1667642,909280,60742,95961,9309,33515,154491,180132
2021-04-19,57645,2626165,713867,12485,919,284688,13721571,219,4682,1109798,102176,2628210,222544,91139,258739,355222,66489,204154,11431,12877,197273,13470641,1596494,521657,51,369825,2296097,16601,282205,6727,736515,360443,244344,1667642,911491,60754,95998,9309,33515,155071,180679
2021-04-20,57701,2634845,716198,12485,919,285115,13739379,219,4682,1111463,102190,2638000,222544,91550,258739,355788,66489,204154,11431,12882,197436,13470641,1599075,522743,51,370683,2297702,16655,282475,6727,737308,360660,245111,1667642,911491,60766,96045,9309,33515,155071,181119
2021-04-21,57767,2644675,718235,12485,919,285395,13778385,219,4682,1113961,102198,2648525,222544,91825,258817,356725,66489,204201,11473,12885,197756,13485138,1601935,524391,51,371553,2299793,16728,282749,6727,738870,360840,246018,1669276,913139,60775,96157,9309,33515,156128,181538
