,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2021-05-28,2876,76410,12485,323,1,14313,457344,3,194,28844,4846,86863,3930,922,3621,20357,2235,8080,376,292,6259,319559,49955,12715,2,2518,222781,263,6951,186,20607,6363,8830,68816,20405,32,1298,276,927,4074,2578
2021-05-29,2882,76562,12486,323,1,14320,457593,3,194,28895,4846,87014,3930,924,3622,20357,2237,8086,376,292,6259,320432,50003,12733,2,2545,222875,263,6965,186,20613,6366,8854,68856,20424,32,1298,277,934,4074,2582
2021-05-30,2889,76604,12491,323,1,14321,457593,3,194,28943,4846,87261,3930,924,3624,20357,2240,8088,376,292,6259,321414,50061,12734,2,2572,222936,263,6965,186,20613,6368,8894,68952,20424,32,1298,277,937,4074,2588
2021-05-31,2897,76812,12498,323,1,14327,457804,3,194,28970,4846,87509,3930,926,3625,20357,2242,8088,376,292,6259,322848,50133,12742,2,2593,222982,263,6996,186,20616,6371,8935,69026,20446,32,1302,280,941,4080,2596
2021-06-01,2907,77046,12505,323,1,14327,458626,3,195,28970,4846,87751,3936,930,3626,20357,2244,8093,376,292,6259,324567,50219,12796,2,2625,223005,263,7058,186,20632,6374,8985,69148,20452,32,1302,282,951,4090,2604
2021-06-02,2918,77362,12508,323,1,14356,459462,3,195,28980,4846,88019,3937,931,3627,20357,2247,8097,376,292,6259,325866,50279,12830,2,2661,223015,263,7093,186,20642,6376,9029,69328,20493,32,1302,283,959,4090,2614
2021-06-03,2929,77675,12508,323,1,14382,460107,3,195,29015,4846,88312,3941,934,3629,20357,2250,8106,377,292,6259,326899,50325,12872,2,2696,223115,263,7114,186,20648,6378,9068,69328,20567,32,1302,285,971,4090,2622
2021-06-04,2935,77986,12513,323,1,14386,460510,3,195,29048,4846,88558,3947,937,3630,20357,2252,8114,377,292,6259,326899,50366,12881,2,2718,223213,263,7114,186,20648,6379,9102,69328,20599,32,1302,285,981,4092,2626
2021-06-05,2941,78248,12516,323,1,14395,460902,3,195,29097,4846,88835,3949,940,3631,20357,2254,8121,377,292,6259,327198,50429,12902,2,2751,223283,263,7114,186,20665,6382,9125,69421,20601,32,1302,287,990,4107,2629
2021-06-06,2947,78313,12517,323,1,14395,460902,3,195,29134,4846,88969,3949,941,3633,20357,2257,8121,377,292,6259,327475,50468,12905,2,2761,223294,263,7114,186,20665,6384,9148,69502,20607,32,1302,287,990,4107,2634
