,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2021-05-28,2880,76564,12499,323,1,14360,458083,3,194,28902,4846,87054,3945,927,3622,20385,2236,8083,379,292,6263,321079,50002,12766,2,2534,222852,263,7026,186,20658,6365,8854,68893,20481,32,1318,278,939,4097,2586
2021-05-29,2889,76847,12516,323,1,14408,459021,3,194,28979,4846,87371,3954,932,3624,20406,2239,8093,381,292,6267,323063,50090,12827,2,2572,222993,263,7097,186,20698,6369,8906,68991,20555,32,1333,280,953,4118,2594
2021-05-30,2900,77090,12531,323,1,14464,459669,3,196,29056,4846,87757,3962,937,3627,20407,2243,8099,383,292,6267,325303,50181,12872,2,2615,223124,263,7177,186,20729,6373,8967,69198,20622,32,1348,283,966,4145,2606
2021-05-31,2913,77509,12549,323,1,14522,460663,3,198,29116,4846,88191,3982,945,3629,20415,2247,8105,385,292,6272,328513,50295,12945,2,2660,223244,263,7319,186,20788,6377,9032,69397,20692,32,1370,288,987,4186,2619
2021-06-01,2927,77924,12568,323,1,14576,462286,3,200,29150,4846,88598,4007,954,3631,20429,2251,8114,387,292,6288,331564,50416,13038,2,2709,223396,263,7445,186,20833,6382,9104,69674,20747,32,1388,293,1011,4219,2633
2021-06-02,2941,78391,12584,323,1,14642,463872,3,202,29196,4846,89040,4025,960,3633,20444,2255,8125,390,292,6296,334353,50532,13127,2,2755,223605,263,7566,186,20881,6386,9168,69978,20850,32,1402,296,1035,4248,2648
2021-06-03,2955,78862,12598,323,1,14707,465395,3,203,29295,4846,89452,4043,965,3636,20463,2259,8140,393,292,6308,336709,50627,13208,2,2806,223824,263,7693,186,20936,6390,9231,70067,20959,32,1417,300,1057,4276,2659
2021-06-04,2967,79288,12611,323,1,14763,466614,3,203,29382,4846,89855,4062,970,3638,20484,2262,8152,395,292,6319,338921,50717,13288,2,2856,224000,263,7768,186,20971,6393,9289,70174,21032,32,1436,303,1074,4300,2670
2021-06-05,2978,79636,12625,323,1,14814,467679,3,204,29455,4846,90254,4079,976,3640,20512,2266,8162,398,292,6328,340986,50817,13374,2,2906,224166,263,7874,186,21018,6397,9349,70377,21119,32,1458,307,1093,4329,2679
2021-06-06,2989,79876,12635,323,1,14859,468249,3,206,29530,4846,90555,4088,980,3642,20513,2270,8167,400,292,6328,342546,50898,13421,2,2948,224271,263,7955,186,21045,6401,9396,70545,21180,32,1471,309,1102,4347,2689
2021-06-07,3001,80232,12650,323,1,14922,468979,3,208,29586,4846,90913,4113,987,3644,20522,2274,8174,402,293,6333,344582,51004,13494,2,2995,224432,263,8085,186,21082,6406,9447,70719,21231,32,1492,314,1122,4371,2699
2021-06-08,3014,80564,12662,323,1,14981,469996,3,210,29608,4846,91239,4133,992,3646,20522,2278,8182,403,293,6342,346308,51103,13565,2,3037,224551,263,8190,186,21103,6410,9501,70868,21256,32,1500,318,1141,4388,2706
2021-06-09,3028,80923,12673,323,1,15032,471577,3,212,29647,4846,91563,4152,996,3648,20525,2281,8194,406,293,6349,348245,51205,13626,2,3076,224740,263,8296,186,21139,6414,9551,71150,21340,32,1515,321,1165,4413,2717
2021-06-10,3040,81282,12683,323,1,15090,472660,3,213,29737,4846,91868,4167,999,3650,20542,2285,8205,409,293,6353,349909,51289,13711,2,3120,224928,263,8404,186,21174,6417,9601,71235,21434,32,1526,324,1184,4434,2726
