,Nicaragua,Nepal,Cambodia,Haiti,Paraguay,Suriname,Malaysia,Singapore,Costa Rica,Indonesia,Cuba,India,Philippines,Colombia,Mongolia,Afghanistan,Mexico,Bhutan,Bangladesh,El Salvador,Dominican Republic,Ecuador,Guyana,Thailand,China,Uruguay,Argentina,Japan,Belize,Pakistan,Honduras,Brazil,Chile,Panama,Peru,Guatemala,Sri Lanka
2021-01-26,6253,270092,459,11285,129393,8174,190434,59366,191344,1012350,22614,10689526,516165,2041352,1667,54750,1788905,856,532915,53738,206305,242146,7345,14646,99541,38680,1885210,372545,11788,537477,142880,8933356,706500,313834,1107239,155459,59921
2021-01-27,6253,270375,459,11285,130162,8243,194113,59391,192066,1024298,23439,10701193,518407,2055304,1692,54853,1806848,856,533444,53989,207454,243535,7380,15464,99655,39328,1896052,376482,11816,539387,144007,8996876,709887,315400,1107239,156497,60694
2021-01-28,6253,270588,462,11285,130916,8293,198207,59425,192637,1037993,24105,10720048,519574,2067574,1710,54891,1825519,856,533953,54241,208610,246000,7470,16221,99746,39887,1905523,380644,11845,541030,144992,9058687,714143,316807,1113970,157595,61586
2021-01-29,6253,270745,462,11402,131886,8364,203933,59448,193276,1051795,24764,10733130,521413,2077633,1742,54938,1841892,857,534407,54488,210412,246686,7528,17953,99848,40529,1915362,384180,11876,543214,146110,9118513,718749,318253,1119685,158336,62445
2021-01-30,6253,270854,464,11460,132548,8403,209661,59507,193276,1066313,25674,10746173,523516,2086805,1779,55008,1857230,857,534770,54723,212553,249779,7581,18782,99968,41181,1922264,387499,11908,544813,147100,9176975,722899,319453,1133022,159118,63292
2021-01-31,6253,270959,466,11533,133227,8438,214959,59536,193276,1078314,26686,10757610,525618,2094884,1813,55023,1864260,859,535139,54965,214060,250828,7640,19618,100063,41738,1927239,390166,11908,546428,147843,9204731,727108,320379,1138239,159504,64156
2021-02-01,6253,271117,466,11533,133781,8449,219173,59565,194569,1089307,27592,10766245,527272,2104506,1832,55059,1869708,859,535582,55195,215086,250986,7653,20454,100127,42127,1933853,391956,11944,547648,147843,9229322,730888,321103,1138239,159632,64983
2021-02-02,6299,271289,466,11589,134482,8497,222628,59584,195009,1099687,28635,10777283,528853,2114597,1858,55121,1874091,859,536106,55416,215920,251278,7677,21249,100177,42667,1943547,394268,11957,549032,148951,9283418,734035,322200,1142716,160299,65698
2021-02-03,6299,271431,467,11672,135229,8556,226912,59602,195537,1111671,29529,10790183,530118,2125621,1889,55174,1886245,859,536545,55622,217277,252390,7714,21249,100225,43215,1952744,396900,11978,550540,151103,9339420,736645,323382,1158337,160966,66408
2021-02-04,6299,271602,470,11692,136023,8595,231483,59624,195991,1123105,30345,10802591,531698,2135412,1928,55231,1886245,859,537030,55821,218948,253338,7780,22058,100267,43804,1961635,399492,12008,551842,152225,9396293,740237,324488,1158337,161664,67115
2021-02-05,6299,271707,472,11692,136890,8619,234874,59648,196438,1134854,31190,10814304,533586,2142660,1988,55265,1912870,861,537465,56025,220426,255412,7887,23134,100318,44303,1970009,401858,12013,553128,153253,9447165,744019,325487,1165051,162295,67850
2021-02-06,6299,271806,474,11758,137603,8649,238721,59674,196438,1147010,32011,10826363,535521,2151207,2022,55330,1926079,861,537770,56237,222148,257114,7939,23371,100348,44812,1976689,404128,12037,554474,153905,9447165,748082,326464,1173045,162937,68576
2021-02-07,6299,271925,474,11806,138118,8671,242452,59699,196438,1157836,32831,10838194,537310,2157216,2073,55334,1932145,861,538062,56442,223398,258282,7982,23557,100389,45311,1980347,405765,12037,555511,154568,9524640,751886,327091,1186698,163137,69348
2021-02-08,6299,272055,476,11806,138945,8690,245552,59720,197435,1166079,33484,10847304,538995,2161462,2120,55359,1936012,861,538378,56653,224119,258606,8023,23557,100435,45649,1985501,406992,12070,556519,155734,9524640,755350,327654,1186698,163247,70235
2021-02-09,6347,272215,476,11907,139819,8710,248315,59732,197852,1174779,34064,10858371,540227,2166904,2174,55384,1946750,861,538765,56859,224538,259782,8041,23746,100475,46153,1993295,408550,12079,557591,156606,9599565,758189,328476,1196778,163993,71211
2021-02-10,6347,272349,478,11969,140797,8739,251604,59746,198338,1183555,34922,10871293,541560,2173347,2207,55402,1957888,861,539153,57046,225472,260076,8092,24104,100493,46778,2001033,410434,12107,559093,157468,9659167,760576,329367,1196778,164746,72174
2021-02-11,6347,272430,478,11991,141775,8764,254988,59758,198756,1191990,35772,10880603,543282,2179641,2247,55419,1968565,861,539531,57229,226714,262213,8135,24278,100527,47254,2008345,412125,12113,560363,158355,9713909,764307,330075,1203502,165532,73115
2021-02-12,6347,272557,478,12016,142598,8778,258306,59776,199187,1201859,36595,10892746,545300,2185169,2293,55444,1978954,863,539975,57427,227764,263517,8180,24278,100558,47828,2015495,413440,12134,561625,159023,9765455,768471,330985,1212308,166282,74055
2021-02-13,6347,272614,478,12016,143442,8794,261805,59786,199187,1210703,37483,10904940,547255,2190116,2351,55473,1988695,863,540266,57638,228895,265527,8207,24405,100578,48459,2021553,414803,12145,563029,159788,9809754,772396,331692,1220748,167071,74852
2021-02-14,6347,272718,478,12143,144041,8803,264269,59799,199187,1217468,38289,10916589,549176,2195039,2383,55492,1992794,863,540592,57838,229767,267223,8231,24570,100598,48909,2025798,416154,12145,564077,160171,9834513,776209,332179,1235297,167279,75654
2021-02-15,6347,272840,478,12143,145095,8811,266445,59809,200024,1223930,39003,10925710,550859,2198549,2416,55513,1995892,865,541038,58023,230563,267701,8232,24713,100624,49360,2029057,417127,12175,564077,160983,9866710,779541,332679,1238501,167382,76428
2021-02-16,6398,272945,478,12191,146216,8820,269165,59810,200454,1233959,39941,10937320,552246,2202598,2444,55518,2004575,865,541434,58200,231095,268073,8262,24786,100639,49725,2033060,418434,12188,565989,161727,9921981,782038,333251,1238501,168102,77184
2021-02-17,6398,273069,483,12205,147253,8832,272163,59821,200888,1243646,40765,10950200,553424,2207701,2492,55540,2013563,865,541877,58374,231736,268218,8312,24961,100666,50208,2039124,419895,12194,567261,162584,9978747,784314,333755,1244729,168880,77906
2021-02-18,6398,273166,484,12205,148622,8838,274875,59831,201240,1252685,41688,10963394,555163,2212525,2551,55556,2022662,865,542268,58546,232780,269860,8338,25110,100684,50752,2046795,421421,12207,568506,163305,10030625,788142,334463,1252137,169610,78419
2021-02-19,6398,273263,484,12205,149684,8854,277811,59845,201678,1263299,42547,10977386,557058,2217001,2586,55574,2030491,865,542674,58727,233598,271276,8357,25241,100705,51377,2054681,422718,12227,569846,164077,10084208,791939,335339,1261804,170275,78937
2021-02-20,6398,273351,533,12253,150731,8856,280272,59858,201678,1271353,43484,10991650,559288,2222018,2638,55580,2038276,865,543024,58903,234502,273097,8398,25323,100727,52163,2060625,423952,12244,571173,164494,10139148,795845,336037,1269523,170931,79479
2021-02-21,6398,273431,568,12274,151718,8867,283569,59869,201678,1278653,44523,11005850,561169,2226262,2693,55604,2041380,865,543350,59071,235462,274672,8420,25504,100758,52815,2064333,424988,12244,572334,165095,10168174,799460,336520,1283309,171170,79999
2021-02-22,6398,273555,593,12308,152658,8869,285761,59878,202674,1288833,45361,11016434,563456,2229662,2722,55617,2043632,865,543717,59235,235882,274968,8427,25504,100784,53309,2069751,425725,12255,573384,165737,10195160,803009,337087,1283309,171288,80517
2021-02-23,6445,273665,633,12308,153790,8880,288229,59883,203097,1298607,46197,11030176,564865,2233589,2755,55646,2052265,867,544116,59396,236210,275780,8451,25692,100807,53972,2077227,426828,12264,574580,166547,10257875,805317,337805,1286757,172072,81009
2021-02-24,6445,273760,697,12352,154904,8892,291774,59890,203496,1306141,46895,11046914,566420,2237542,2801,55664,2060908,867,544544,59555,236883,278779,8457,25692,100832,54874,2085411,427731,12271,575941,167494,10324463,807872,338701,1293497,172764,81467
2021-02-25,6445,273872,741,12352,156189,8901,293698,59899,203913,1314633,47565,11063491,568680,2241225,2831,55680,2069370,867,544953,59712,237629,281169,8484,25763,100850,55695,2093645,428816,12280,577482,168242,10390461,812343,339383,1300799,173142,81932
2021-02-26,6445,273984,766,12352,157603,8913,295951,59912,204341,1322866,48441,11079979,571327,2244792,2866,55695,2076882,867,545424,59866,238205,282599,8513,25809,100884,56542,2098728,429873,12293,578797,168911,10455630,816929,339781,1316362,173814,82430
2021-02-27,6445,274064,805,12430,158537,8919,298315,59925,204341,1329074,49161,11096731,574247,2248135,2907,55707,2084128,867,545830,60021,239009,284347,8550,25951,100924,57362,2104197,431093,12293,579973,169753,10517232,821418,340445,1323863,174335,82890
2021-02-28,6445,274142,820,12430,159474,8929,300752,59936,204341,1334634,49778,11112241,576352,2251690,2951,55713,2086938,867,546216,60181,239617,286155,8585,26031,100965,57994,2107365,432090,12293,581365,170304,10551259,824625,340915,1323863,174542,83094
2021-03-01,6445,274216,844,12448,160447,8933,302580,59948,205085,1341313,50590,11124527,578381,2255260,2999,55733,2089281,867,546801,60337,239997,286367,8595,26031,100989,58588,2112022,432778,12313,582528,170985,10587001,829770,341420,1329805,174653,83552
2021-03-02,6489,274293,878,12493,161530,8939,304135,59956,205514,1347026,51586,11139516,580442,2259599,3032,55758,2097194,867,547316,60491,240201,286725,8625,26073,101013,59171,2118676,433700,12320,583915,171758,10646926,832511,342019,1338297,175411,83870
2021-03-03,6489,274381,909,12530,162871,8953,305879,59979,205890,1353834,52501,11156923,582223,2262646,3075,55770,2104987,867,547930,60640,240773,289471,8648,26108,101037,60073,2126531,434944,12328,585434,172100,10718630,835552,342741,1338297,176250,84226
2021-03-04,6489,274488,932,12535,164310,8959,307943,59998,206293,1361098,53308,11173761,584667,2266211,3153,55775,2112508,867,548549,60800,241392,289735,8699,26162,101055,60945,2133963,436093,12329,587013,172577,10793732,840119,343281,1344968,176876,84610
2021-03-05,6489,274608,953,12535,165811,8966,310096,60007,206640,1368069,54085,11192044,587704,2269582,3161,55826,2119305,867,549184,60952,242087,291070,8729,26241,101076,61928,2141853,437222,12335,588727,172577,10869227,845450,343743,1349847,177716,84959
2021-03-06,6489,274655,986,12535,166969,8971,311776,60020,206640,1373836,54835,11210799,591138,2273245,3228,55839,2125866,867,549723,61101,242660,292942,8772,26305,101097,63009,2146714,437634,12335,590507,173020,10938836,850483,344477,1358293,178337,85150
2021-03-07,6489,274720,1010,12535,168043,8977,313460,60033,206640,1379662,55693,11229398,594412,2276656,3336,55847,2128600,867,550330,61251,243247,294503,8806,26441,101132,63837,2149636,439355,12335,592100,173728,11019344,855785,344834,1364964,178560,85695
2021-03-08,6489,274810,1010,12535,169860,8980,314989,60046,206640,1386556,56566,11244786,597763,2278861,3372,55876,2130477,867,551175,61398,243525,294618,8814,26441,101149,64700,2154694,439977,12335,593453,174243,11051664,860533,345236,1371176,178770,86039
2021-03-09,6537,274869,1124,12535,171985,8985,316269,60051,207832,1392944,57607,11262706,600428,2282371,3481,55876,2137884,867,552087,61539,243777,295114,8847,26501,101175,65527,2162001,441152,12345,595239,174508,11122429,864064,345758,1380023,179563,86342
2021-03-10,6537,274973,1163,12593,174013,8989,317717,60062,207832,1398578,58379,11285561,603308,2285960,3481,55894,2144486,867,553105,61676,244167,296841,8928,26540,101193,66483,2169694,442411,12355,597497,175442,11202305,867949,346301,1380023,180393,86685
2021-03-11,6537,275070,1225,12593,175827,8997,319364,60070,207832,1403722,59157,11308846,607048,2290539,3664,55916,2150955,867,554156,61814,244923,297957,8993,26598,101225,67717,2177898,443714,12358,600198,176427,11277717,873511,346775,1387457,181143,86989
2021-03-12,6537,275117,1263,12631,177593,9012,320939,60079,209093,1410133,59919,11333727,611618,2294617,3833,55959,2157771,867,555222,61947,245452,299216,9069,26679,101292,69074,2185747,444977,12370,602536,177168,11363380,879485,347226,1394571,181974,87286
2021-03-13,6537,275178,1305,12631,179071,9021,322409,60088,209093,1414741,60558,11359048,616611,2299082,3961,55959,2163875,867,556235,62086,245616,300665,9121,26756,101349,70132,2192025,446312,12370,605200,177832,11439558,885378,347640,1402610,182679,87600
2021-03-14,6537,275231,1324,12631,180014,9024,323763,60105,209093,1419455,61472,11385338,621498,2303144,4083,55985,2166290,867,557395,62229,246044,302221,9160,26927,101378,71691,2195722,447287,12370,607453,178276,11483370,891110,347918,1407963,182880,87907
2021-03-15,6537,275309,1324,12631,181414,9028,324971,60116,209093,1425044,62205,11409831,626892,2305884,4210,55985,2167729,867,559168,62376,246298,302498,9187,27005,101421,72862,2201886,447999,12383,609964,178925,11519609,896231,348154,1412406,183014,88238
2021-03-16,6581,275423,1505,12664,183347,9034,326034,60128,210446,1430458,62998,11438734,631320,2309600,4340,55995,2169007,867,560887,62531,246794,302854,9238,27154,101442,73770,2210121,449141,12389,612314,179515,11603535,900781,348580,1418974,183984,88392
2021-03-17,6581,275518,1541,12669,185887,9042,327253,60137,210446,1437282,63724,11474605,635698,2314154,4498,56016,2175462,867,562752,62691,247364,305598,9321,27402,101460,75138,2218425,450687,12396,615810,180271,11693838,904212,349020,1435597,184934,88862
2021-03-18,6581,275625,1578,12685,188493,9048,328466,60152,210446,1443853,64414,11514331,640984,2319293,4658,56044,2182188,867,564939,62852,247979,307429,9442,27494,101480,76816,2226753,452147,12399,619259,180796,11780820,911468,349505,1435597,185832,89024
2021-03-19,6581,275750,1578,12688,190499,9055,330041,60166,211903,1450132,65149,11555283,648066,2324426,4805,56069,2187910,867,566838,63017,248501,309643,9486,27594,101498,78401,2234913,453616,12400,623135,181357,11871390,918053,350220,1451645,186740,89497
2021-03-20,6581,275829,1578,12700,192599,9061,331712,60184,211903,1455788,65962,11599129,656056,2331187,4805,56092,2193639,869,568706,63187,248989,310868,9585,27713,101517,79923,2241739,455212,12400,626802,181931,11950459,925089,350665,1451645,187659,89655
2021-03-21,6581,275906,1753,12713,194122,9066,333040,60196,211903,1460184,66758,11646081,663794,2337230,5186,56103,2195772,869,570877,63344,249463,312598,9649,27803,101533,81537,2245771,456318,12400,630471,182408,11998233,931939,350991,1466326,187911,90200
2021-03-22,6581,276056,1788,12713,196111,9066,334156,60208,211903,1465928,67476,11686796,671792,2342278,5392,56153,2197160,869,573687,63490,249776,312851,9668,27875,101560,84230,2252172,457104,12407,633741,183279,12047525,938094,351213,1466326,188119,90514
2021-03-23,6628,276244,1816,12722,198135,9074,335540,60221,213438,1471225,68250,11734058,677653,2347224,5610,56177,2203041,869,577241,63631,250177,313569,9732,28346,101582,86007,2261577,458621,12410,637042,184031,12130018,942958,351667,1481259,189067,90764
2021-03-24,6628,276389,1872,12732,200823,9077,336808,60236,213438,1476452,68986,11787534,684311,2353210,5895,56192,2208755,870,580807,63765,250579,316807,9820,28443,101603,87812,2269877,460595,12410,640988,184820,12220011,947783,352082,1481259,190208,91018
2021-03-25,6628,276509,1872,12732,202700,9085,338167,60253,213438,1482559,69802,11846652,693048,2359942,6332,56226,2214542,870,584395,63899,250968,318656,9898,28443,101622,89458,2278115,462506,12411,645356,185484,12320168,954842,352579,1500464,191206,91289
2021-03-26,6628,276665,1968,12736,204703,9088,339443,60265,215178,1487541,70634,11908910,702856,2367337,6693,56254,2219845,870,588132,64039,251332,321451,10006,28577,101646,92343,2291051,464483,12415,649823,186337,12404414,962320,353017,1512384,192133,91561
2021-03-27,6628,276750,2147,12736,206597,9094,340642,60287,215178,1492002,71584,11971624,712442,2375591,6693,56290,2224903,870,591806,64168,251581,322699,10072,28657,101663,95278,2301389,466562,12415,654590,187015,12490362,969913,353497,1520973,193050,91839
2021-03-28,6628,276839,2233,12736,208655,9097,341943,60300,215178,1496085,72502,12039644,721892,2382730,7589,56294,2226550,872,595714,64297,251983,324481,10167,28734,101676,97405,2308597,468345,12415,659116,187460,12534688,977243,353839,1529881,193377,92088
2021-03-29,6628,276979,2378,12736,210424,9104,342884,60321,215178,1501093,73204,12095855,731894,2389779,8070,56322,2227843,872,600895,64430,252182,325124,10182,28773,101692,99584,2322611,469636,12415,663200,187975,12573615,984484,354084,1533121,193556,92302
2021-03-30,6677,277147,2440,12758,212691,9109,344018,60346,216763,1505775,74212,12149334,741181,2397731,8447,56384,2232910,872,605937,64573,252384,327325,10191,28821,101709,102460,2332765,471776,12415,667957,188514,12658108,989492,354604,1533121,193834,92442
2021-03-31,6677,277309,2440,12758,214667,9121,345500,60381,216763,1511712,75263,12221664,747288,2406377,8841,56453,2238887,873,611295,64726,252727,328755,10249,28863,101731,105549,2348821,474640,12456,672930,189043,12748747,995538,355051,1548807,193834,92706
2021-04-01,6677,277461,2477,12762,216278,9121,346678,60407,216763,1517854,76276,12303131,756199,2417826,8841,56517,2244268,886,617764,64875,253196,330388,10375,28889,101754,108188,2363251,477238,12456,678165,189725,12839843,1003405,355499,1561723,194756,92917
2021-04-02,6677,277640,2546,12788,217885,9130,347971,60450,216763,1523178,77353,12392259,771497,2428047,9598,56572,2247357,889,624594,65030,253781,332038,10446,28947,101799,111568,2373153,479952,12456,682888,189725,12910082,1011485,355850,1568345,195036,93127
2021-04-03,6677,277768,2689,12788,219393,9153,349610,60468,216763,1527524,78381,12485509,784043,2437197,9598,56594,2249195,890,630277,65179,254136,333175,10540,29031,101821,113904,2383537,482704,12456,687907,190142,12953597,1019478,356073,1573960,195239,93295
2021-04-04,6677,277944,2689,12788,221207,9163,350959,60477,216763,1534255,79544,12589067,795051,2446219,10820,56675,2250457,890,637364,65336,254294,335681,10580,29127,101861,117756,2393492,485226,12456,692231,190631,12984955,1026785,356376,1582367,195471,93436
2021-04-05,6677,278210,2751,12788,222663,9174,352029,60495,216763,1537967,80610,12686048,803398,2456409,11651,56717,2251705,890,644439,65491,254435,336777,10606,29321,101901,119957,2407159,486792,12456,696184,191136,13013600,1032612,356556,1590209,195680,93594
2021-04-06,6727,278470,2915,12803,224736,9184,353329,60519,219846,1542516,81640,12801785,812760,2468236,11651,56779,2256509,896,651652,65491,254603,337702,10636,29571,101920,123062,2428029,489407,12476,700187,192413,13100579,1037780,356913,1590209,197020,93690
2021-04-07,6727,278768,2915,12803,227115,9200,354468,60554,219846,1547376,82601,12928573,819163,2479617,12225,56873,2261879,899,659278,65491,254937,339604,10718,29905,101953,126987,2450068,492860,12485,705517,193029,13193205,1043022,357277,1598593,198374,93910
2021-04-08,6727,279099,3028,12803,229595,9254,355752,60575,219846,1552879,83515,13060541,828365,2492081,13494,56942,2267019,899,666132,65491,256031,341619,10853,30310,101984,130657,2473750,496351,12485,710829,193783,13279857,1051270,357704,1617864,199964,94253
2021-04-09,6727,279388,3604,12816,232142,9265,357607,60601,222544,1558145,84531,13205926,840554,2504206,14183,57019,2272064,905,673593,65491,256563,342678,10958,30869,102012,137946,2497881,499831,12485,715968,194548,13373174,1060421,358098,1628518,201295,94564
2021-04-10,6727,279725,4081,12840,233744,9278,359117,60633,222544,1562868,85572,13358805,853209,2518715,14183,57144,2278420,910,678937,65491,257186,344877,11043,31658,102027,141380,2517300,503537,12485,721018,195525,13445006,1068522,358377,1639767,202640,94848
2021-04-11,6727,280028,4515,12840,235292,9302,360855,60653,222544,1566995,86531,13527717,864868,2536198,15014,57160,2280213,917,684756,66489,257698,346817,11148,32625,102056,144642,2532562,506237,12485,725602,195780,13482023,1076499,358611,1647694,203071,95131
2021-04-12,6727,280524,4515,12840,237542,9316,362173,60678,222544,1571823,87385,13689453,876224,2552937,16603,57242,2281839,921,691957,66489,258039,347070,11188,33610,102078,147173,2551999,508350,12503,729920,196086,13517808,1082920,358792,1653320,203309,95394
2021-04-13,6777,280984,4696,12855,240141,9363,363940,60692,225343,1577526,88445,13873825,884783,2569314,17823,57364,2286352,926,697984,66816,258637,347589,11277,34575,102102,149430,2579000,511799,12512,734422,196703,13599994,1088710,359121,1659707,205322,95620
2021-04-14,6777,281564,4874,12855,242160,9417,365829,60719,225343,1583182,89404,14074564,892880,2585801,18565,57492,2291246,929,703170,66956,259259,350539,11373,35910,102118,152089,2604157,517281,12522,739817,198214,13673507,1094266,359516,1667737,207126,95719
2021-04-15,6777,282054,5218,12857,244528,9458,367976,60735,227533,1589359,90408,14291917,904285,2602719,18565,57534,2295435,934,707362,67099,259639,355431,11527,37453,102135,156499,2629156,521796,12529,745182,198975,13746681,1101698,359829,1667737,208694,95948
2021-04-16,6777,282890,5480,12876,244528,9496,370527,60769,228577,1594721,91448,14526609,914971,2619422,19672,57612,2299939,941,711779,67248,260133,355964,11641,39038,102167,159569,2658628,526307,12538,750158,199682,13832455,1109310,360249,1681063,210666,96186
2021-04-17,6777,283658,5771,12885,248364,9545,372859,60807,228577,1599763,92473,14788002,926052,2636076,21995,57721,2304096,952,715252,67404,260627,358157,11761,40585,102201,162400,2677747,531109,12538,756285,200259,13900090,1117348,360596,1697626,212306,96353
2021-04-18,6777,284673,6389,12917,250164,9581,375054,60831,228577,1604348,93511,15061805,936133,2652947,22884,57793,2305602,957,718950,67557,261129,360545,11863,42351,102242,164744,2694014,535220,12538,761437,200935,13943071,1124718,360841,1697626,212734,96795
2021-04-19,6777,285900,7013,12917,252442,9581,377132,60851,230837,1609300,94571,15320972,945744,2667136,24195,57897,2306910,960,723221,67557,261530,360563,11901,43742,102264,167033,2714475,537494,12558,766882,201676,13973694,1131340,361044,1707787,213048,97105
2021-04-20,6834,287567,7444,12917,255045,9687,379473,60865,231967,1614849,95754,15616129,953106,2684101,25364,58037,2311172,966,727780,67850,261848,361153,11971,45184,102292,169327,2743620,542467,12568,772381,202412,14043075,1136189,361319,1719088,214700,97472
2021-04-21,6834,289787,7747,12917,257706,9790,381813,60880,233498,1620569,96760,15930774,962306,2701313,25364,58213,2315811,986,732060,68007,262403,362843,12132,46643,102300,172601,2769552,547836,12584,778238,202412,14122795,1141403,361678,1719088,216329,98050
2021-04-22,6834,292152,8192,12944,260382,9865,384688,60904,235274,1626812,97967,16263694,971049,2720619,26691,58312,2319519,992,736073,68161,262935,365393,12234,48113,102333,175891,2796767,553361,12596,784108,204828,14167973,1148320,361992,1734606,218145,98722
2021-04-23,6834,294601,8848,12944,263134,9932,387534,60943,236930,1632248,99208,16610481,979739,2740544,29218,58541,2323430,1008,739703,68318,263470,371306,12448,50182,102351,179537,2824652,558375,12599,790016,205696,14237077,1155902,362358,1745655,219789,99518
2021-04-24,6834,297087,9359,12944,265296,9995,390252,60966,238760,1636792,100317,16960172,989379,2757274,30483,58729,2326738,1017,742400,68468,263944,372754,12600,53022,102367,182326,2845872,563998,12599,795627,205696,14308214,1162811,362695,1754150,221306,100586
2021-04-25,6834,300119,9975,12957,267082,10045,392942,61005,238760,1641194,101502,17313163,997523,2774464,31339,58842,2328391,1021,745322,68468,264863,373362,12702,55460,102383,184865,2860884,568621,12599,800451,206907,14340787,1169536,362967,1761575,221698,101378
2021-04-26,6834,303561,10555,12957,269353,10081,395718,61050,241239,1647138,102440,17636186,1006428,2787303,31339,59015,2329534,1026,748627,68468,265403,374775,12754,57508,102399,187349,2879676,571904,12624,804939,206907,14369423,1175614,363165,1768186,221939,102375
2021-04-27,6898,307925,11063,12999,271814,10157,398451,61063,243166,1651794,103524,17997113,1013618,2804881,32437,59224,2333125,1052,751659,68922,265481,375329,12826,59688,102419,190096,2905172,576869,12631,810231,207320,14441562,1179771,363533,1768186,223024,103487
2021-04-28,6898,312698,11761,13016,274170,10218,401593,61086,245601,1657034,104512,18376421,1020494,2824626,33608,59370,2336944,1059,754613,68922,265819,377662,12963,61699,102446,193027,2928890,580665,12639,815711,208356,14521289,1184271,363895,1783339,224621,104953
2021-04-29,6898,317530,12641,13016,276865,10286,404925,61121,248381,1662868,105661,18762976,1028738,2841934,35978,59576,2340934,1066,756954,69198,266214,380689,13105,63570,102474,195734,2954943,588580,12646,820822,211076,14590678,1190991,364218,1783339,226247,106484
2021-04-30,6898,323187,13402,13056,279077,10363,408713,61145,250991,1668368,106707,19164969,1037460,2859724,37285,59745,2344755,1074,759132,69198,266561,381862,13283,65153,102494,198428,2977363,593264,12667,825519,212333,14659011,1198245,364576,1799445,227671,108146
2021-05-01,6898,328893,13790,13056,281023,10428,411594,61179,250991,1672880,107622,19557457,1046652,2877746,37285,59939,2347780,1106,760584,69198,266861,384589,13404,67044,102517,200908,2993865,599252,12667,829933,213167,14725975,1203755,364844,1799445,228477,109862
2021-05-02,6898,336030,14520,13094,282543,10489,415012,61217,250991,1677274,108693,19925516,1054983,2893655,39381,60122,2348873,1111,761943,69198,267455,387299,13517,68984,102529,202492,3005258,605150,12667,834146,213167,14754910,1210920,365104,1810998,228684,111753
2021-05-03,6898,343418,15360,13094,284453,10543,417511,61235,256676,1682004,109625,20282833,1062225,2905254,40396,60300,2349900,1119,763682,69727,267681,388046,13564,71024,102549,204120,3021179,609625,12673,837523,214475,14779529,1215815,365299,1814127,228871,113676
2021-05-04,6989,351005,16298,13134,286667,10623,420631,61252,257980,1686373,110643,20664978,1067892,2919804,41524,60563,2352964,1135,765596,69727,268070,391242,13655,72787,102560,206946,3047417,613822,12675,837523,215833,14856888,1219064,365619,1818689,230094,115590
2021-05-05,6989,359609,16971,13149,288974,10695,424375,61268,260535,1691658,111653,21077410,1073555,2934611,41524,60797,2355985,1144,767338,69997,268561,393048,13829,74900,102571,209867,3071496,617890,12680,841636,216964,14930183,1222949,365975,1818689,231289,117529
2021-05-06,6989,368580,17621,13163,291540,10816,427927,61286,263094,1697305,112714,21491598,1080171,2951101,43201,61162,2358831,1161,769160,69997,269184,395327,13957,76811,102586,213449,3095582,622273,12682,850131,217595,15003563,1229248,366363,1824457,232439,119424
2021-05-07,6989,377603,18179,13163,294233,10933,432425,61311,265486,1703632,113876,21892676,1087885,2968626,44015,61455,2361874,1190,770842,70255,269958,396888,14073,78854,102596,216146,3118134,628319,12685,854240,218330,15082449,1235778,366762,1824457,233695,121338
2021-05-08,6989,385890,18717,13163,296306,11020,436943,61331,265486,1709762,114911,22296081,1094849,2985535,44820,61755,2364617,1202,772127,70255,270600,398921,14203,81274,102613,218799,3136158,635568,12685,858026,219287,15145879,1241976,367269,1845056,234883,123234
2021-05-09,6989,394667,19237,13163,297789,11112,440677,61359,265486,1713683,115981,22662575,1101990,3002757,45459,61842,2365792,1221,773513,70380,271548,400296,14361,83375,102625,220682,3147739,642146,12685,861473,219287,15184790,1247469,367656,1850290,235098,125906
2021-05-10,6989,403794,19743,13163,299684,11213,444484,61378,271478,1718575,117097,22992517,1108826,3015301,45936,62063,2366496,1241,775027,70380,272108,402060,14442,85005,102643,222869,3165121,647003,12699,864556,220185,15209990,1252807,367908,1850290,235304,128530
2021-05-11,7085,413111,20223,13179,302061,11306,448457,61402,273714,1723596,118167,23340937,1113547,3031726,46448,62403,2368393,1247,776257,70380,272809,402595,14531,86924,102659,225847,3191097,653363,12704,867438,222118,15282705,1256546,368368,1853370,236265,131098
2021-05-12,7085,422348,20695,13227,304888,11427,453222,61419,276887,1728204,119375,23703665,1118359,3048718,47033,62718,2371483,1257,777396,70915,273497,404632,14658,88907,102670,228102,3215572,660884,12707,870703,222992,15359397,1260448,368930,1865638,237682,133527
2021-05-13,7085,431191,21141,13254,307457,11572,458077,61453,279926,1731652,120561,24046809,1124723,3067879,47548,63045,2375115,1262,778687,70915,274319,405782,14845,93794,102681,231901,3242103,667250,12709,873220,222992,15433989,1266601,369455,1865638,238787,135795
2021-05-14,7085,439657,21499,13268,309638,11707,462190,61505,282741,1734285,121837,24372906,1131467,3084460,48101,63355,2377995,1276,779535,70915,275378,407002,14988,96050,102696,235206,3269466,673539,12714,874751,223922,15519524,1273516,370043,1879048,240169,138085
2021-05-15,7085,447703,21834,13353,311746,11828,466329,61536,282741,1736670,123221,24684077,1138187,3103332,48642,63412,2380689,1279,779796,71330,276272,409520,15168,99145,102717,238079,3290934,679870,12714,877130,225964,15586534,1280252,370533,1879048,241117,140471
