,Nicaragua,Nepal,Cambodia,Haiti,Paraguay,Suriname,Malaysia,Singapore,Costa Rica,Indonesia,Cuba,India,Philippines,Colombia,Mongolia,Afghanistan,Mexico,Bhutan,Bangladesh,El Salvador,Dominican Republic,Ecuador,Guyana,Thailand,China,Uruguay,Argentina,Japan,Belize,Pakistan,Honduras,Brazil,Chile,Panama,Peru,Guatemala,Sri Lanka
2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,548,0,0,2,0,0,0,0,0,0,0,0,0
2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,642,0,0,2,0,0,0,0,0,0,0,0,0
2020-01-24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,920,0,0,2,0,0,0,0,0,0,0,0,0
2020-01-25,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1406,0,0,2,0,0,0,0,0,0,0,0,0
2020-01-26,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2075,0,0,4,0,0,0,0,0,0,0,0,0
2020-01-27,0,1,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2877,0,0,4,0,0,0,0,0,0,0,0,1
2020-01-28,0,1,1,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5509,0,0,7,0,0,0,0,0,0,0,0,1
2020-01-29,0,1,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6087,0,0,7,0,0,0,0,0,0,0,0,1
2020-01-30,0,1,1,0,0,0,8,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,8141,0,0,11,0,0,0,0,0,0,0,0,1
2020-01-31,0,1,1,0,0,0,8,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,9802,0,0,15,0,0,0,0,0,0,0,0,1
2020-02-01,0,1,1,0,0,0,8,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,11891,0,0,20,0,0,0,0,0,0,0,0,1
2020-02-02,0,1,1,0,0,0,8,18,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,18,16630,0,0,20,0,0,0,0,0,0,0,0,1
2020-02-03,0,1,1,0,0,0,8,18,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,18,19716,0,0,20,0,0,0,0,0,0,0,0,1
2020-02-04,0,1,1,0,0,0,10,24,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,24,23706,0,0,21,0,0,0,0,0,0,0,0,1
2020-02-05,0,1,1,0,0,0,12,27,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,24,27440,0,0,23,0,0,0,0,0,0,0,0,1
2020-02-06,0,1,1,0,0,0,12,27,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,24,30587,0,0,23,0,0,0,0,0,0,0,0,1
2020-02-07,0,1,1,0,0,0,12,29,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,24,34110,0,0,23,0,0,0,0,0,0,0,0,1
2020-02-08,0,1,1,0,0,0,16,33,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,32,36814,0,0,24,0,0,0,0,0,0,0,0,1
2020-02-09,0,1,1,0,0,0,16,40,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,32,39828,0,0,24,0,0,0,0,0,0,0,0,1
2020-02-10,0,1,1,0,0,0,18,44,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,32,42354,0,0,26,0,0,0,0,0,0,0,0,1
2020-02-11,0,1,1,0,0,0,18,46,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,33,44386,0,0,27,0,0,0,0,0,0,0,0,1
2020-02-12,0,1,1,0,0,0,18,50,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,33,44759,0,0,28,0,0,0,0,0,0,0,0,1
2020-02-13,0,1,1,0,0,0,19,58,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,33,59895,0,0,33,0,0,0,0,0,0,0,0,1
2020-02-14,0,1,1,0,0,0,19,67,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,33,66358,0,0,43,0,0,0,0,0,0,0,0,1
2020-02-15,0,1,1,0,0,0,22,72,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,34,68413,0,0,54,0,0,0,0,0,0,0,0,1
2020-02-16,0,1,1,0,0,0,22,74,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,34,70513,0,0,60,0,0,0,0,0,0,0,0,1
2020-02-17,0,1,1,0,0,0,22,77,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,35,72434,0,0,67,0,0,0,0,0,0,0,0,1
2020-02-18,0,1,1,0,0,0,22,81,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,35,74211,0,0,79,0,0,0,0,0,0,0,0,1
2020-02-19,0,1,1,0,0,0,22,84,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,35,74619,0,0,85,0,0,0,0,0,0,0,0,1
2020-02-20,0,1,1,0,0,0,22,84,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,35,75077,0,0,94,0,0,0,0,0,0,0,0,1
2020-02-21,0,1,1,0,0,0,22,85,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,35,75550,0,0,112,0,0,0,0,0,0,0,0,1
2020-02-22,0,1,1,0,0,0,22,85,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,35,77001,0,0,137,0,0,0,0,0,0,0,0,1
2020-02-23,0,1,1,0,0,0,22,89,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,35,77022,0,0,148,0,0,0,0,1,0,0,0,1
2020-02-24,0,1,1,0,0,0,22,89,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,35,77241,0,0,160,0,0,0,0,1,0,0,0,1
2020-02-25,0,1,1,0,0,0,22,91,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,37,77754,0,0,172,0,2,0,0,1,0,0,0,1
2020-02-26,0,1,1,0,0,0,22,93,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,40,78166,0,0,192,0,2,0,0,1,0,0,0,1
2020-02-27,0,1,1,0,0,0,23,93,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,40,78600,0,0,218,0,2,0,0,1,0,0,0,1
2020-02-28,0,1,1,0,0,0,23,93,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,41,78928,0,0,236,0,4,0,0,1,0,0,0,1
2020-02-29,0,1,1,0,0,0,25,101,0,0,0,3,3,0,0,1,4,0,0,0,0,0,0,42,79356,0,0,245,0,4,0,1,1,0,0,0,1
2020-03-01,0,1,1,0,0,0,28,106,0,0,0,3,3,0,0,1,5,0,0,0,0,6,0,42,79931,0,0,259,0,4,0,1,9,0,0,0,1
2020-03-02,0,1,1,0,0,0,28,108,0,2,0,5,3,0,0,1,5,0,0,0,0,6,0,42,80135,0,0,278,0,5,0,1,9,0,0,0,1
2020-03-03,0,1,1,0,0,0,36,110,0,2,0,5,3,0,0,2,5,0,0,0,0,7,0,42,80261,0,1,297,0,5,0,1,10,0,0,0,1
2020-03-04,0,1,1,0,0,0,50,110,0,2,0,28,3,0,0,4,5,0,0,0,0,10,0,42,80386,0,1,333,0,5,0,3,10,0,0,0,1
2020-03-05,0,1,1,0,0,0,50,117,0,2,0,29,3,0,0,4,5,0,0,0,0,13,0,47,80536,0,1,365,0,5,0,3,13,0,0,0,1
2020-03-06,0,1,1,0,0,0,82,130,0,4,0,31,5,1,0,4,6,1,0,0,1,13,0,48,80690,0,2,420,0,5,0,13,13,0,1,0,1
2020-03-07,0,1,1,0,0,0,93,138,0,4,0,33,6,1,0,4,6,1,0,0,1,13,0,49,80770,0,8,465,0,5,0,13,13,0,1,0,1
2020-03-08,0,1,2,0,1,0,99,150,5,6,0,38,10,1,0,4,7,1,3,0,4,14,0,49,80823,0,11,498,0,5,0,20,20,0,6,0,1
2020-03-09,0,1,2,0,1,0,116,150,9,19,0,43,20,1,0,6,7,1,3,0,4,14,0,49,80860,0,11,527,0,16,0,24,20,0,6,0,1
2020-03-10,0,1,2,0,1,0,129,160,9,27,0,55,32,3,1,8,7,1,3,0,4,14,0,53,80887,0,17,584,0,19,0,30,25,1,11,0,1
2020-03-11,0,1,3,0,5,0,149,178,13,34,0,62,49,9,1,11,8,1,3,0,4,17,0,59,80921,0,19,640,0,20,1,38,34,8,11,0,2
2020-03-12,0,1,3,0,5,0,149,178,22,34,3,72,52,9,1,12,12,1,3,0,4,17,1,70,80932,0,19,696,0,28,1,52,34,11,15,0,2
2020-03-13,0,1,4,0,6,0,197,200,23,69,3,82,64,12,1,13,26,1,3,0,4,17,1,75,80945,4,31,733,0,31,1,150,55,27,28,0,6
2020-03-14,0,1,6,0,6,0,238,212,26,96,3,102,111,22,1,15,41,1,3,0,11,28,1,82,80977,6,34,795,0,53,1,150,88,36,38,0,10
2020-03-15,0,1,6,0,6,0,428,226,27,117,3,112,140,34,1,16,53,1,5,0,11,28,4,114,81003,8,45,826,0,136,3,162,101,43,43,0,17
2020-03-16,0,1,6,0,8,0,566,243,35,134,3,118,142,57,1,18,82,1,8,0,11,37,4,146,81033,29,56,843,0,235,6,199,182,55,86,1,28
2020-03-17,0,1,33,0,9,0,673,266,40,172,5,142,186,75,4,20,93,1,10,0,21,58,6,177,81058,50,68,893,0,299,7,320,228,69,117,6,44
2020-03-18,0,1,35,0,11,0,790,313,49,227,6,155,202,101,6,24,117,1,14,0,21,111,6,212,81102,79,79,928,0,454,9,372,264,86,145,6,51
2020-03-19,0,1,37,0,11,0,900,345,69,311,11,194,217,107,6,25,164,1,17,1,34,198,6,272,81155,94,96,968,0,501,12,621,264,109,234,9,60
2020-03-20,0,1,51,1,13,3,1030,385,88,368,15,244,230,158,6,29,203,1,20,1,72,367,6,322,81250,110,128,1022,0,730,24,793,461,137,234,12,73
2020-03-21,2,1,53,1,18,3,1183,432,116,450,21,330,307,196,9,30,250,1,25,3,112,506,6,411,81305,135,158,1059,0,776,24,1021,592,200,318,17,77
2020-03-22,2,1,84,1,22,5,1306,454,134,514,35,395,380,231,9,34,316,1,27,3,202,788,19,599,81435,158,266,1104,0,875,26,1546,687,312,363,19,82
2020-03-23,2,1,87,1,22,5,1518,508,157,579,40,499,462,277,9,41,367,1,33,3,244,981,20,720,81498,162,301,1144,1,972,30,1923,801,345,395,20,97
2020-03-24,2,1,91,7,27,7,1623,558,177,686,48,536,552,378,9,43,404,1,39,5,312,1082,5,827,81591,189,387,1217,1,1063,30,2247,976,345,415,21,102
2020-03-25,2,3,96,7,37,7,1796,631,201,790,57,657,635,469,9,76,475,1,39,9,391,1173,5,933,81660,217,387,1314,1,1201,36,2553,1197,443,479,24,102
2020-03-26,2,3,96,7,41,7,2031,683,231,893,67,727,707,491,11,79,585,1,43,13,487,1402,5,1045,81782,237,502,1416,1,1373,52,2985,1361,557,580,25,105
2020-03-27,2,4,99,7,52,7,2160,732,263,1046,80,886,802,539,11,91,717,3,47,13,580,1595,5,1135,81897,274,589,1530,1,1495,67,3417,1665,673,635,28,105
2020-03-28,4,5,99,7,56,7,2320,802,295,1155,119,987,1075,607,12,107,848,3,47,19,719,1823,8,1244,81999,303,690,1728,1,1597,94,3904,2015,785,671,34,113
2020-03-29,4,5,103,7,59,7,2470,844,314,1285,139,1024,1418,702,12,118,993,4,47,24,859,1924,8,1388,82122,308,745,1907,1,1717,109,4256,2245,900,851,34,117
2020-03-30,4,5,107,15,64,7,2626,879,330,1414,170,1250,1545,798,12,146,1094,4,49,29,901,1962,8,1523,82198,320,820,2001,2,1938,139,4579,2555,989,949,36,122
2020-03-31,5,5,109,15,65,9,2766,925,346,1528,186,1397,2084,906,12,175,1215,4,51,32,1108,2240,12,1651,82278,338,1053,2255,2,2118,141,5717,2844,1181,1065,38,143
2020-04-01,5,5,109,15,69,10,2908,1000,375,1677,211,1998,2311,1065,14,197,1378,4,54,32,1284,2748,19,1771,82361,350,1053,2535,2,2421,172,6835,3137,1181,1322,39,146
2020-04-02,5,6,110,15,77,10,3116,1049,395,1790,233,2543,2633,1161,14,240,1510,5,56,40,1380,3163,19,1874,82432,369,1132,2817,2,2686,218,8043,3510,1317,1414,46,151
2020-04-03,5,6,113,15,92,10,3333,1114,416,1985,269,2566,3018,1267,14,275,1687,5,61,46,1488,3368,22,1978,82511,386,1265,3154,4,2818,222,9056,3843,1475,1595,50,159
2020-04-04,5,9,113,17,96,10,3483,1189,435,2092,288,3082,3094,1406,14,300,1890,5,70,56,1488,3464,22,2067,82543,400,1451,3525,4,3157,264,10360,4355,1673,1745,61,166
2020-04-05,5,9,113,17,104,10,3662,1309,454,2273,320,3588,3245,1485,14,338,2143,5,87,62,1745,3646,24,2168,82601,406,1451,3875,5,3766,268,11130,4665,1801,2281,61,175
2020-04-06,5,9,113,21,112,10,3793,1374,467,2490,349,4778,3660,1579,15,368,2438,5,122,69,1827,3747,31,2220,82665,415,1553,4110,7,4034,298,12160,5009,1988,2561,70,178
2020-04-07,5,9,115,24,115,10,3962,1481,483,2738,396,5311,3764,1780,15,424,2784,5,163,78,1956,3747,33,2258,82718,424,1627,4485,7,4263,304,14033,5310,2100,2954,77,185
2020-04-08,5,9,117,24,118,10,4119,1623,502,2955,456,5916,3869,2054,16,444,3181,5,218,93,2110,4449,37,2369,82809,456,1714,5020,8,4489,311,16170,5739,2249,4342,87,189
2020-04-09,7,9,119,27,123,10,4228,1910,539,3293,515,6724,4076,2223,16,484,3441,5,330,102,2348,4965,37,2423,82883,472,1795,5614,9,4695,343,18092,6166,2528,5256,95,190
2020-04-10,7,9,119,30,129,10,4346,2108,557,3512,564,7598,4195,2473,16,531,3844,5,424,117,2620,7160,37,2473,82940,494,1975,6250,10,5011,381,19638,6694,2752,5897,126,190
2020-04-11,7,9,120,30,133,10,4530,2299,576,3841,620,8446,4428,2709,16,555,4219,5,482,118,2759,7257,45,2518,83014,500,1975,6951,13,5230,392,20727,7366,2974,6848,137,198
2020-04-12,9,12,122,31,134,10,4682,2532,595,4241,669,9205,4648,2775,16,608,4661,5,621,125,2967,7466,45,2551,83134,479,2142,7473,14,5496,393,22192,7652,3234,7518,154,209
2020-04-13,9,14,122,31,147,10,4817,2917,612,4557,726,10453,4931,2852,17,666,5014,5,803,137,3167,7529,45,2579,83213,482,2208,7773,18,5837,397,23430,7963,3400,9784,156,217
2020-04-14,9,16,122,40,159,10,4987,3252,618,4838,766,11486,5222,2979,29,715,5399,5,1012,149,3285,7602,47,2613,83306,491,2276,8277,18,6383,407,25261,8356,3472,10303,167,232
2020-04-15,9,16,122,40,161,10,5072,3698,626,5136,814,12322,5453,3105,29,785,5847,5,1231,158,3614,7858,55,2643,83356,493,2443,8835,18,6919,419,28319,8712,3574,11475,180,237
2020-04-16,9,16,122,40,174,10,5182,4427,642,5516,862,13430,5659,3233,31,840,6297,5,1572,163,3755,8225,55,2672,83403,502,2571,9398,18,7024,426,30425,9245,3750,12491,196,237
2020-04-17,9,30,122,40,199,10,5251,5050,649,5923,923,14352,5878,3439,31,906,6875,5,1838,176,4126,8450,63,2700,83759,508,2669,9958,18,7638,442,33682,9691,4016,13489,213,244
2020-04-18,9,31,122,42,201,10,5305,5992,655,6248,986,15721,6087,3621,31,933,7496,5,2144,190,4335,9022,63,2733,83787,517,2758,10548,18,8348,457,36657,10598,4210,14420,235,254
2020-04-19,10,31,122,44,206,10,5389,6588,660,6574,1035,17614,6259,3792,32,997,8260,5,2456,200,4680,9468,65,2765,83805,528,2839,10914,18,8418,472,38653,10956,4273,15628,257,270
2020-04-20,10,31,122,44,208,10,5425,8014,662,6760,1087,18539,6459,3977,33,1026,8772,5,2948,218,4964,10128,65,2792,83817,535,2941,11258,18,9565,477,40743,11374,4467,16325,289,304
2020-04-21,10,42,122,47,208,10,5482,9125,669,7135,1137,20079,6599,4149,33,1092,9501,6,3382,225,5043,10398,66,2811,83853,543,3030,11640,18,10076,494,43079,11700,4658,17837,294,310
2020-04-22,10,45,122,56,213,10,5532,10141,681,7418,1188,21370,6709,4356,35,1177,10544,6,3772,237,5300,10849,67,2826,83868,549,3144,12037,18,11155,510,45757,12164,4821,19250,316,330
2020-04-23,11,48,122,58,213,10,5602,11178,686,7775,1234,23077,6981,4561,36,1236,11633,7,4186,250,5542,11183,70,2839,83884,557,3435,12469,18,11940,518,50036,12680,5165,20914,384,368
2020-04-24,11,49,122,62,223,10,5691,12075,687,8210,1284,24530,7191,4881,37,1331,12871,7,4689,274,5749,22718,72,2854,83899,563,3607,12854,18,12723,591,54043,13173,5338,21648,430,419
2020-04-25,11,49,122,71,227,10,5742,12692,693,8607,1337,26283,7294,5142,37,1464,13841,7,4998,274,5926,22718,72,2907,83909,596,3780,13186,18,13328,627,59324,14536,5538,25331,473,460
2020-04-26,13,52,122,71,227,10,5780,13624,695,8882,1369,27890,7579,5379,37,1532,14677,7,5416,298,6135,22718,74,2922,83912,606,3892,13405,18,13915,627,63100,15010,5779,27517,500,522
2020-04-27,13,52,122,71,227,10,5820,14423,697,9096,1388,29451,7777,5597,37,1704,15529,7,5913,323,6293,23240,74,2931,83918,620,4002,13576,18,14612,661,67446,15492,6021,28699,530,588
2020-04-28,13,53,122,74,238,10,5851,14951,705,9511,1437,31324,7958,5949,37,1830,16752,7,6461,345,6416,24258,74,2938,83940,625,4127,13860,18,15525,702,73235,16044,6021,31190,530,619
2020-04-29,13,57,122,76,238,10,5945,15641,713,9771,1467,33062,8212,6206,37,1939,17799,7,7103,377,6652,24674,78,2947,83944,630,4285,14076,18,16816,738,79685,16564,6378,33931,557,649
2020-04-30,14,57,122,76,266,10,6001,16169,719,10118,1500,34863,8488,6507,37,2127,19224,7,7667,394,6972,24934,82,2954,83956,643,4428,14284,18,18114,770,87187,17702,6532,36976,598,663
2020-05-01,14,59,122,76,332,10,6071,17100,725,10551,1537,37257,8772,7006,37,2291,20739,7,8237,424,7288,26336,82,2960,83959,647,4531,14558,18,19103,804,92202,18687,6720,40459,644,690
2020-05-02,14,59,122,81,370,10,6176,17548,733,10843,1611,39699,8928,7285,39,2470,22088,7,8790,446,7578,27463,82,2966,83959,652,4681,14861,18,20084,1010,97100,21213,7090,42534,688,705
2020-05-03,14,75,122,85,396,10,6298,18205,739,11192,1649,42504,9223,7668,39,2705,23471,7,9455,490,7953,29538,82,2969,83963,654,4783,15061,18,20941,1055,101825,22441,7090,45928,703,717
2020-05-04,14,75,122,85,415,10,6353,18778,742,11587,1668,46437,9485,7972,40,2895,24905,7,10143,555,8235,31881,91,2987,83966,657,4887,15229,18,22049,1178,108620,23421,7196,47372,730,751
2020-05-05,16,82,122,88,431,10,6383,19410,755,12071,1685,49400,9684,8613,41,3225,26025,7,10929,587,8480,31881,93,2988,83968,669,5020,15353,18,24073,1270,115455,24794,7523,51189,763,771
2020-05-06,16,99,122,99,440,10,6428,20197,761,12438,1703,52986,10004,8959,41,3392,27634,7,11719,633,8807,31881,93,2989,83970,672,5208,15455,18,24643,1461,126611,25826,7731,54817,798,797
2020-05-07,16,101,122,101,462,10,6467,20939,765,12776,1729,56351,10343,9456,41,3564,29616,7,12424,695,9095,30297,93,2992,83975,684,5371,15553,18,26435,1684,135773,27359,7868,58526,832,823
2020-05-08,16,101,122,108,563,10,6535,21707,773,13112,1741,59695,10463,10051,41,3781,31522,7,13134,742,9376,28817,93,3000,83976,694,5611,15639,18,28736,1771,146894,28749,8069,61846,900,835
2020-05-09,16,109,122,129,689,10,6589,22460,780,13645,1754,62808,10609,10495,41,4042,33460,7,13770,784,9882,29071,93,3004,83990,702,5776,15755,18,30333,1830,156061,32208,8282,65014,966,847
2020-05-10,16,109,122,146,713,10,6656,23335,791,14031,1766,67160,10793,11063,41,4403,35022,7,14657,889,10347,29559,104,3009,84010,707,6034,15824,18,32081,1971,162699,33855,8448,67307,1052,863
2020-05-11,16,134,122,151,724,10,6726,23822,801,14265,1783,70768,11086,11613,41,4687,36327,9,15690,958,10633,29509,109,3014,84011,711,6278,15861,18,34336,2100,169594,35052,8616,68821,1114,869
2020-05-12,24,217,122,172,737,10,6742,24670,804,14748,1804,74292,11350,12271,41,4967,38324,11,16660,998,10900,30418,113,3016,84018,717,6563,15948,18,35298,2080,178214,36710,8783,72059,1199,888
2020-05-13,24,250,122,208,740,10,6778,25346,815,15438,1810,78055,11618,12930,41,5227,40186,15,17822,1037,11196,30486,113,3016,84024,719,6879,15998,18,35788,2255,190137,39370,8944,76306,1342,915
2020-05-14,24,249,122,219,754,10,6819,26098,830,16005,1830,81997,11876,13609,98,5640,42595,20,18863,1112,11320,30502,113,3017,84029,724,7134,16096,18,38799,2318,203164,42029,9118,80604,1518,924
2020-05-15,24,266,122,234,759,10,6855,26890,843,16496,1840,85784,12090,14216,98,6053,45032,21,20065,1210,11739,31466,116,3025,84038,732,7479,16148,18,38799,2460,220291,44531,9268,84495,1643,935
2020-05-16,24,291,122,272,778,10,6872,27356,853,17025,1862,90648,12305,14939,135,6403,47144,21,20995,1265,12110,32763,117,3025,84044,733,7805,16201,18,40151,2565,233510,50016,9449,88541,1763,960
2020-05-17,24,294,122,310,786,10,6893,28038,863,17513,1871,95697,12513,15574,135,6664,49219,21,22268,1337,12314,33182,117,3028,84054,733,8067,16226,18,42125,2646,241079,52369,9606,92273,1763,981
2020-05-18,24,374,122,358,788,11,6941,28343,866,18010,1881,100328,12718,16295,140,7073,51633,21,23870,1413,12725,33582,124,3031,84063,736,8370,16259,18,43966,2798,255368,54646,9726,94933,1912,992
2020-05-19,254,401,122,455,829,11,6978,28794,882,18496,1886,106474,12942,16935,140,7654,54346,21,25121,1498,13223,34151,125,3033,84063,738,8809,16287,18,45898,2955,271885,58167,9867,99483,2133,1027
2020-05-20,254,427,122,533,833,11,7009,29364,897,19189,1900,112028,13221,17687,140,8146,56594,21,26738,1571,13477,34854,125,3034,84063,746,9283,16321,18,48091,2955,291579,62205,9977,104020,2265,1028
2020-05-21,279,457,123,596,835,11,7059,29812,903,20162,1908,118226,13434,18330,140,8677,59567,21,28511,1639,13657,35306,126,3037,84063,749,9931,16362,18,50694,3204,310087,66169,10116,108769,2512,1055
2020-05-22,279,516,123,662,838,11,7136,30425,910,20796,1916,124794,13597,19131,141,9219,62526,21,30205,1725,13988,35828,126,3037,84081,753,10649,16385,18,52436,3477,330890,70444,10267,111698,2743,1068
2020-05-23,279,583,124,734,850,11,7185,31068,918,21745,1930,131423,13777,20177,141,10001,65856,24,32078,1819,14422,36258,126,3040,84083,764,11353,16410,18,54601,3477,347398,80287,10577,115754,3054,1089
2020-05-24,279,603,124,812,862,11,7245,31616,930,22271,1940,138536,14035,21175,141,10585,68620,24,33610,1914,14801,36756,135,3040,84094,769,12076,16451,18,56349,3949,363211,83995,10925,119958,3424,1141
2020-05-25,279,682,124,865,865,11,7417,31960,951,22750,1947,144950,14319,21981,141,11176,71105,26,35585,1983,15073,37355,137,3041,84102,787,12628,16472,18,57705,4189,374898,88890,11183,123979,3760,1182
2020-05-26,759,771,124,958,877,11,7604,32343,956,23164,1963,150792,14669,23002,141,11834,74560,26,36751,2042,15264,37355,139,3044,84103,789,13228,16501,18,59150,4401,391221,92855,11447,129751,3954,1319
2020-05-27,759,885,124,1063,883,11,7618,32876,984,23850,1974,158086,15048,24104,148,12459,78023,28,38292,2109,15723,38103,139,3054,84105,803,13933,16528,18,61227,4640,411821,97183,11728,135905,4145,1469
2020-05-28,759,1042,124,1174,900,11,7628,33249,999,24538,1983,165386,15588,25366,161,13038,81400,31,40320,2194,16068,38471,150,3065,84105,811,14702,16598,18,64027,4752,438237,101837,12131,141779,4348,1530
2020-05-29,759,1212,124,1320,916,11,7732,33859,1022,25215,2005,173491,16634,26688,179,13662,84627,31,42844,2277,16531,38571,150,3075,84122,815,15419,16673,18,66457,4752,465166,105532,12531,148285,4607,1557
2020-05-30,759,1401,125,1443,964,14,7762,34366,1047,25773,2025,181827,17224,28235,179,14528,87512,33,44608,2395,16908,38571,152,3077,84128,820,16214,16716,18,69496,5094,498439,118719,13018,155671,4739,1620
2020-05-31,759,1572,125,1584,986,23,7819,34884,1056,26473,2045,190608,18086,29383,179,15207,90664,43,47153,2517,17284,39098,152,3081,84146,823,16851,16750,18,72460,5202,514849,123550,13463,164476,5087,1633
2020-06-01,759,1811,125,1865,995,44,7857,35292,1084,26939,2083,198370,18638,30493,185,15753,93435,43,49534,2582,17572,39098,152,3082,84154,825,17415,16787,18,76398,5361,526446,129019,13837,170039,5335,1642
2020-06-02,1118,2098,125,2124,1013,54,7877,35836,1105,27549,2091,207190,18997,31832,185,16512,97326,47,52445,2653,17752,40413,152,3083,84161,825,18319,16837,18,80463,5526,555383,132548,14095,178165,5585,1683
2020-06-03,1118,2300,125,2226,1069,74,7969,36405,1157,28233,2106,216824,19748,33354,185,17270,101238,47,55140,2705,18040,40966,152,3084,84159,828,19268,16867,18,85264,5690,584016,137490,14609,178914,5759,1749
2020-06-04,1118,2634,125,2507,1086,81,8247,36921,1194,28817,2119,226713,20381,35120,186,18057,105680,47,57563,2781,18319,40966,152,3101,84171,832,20197,16911,18,89249,5880,614941,142154,15044,183197,6154,1797
2020-06-05,1118,2912,125,2604,1087,90,8266,37183,1227,29521,2132,236184,20626,36635,190,18972,110026,48,60391,2849,18708,41575,152,3102,84177,834,21036,16958,19,93983,5971,645771,146361,15463,187400,6485,1801
2020-06-06,1118,3234,125,2640,1090,100,8303,37527,1263,30514,2173,246622,21340,38027,193,19554,113618,48,63026,2934,19195,42728,154,3104,84186,844,22019,17000,19,98943,6155,672846,160351,16004,191758,6792,1814
2020-06-07,1118,3448,126,2924,1134,121,8322,37910,1318,31186,2191,257486,21895,39236,193,20345,117102,58,65769,3015,19600,43119,154,3112,84191,844,22794,17039,19,103670,6327,691758,166756,16424,196515,7054,1834
2020-06-08,1118,3762,126,3071,1145,127,8329,38296,1342,32033,2199,265928,22473,40718,194,20920,120102,58,68504,3104,20126,43377,154,3119,84195,844,23620,17060,19,108316,6450,707412,171452,16854,199696,7502,1857
2020-06-09,1463,4086,126,3334,1187,137,8336,38513,1375,33076,2205,276146,22992,42078,194,21462,124300,58,71674,3191,20414,43917,156,3121,84198,846,24761,17111,20,113702,6935,739502,175364,17233,203735,7866,1859
2020-06-10,1463,4364,126,3538,1202,144,8337,38965,1461,34316,2211,286605,23731,43682,194,22146,129183,58,74864,3274,20807,44439,156,3124,84209,847,25987,17146,20,119536,7360,772416,181062,17888,208823,8221,1868
2020-06-11,1463,4614,126,3661,1229,168,8369,39387,1538,35295,2219,297535,24175,45211,197,22893,133974,61,78052,3373,21437,44439,157,3124,84216,847,27373,17187,20,125933,7669,802828,186698,18586,214788,8561,1877
2020-06-12,1463,5062,126,3796,1254,187,8402,39850,1612,36406,2233,308992,24787,46858,197,23550,139195,61,81523,3480,22008,45778,159,3129,84227,847,28764,17250,20,125933,8132,828810,193452,19211,214788,8981,1880
2020-06-13,1463,5334,128,3940,1261,196,8445,40197,1662,37420,2237,320921,25392,48746,197,24106,142690,66,84379,3603,22572,46356,159,3134,84286,847,30295,17293,20,132405,8455,850514,201634,20058,220749,9491,1884
2020-06-14,1463,5760,128,3940,1289,208,8453,40604,1715,38277,2248,332424,25929,50939,197,24769,146837,66,87519,3720,22961,46751,159,3135,84335,848,31577,17369,20,144478,8858,867624,208571,21418,229735,9845,1889
2020-06-15,1463,6211,128,4165,1296,229,8494,40818,1743,39294,2262,343091,26420,53063,197,25531,150264,67,90619,3826,23271,47322,159,3135,84378,848,32785,17439,21,148920,9178,888271,213715,21422,232992,10271,1904
