,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2021-05-09,2694,67563,11930,323,1,13269,423169,3,116,27215,4846,77922,3392,734,3528,19213,2155,7739,329,265,5660,246999,47009,10959,0,1679,219206,167,3686,183,19012,6270,7136,64486,18394,31,808,215,400,3136,2298
2021-05-10,2704,68246,11977,323,1,13324,424945,3,118,27336,4846,78598,3438,744,3533,19290,2159,7761,335,267,5708,251208,47176,11127,0,1702,219475,173,3744,183,19114,6274,7227,65033,18510,31,827,215,418,3192,2319
2021-05-11,2714,68886,12025,323,1,13392,427630,3,119,27435,4846,79275,3474,756,3538,19384,2163,7786,341,269,5764,255616,47345,11290,0,1728,219747,176,3811,183,19195,6278,7307,65751,18631,31,851,217,435,3249,2339
2021-05-12,2726,69420,12066,323,1,13488,429867,3,121,27517,4846,79777,3497,765,3543,19465,2167,7813,345,271,5821,259855,47510,11423,0,1750,220032,182,3872,183,19312,6282,7385,66380,18774,31,875,217,448,3293,2358
2021-05-13,2740,70035,12108,323,1,13586,432601,3,124,27683,4846,80393,3533,774,3547,19587,2170,7842,352,273,5895,264846,47673,11596,0,1774,220317,205,3938,183,19497,6286,7479,66973,18934,31,903,218,463,3345,2378
2021-05-14,2752,70562,12152,323,1,13654,435046,3,125,27796,4846,81011,3561,786,3551,19668,2174,7865,358,274,5958,269470,47845,11809,0,1799,220676,212,4004,183,19617,6290,7565,67516,19060,31,929,219,480,3394,2398
2021-05-15,2764,70997,12200,323,1,13742,437411,3,126,27906,4846,81594,3586,798,3556,19776,2178,7886,368,276,6017,274292,48006,11971,0,1831,220973,217,4071,183,19739,6295,7649,68321,19207,31,956,219,499,3451,2423
2021-05-16,2777,71660,12246,323,1,13822,439482,3,130,28009,4846,82404,3619,811,3561,19867,2183,7911,376,278,6085,278564,48170,12190,0,1862,221293,224,4144,183,19848,6300,7742,69137,19361,31,982,221,517,3504,2445
2021-05-17,2790,72358,12298,323,1,13902,441571,3,132,28160,4846,83166,3668,823,3566,19958,2187,7936,384,281,6159,282810,48346,12384,0,1892,221555,232,4223,183,19970,6305,7836,69838,19509,31,1017,221,537,3562,2467
2021-05-18,2803,72875,12344,323,1,13983,444246,3,133,28255,4846,83923,3694,835,3571,20062,2191,7960,390,284,6221,287262,48522,12584,0,1918,221837,237,4299,183,20037,6310,7928,70455,19623,31,1039,222,554,3617,2487
