,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2021-03-26,2467,55195,8817,317,1,12145,305546,3,5,22603,4840,62642,2909,410,3301,16619,1993,6783,224,251,4541,161158,40202,8982,0,1250,200774,5,3020,177,14130,6079,3945,50991,13122,30,555,177,92,866,1540
2021-03-27,2467,55295,8837,317,1,12160,307859,3,5,22680,4840,62766,2910,413,3307,16646,1996,6800,225,251,4555,161372,40311,9010,0,1253,201284,5,3020,177,14170,6085,3980,51158,13152,30,556,177,92,878,1548
2021-03-28,2467,55389,8860,317,1,12174,309597,3,5,22755,4840,62888,2910,415,3311,16670,1999,6815,226,251,4572,161584,40416,9042,0,1255,201689,5,3020,177,14211,6091,4016,51320,13183,30,557,177,92,891,1557
2021-03-29,2467,55503,8884,317,1,12189,311583,3,5,22821,4840,63011,2911,418,3316,16693,2002,6830,227,251,4591,161794,40531,9076,0,1258,202112,5,3020,177,14262,6097,4056,51455,13206,30,558,177,92,905,1566
2021-03-30,2467,55618,8906,317,1,12204,313780,3,5,22877,4840,63133,2915,421,3322,16721,2005,6847,228,251,4608,162014,40655,9114,0,1261,202609,5,3020,177,14310,6103,4095,51628,13233,30,559,177,92,918,1574
2021-03-31,2467,55732,8926,317,1,12219,316099,3,5,22928,4840,63256,2916,424,3328,16751,2007,6864,229,251,4624,162235,40778,9145,0,1263,203146,5,3020,177,14356,6109,4136,51782,13271,30,559,177,92,932,1583
2021-04-01,2468,55852,8951,317,1,12235,318506,3,5,23027,4840,63381,2916,427,3334,16783,2009,6881,231,251,4640,162460,40910,9175,0,1265,203737,5,3020,177,14412,6115,4172,51964,13312,30,559,177,92,945,1592
2021-04-02,2468,55956,8972,317,1,12250,320663,3,5,23101,4840,63505,2917,430,3339,16819,2012,6899,232,251,4656,162672,41039,9206,0,1268,204254,5,3020,177,14455,6121,4205,52132,13340,30,560,177,92,955,1600
2021-04-03,2468,56056,8993,317,1,12264,322709,3,5,23174,4840,63627,2918,433,3345,16848,2015,6916,233,251,4671,162887,41161,9236,0,1271,204789,5,3020,177,14494,6127,4237,52245,13365,30,560,177,92,966,1608
2021-04-04,2468,56160,9015,317,1,12278,324416,3,5,23254,4840,63749,2918,435,3350,16870,2018,6931,234,251,4687,163109,41266,9261,0,1273,205195,5,3020,177,14535,6133,4277,52379,13397,30,561,177,92,981,1617
