,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2021-05-28,57154,3250689,736558,12378,1190,290945,14563471,229,21074,1288778,97718,3122659,242872,131522,239022,369416,68213,231861,14348,12509,84352,25268293,1653216,661261,1368,474471,1923271,49584,426806,4225,839689,364230,286101,1904684,1138033,61393,146013,11322,26873,242928,212782
2021-05-29,57341,3288711,737653,12380,1204,293397,14676478,230,21887,1296434,97729,3143897,246564,132895,239531,372504,68358,232915,14542,12509,84508,25693227,1657227,669759,1563,480408,1925066,50624,439021,4225,844881,364636,288541,1920510,1146946,61415,148971,11422,26873,247109,214321
2021-05-30,57517,3324897,738826,12383,1206,295869,14816537,230,22693,1303272,97733,3165665,251151,134117,240062,378644,68581,234040,14695,12509,84608,26036305,1661228,678422,1674,486443,1926839,51222,450094,4225,849338,365056,291118,1931135,1153022,61433,152267,11538,26873,251078,216291
2021-05-31,57744,3363082,740007,12385,1211,297956,14951451,231,23491,1310144,97747,3190662,256210,135696,240563,384632,68735,235125,14816,12509,84733,26414999,1665438,685333,1788,491463,1928594,52166,461472,4225,853912,365466,294171,1943438,1159525,61452,156157,11643,26873,254977,217976
2021-06-01,57977,3398440,741411,12388,1213,300596,15073967,232,24257,1316797,97763,3210405,260125,136978,241148,387920,68956,236087,14957,12509,84891,26666592,1669523,691562,1900,496617,1930368,52887,469933,4225,858612,365906,296460,1955214,1166248,61473,158618,11735,26873,258422,219556
2021-06-02,58195,3433778,742900,12390,1220,303533,15209814,233,25279,1323488,97771,3234757,265903,138454,241606,391251,69195,237236,15096,12509,85079,26965309,1674267,699260,1987,502194,1932130,53672,480431,4225,863895,366353,299155,1967008,1172329,61495,162313,11849,26873,262192,221098
2021-06-03,58425,3467562,744069,12392,1226,305940,15342339,234,26202,1329849,97777,3255600,270302,140046,242107,393519,69395,238301,15218,12509,85277,27217043,1678412,706098,2090,507265,1933857,54189,490394,4225,868445,366787,301799,1979373,1178911,61516,165094,11960,26873,265810,222652
2021-06-04,58633,3504440,745395,12394,1228,308056,15462908,235,26980,1336522,97787,3279086,274140,141396,242712,396114,69573,239311,15331,12509,85465,27513943,1682271,714209,2187,512269,1935602,54838,499171,4225,872693,367209,304308,1989646,1183982,61537,167279,12066,26873,268984,224179
2021-06-05,58857,3539068,746564,12397,1242,310937,15584166,236,27860,1343922,97805,3298702,278459,142780,243316,399234,69804,240361,15484,12511,85609,27897211,1686474,721756,2325,517457,1937456,55667,510275,4225,877601,367664,306813,2005155,1191051,61564,170390,12167,26873,273567,225678
2021-06-06,59065,3575553,748008,12400,1243,313102,15723574,237,28732,1350091,97815,3319138,284335,143876,243947,405893,70019,241306,15595,12512,85763,28217559,1690317,728838,2466,522750,1939303,56418,519667,4225,882884,368110,309046,2017274,1196454,61586,173044,12266,26873,276938,227203
2021-06-07,59297,3612702,749611,12401,1249,315471,15854739,238,29657,1357212,97821,3341522,291100,145248,244517,409752,70151,242272,15725,12512,85926,28566288,1694413,737210,2574,528002,1940999,57563,530870,4225,888857,368528,311694,2029276,1203178,61602,177277,12411,26873,281141,228954
2021-06-08,59674,3653124,750858,12404,1250,317739,15994119,239,30362,1363022,97832,3360990,294286,146737,245097,412996,70356,243301,15868,12512,86071,28818139,1698313,743132,2673,532103,1942786,58088,539746,4225,892824,368973,314070,2038292,1209158,61623,180014,12526,26873,283858,230124
