,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2021-05-28,57113,3247440,736294,12377,1186,289911,14534923,228,20899,1288174,97711,3120210,242067,131317,238929,368170,68082,231758,14322,12509,84314,25173926,1652995,660186,1336,473184,1923230,49222,425124,4225,838174,364209,285852,1900785,1136733,61389,145559,11302,26873,242176,212433
2021-05-29,57247,3274746,737158,12379,1190,291790,14603716,228,21470,1294273,97714,3138816,244116,132402,239294,369802,68120,232633,14446,12509,84389,25473467,1656504,666238,1412,477293,1924973,49499,432638,4225,841975,364598,287904,1910300,1141959,61407,147643,11380,26873,245140,213433
2021-05-30,57387,3299939,738071,12381,1190,293562,14679495,228,21983,1299603,97714,3155937,246185,133306,239728,372875,68190,233504,14548,12509,84442,25671984,1660003,671256,1465,481330,1926713,49690,439163,4225,845011,364990,289823,1917357,1146512,61423,150099,11460,26873,247847,214553
2021-05-31,57545,3326394,739036,12383,1191,295089,14756058,228,22456,1304786,97719,3173752,248408,134354,240151,375387,68222,234301,14635,12509,84519,25892429,1663692,676080,1513,484884,1928427,50077,445138,4225,848337,365383,291942,1923918,1150850,61439,152669,11545,26873,250586,215540
2021-06-01,57716,3351002,740208,12385,1191,296803,14828337,228,22986,1310027,97722,3189690,251049,135290,240602,377523,68283,235090,14734,12509,84631,26054301,1667318,680250,1561,488417,1930154,50470,450574,4225,851436,365792,293653,1930206,1155262,61456,154382,11615,26873,252998,216558
2021-06-02,57872,3376164,741279,12387,1191,298592,14917704,228,23620,1315605,97722,3208149,254156,136445,241011,379274,68392,235937,14847,12509,84741,26282366,1671081,685432,1610,492344,1931880,50840,457764,4225,855042,366202,295677,1937362,1160140,61475,156632,11703,26873,255776,217479
2021-06-03,58044,3403391,742248,12389,1191,300145,15017882,228,24200,1320390,97722,3225055,256682,137441,241426,380291,68466,236713,14929,12509,84864,26445821,1674594,689904,1669,496029,1933568,51066,464187,4225,857994,366612,297445,1944031,1164350,61491,158379,11781,26873,258080,218285
2021-06-04,58210,3432043,743212,12391,1191,301622,15105110,228,24726,1325569,97723,3241657,259096,138419,241898,381858,68559,237497,15010,12509,84964,26648891,1677997,694834,1725,499561,1935264,51345,470396,4225,860801,367018,299321,1951121,1168213,61508,159869,11862,26873,260408,219227
2021-06-05,58365,3458942,744134,12393,1193,303605,15184194,228,25228,1330997,97734,3257957,260934,139406,242342,383410,68663,238288,15110,12509,85061,26879049,1681451,700237,1806,503183,1937059,51582,477529,4225,863786,367438,301032,1960361,1173127,61530,161991,11932,26873,263114,220219
2021-06-06,58505,3485255,745331,12395,1193,305166,15252714,228,25709,1336107,97737,3272967,263385,140255,242810,386764,68760,239023,15191,12509,85146,27059020,1684814,705245,1866,506684,1938857,51828,483818,4225,866742,367850,302768,1967113,1176880,61550,163641,12000,26873,265582,221197
2021-06-07,58686,3510063,746479,12395,1193,306684,15333110,228,26299,1341340,97737,3290094,265867,141175,243274,388817,68787,239744,15267,12509,85237,27251753,1688288,710213,1931,510361,1940485,52242,490507,4225,869694,368258,304582,1974328,1180451,61562,166250,12098,26873,268133,222238
2021-06-08,58884,3534684,747516,12397,1193,308118,15421273,228,26719,1346065,97740,3304998,267798,142085,243723,390616,68878,240465,15359,12509,85334,27387645,1691701,713991,1978,513543,1942232,52424,496944,4225,872383,368682,306191,1980565,1184513,61579,168109,12176,26873,270167,223081
2021-06-09,59044,3556767,748420,12398,1193,309720,15509403,228,27159,1350296,97740,3320300,270817,142983,244114,391691,68939,241142,15430,12509,85421,27510704,1694898,718269,2047,516623,1943929,52424,502501,4225,874379,369104,307772,1987156,1187560,61595,169806,12251,26873,272087,223892
2021-06-10,59234,3587131,749487,12400,1193,311171,15600173,228,27814,1355195,97745,3337893,273577,143996,244547,392919,69009,241918,15533,12509,85543,27697966,1698370,722249,2134,520110,1945666,52762,508686,4225,877632,369530,309633,1994761,1191553,61614,172110,12333,26873,274816,224811
2021-06-11,59418,3615142,750604,12401,1193,312877,15705883,228,28372,1360286,97745,3355215,276136,145005,244995,394327,69097,242621,15617,12509,85663,27908167,1701747,727519,2208,524166,1947354,53025,516582,4225,880760,369938,311364,2002200,1195003,61630,174043,12414,26873,277315,225693
