,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2021-05-28,57097,3245227,736228,12377,1186,289758,14524107,228,20843,1287864,97709,3119577,241703,131245,238902,367814,68061,231717,14315,12509,84299,25142499,1652861,659712,1326,472990,1923217,49110,424272,4225,837974,364204,285736,1899842,1136447,61388,145381,11298,26873,242001,212288
2021-05-29,57215,3270692,737040,12378,1187,291418,14583142,228,21342,1293510,97710,3136602,243212,132152,239235,368971,68074,232503,14416,12509,84358,25387806,1656164,664718,1376,476798,1924946,49273,429993,4225,841121,364587,287582,1907015,1140781,61405,147114,11369,26873,244562,213091
2021-05-30,57333,3291810,737870,12380,1187,292913,14640010,228,21772,1298343,97710,3152133,244416,132960,239621,371355,68100,233308,14498,12509,84398,25555029,1659439,669063,1411,480134,1926670,49391,434866,4225,843865,364966,289238,1912604,1144875,61420,149230,11437,26873,246719,214034
2021-05-31,57466,3314056,738774,12381,1187,294261,14698721,228,22153,1303148,97713,3168524,245894,133821,240021,373227,68116,234022,14568,12509,84461,25750518,1663011,673149,1448,483491,1928372,49582,439952,4225,846373,365354,291160,1917302,1148669,61436,151158,11510,26873,249053,214733
2021-06-01,57617,3334621,739868,12383,1187,295692,14751579,228,22592,1307966,97714,3183477,247766,134594,240449,374712,68149,234744,14650,12509,84555,25877238,1666477,676681,1482,486469,1930087,49820,444437,4225,848917,365758,292610,1922395,1152252,61452,152637,11574,26873,251101,215534
2021-06-02,57755,3355565,740791,12385,1187,297095,14831771,228,23108,1312930,97714,3200505,250160,135574,240817,376028,68179,235519,14747,12509,84652,26066360,1670044,680795,1520,489812,1931803,50020,450206,4225,851881,366159,294388,1928420,1156532,61470,154386,11652,26873,253478,216255
2021-06-03,57919,3379816,741693,12386,1187,298427,14905181,228,23585,1317327,97714,3215700,252070,136439,241210,376674,68218,236208,14816,12509,84747,26193265,1673446,684654,1557,492956,1933477,50105,455280,4225,854465,366559,295968,1933074,1159839,61485,155714,11722,26873,255578,216882
2021-06-04,58069,3405202,742601,12388,1187,299758,14976565,228,24043,1322040,97714,3230211,254081,137293,241620,377834,68260,236929,14887,12509,84823,26359562,1676697,689056,1603,496138,1935162,50259,460532,4225,856949,366958,297491,1938944,1163352,61501,157000,11795,26873,257621,217673
2021-06-05,58210,3428484,743430,12390,1187,301345,15037042,228,24430,1327034,97722,3244814,255460,138090,242014,378959,68326,237660,14968,12509,84905,26536682,1680026,693604,1662,499204,1936932,50369,466871,4225,859609,367370,299003,1946811,1167385,61522,158600,11858,26873,259974,218475
2021-06-06,58330,3450274,744561,12392,1187,302633,15091819,228,24810,1331718,97723,3258263,257274,138817,242443,381253,68372,238334,15039,12509,84977,26689742,1683062,697678,1698,502200,1938713,50519,471672,4225,862053,367775,300567,1952600,1170438,61540,159989,11920,26873,262116,219249
2021-06-07,58496,3471135,745606,12392,1187,303767,15144196,228,25257,1336450,97723,3273300,258960,139656,242849,382609,68372,238971,15101,12509,85053,26854079,1686394,701345,1739,505170,1940326,50766,476847,4225,864385,368170,302113,1958309,1173468,61551,161874,12003,26873,264397,220066
2021-06-08,58668,3493006,746576,12394,1187,304887,15215920,228,25593,1340696,97724,3286219,260432,140430,243274,384000,68417,239635,15180,12509,85141,26967217,1689726,704600,1762,508035,1942058,50798,481892,4225,866628,368585,303301,1963015,1176984,61568,163443,12071,26873,266160,220748
2021-06-09,58817,3511776,747408,12395,1187,306042,15270846,228,25949,1344595,97724,3300593,262829,141173,243629,384807,68426,240248,15238,12509,85210,27054224,1692770,707827,1811,510730,1943732,50798,486177,4225,868053,368999,304663,1967968,1179573,61583,164984,12136,26873,267577,221375
2021-06-10,58991,3533187,748386,12397,1187,307170,15339419,228,26455,1349088,97727,3316357,264982,142049,244016,385741,68462,240925,15324,12509,85314,27187512,1696045,710927,1874,513681,1945456,50979,490775,4225,870381,369413,306172,1974057,1182772,61601,166830,12207,26873,269715,222094
2021-06-11,59145,3555834,749344,12398,1187,308446,15420657,228,26897,1353653,97727,3331120,266680,142863,244414,386654,68521,241572,15395,12509,85407,27332046,1699311,714844,1920,516722,1947132,51048,496579,4225,872776,369816,307684,1980665,1185718,61616,168419,12277,26873,271770,222799
2021-06-12,59267,3577079,750049,12399,1187,310077,15480938,228,27357,1358049,97727,3345437,268234,143610,244803,387861,68557,242277,15466,12509,85458,27462608,1702194,719280,1967,520244,1948833,51048,501894,4225,874907,370220,309156,1986802,1189006,61631,170096,12343,26873,273791,223426
2021-06-13,59411,3596161,750960,12401,1187,311183,15548190,228,27783,1362666,97727,3358266,270352,144452,245188,389905,68591,242918,15549,12509,85540,27581163,1705329,723385,2014,523444,1950605,51117,507206,4225,877339,370638,310431,1992036,1192544,61649,171643,12399,26873,275662,224398
2021-06-14,59563,3618433,751853,12403,1187,312230,15611189,228,28143,1366956,97728,3371613,272691,145084,245583,391161,68591,243444,15594,12509,85653,27674059,1708554,726758,2044,526243,1952380,51191,512175,4225,879078,371059,311544,1996167,1194996,61668,173199,12465,26873,277023,224980
2021-06-15,59735,3638469,752807,12404,1187,313370,15692058,228,28444,1370732,97728,3384869,274521,145881,246019,392114,68641,244037,15638,12509,85761,27745273,1711552,729645,2073,528541,1954051,51191,516627,4225,880628,371482,312614,2000341,1197078,61681,174583,12529,26873,278577,225560
2021-06-16,59893,3657589,753600,12405,1187,314407,15750858,228,28802,1374514,97728,3398300,276535,146588,246396,392869,68654,244644,15693,12509,85847,27830105,1714645,732471,2112,531081,1955708,51191,520883,4225,882063,371901,313799,2004684,1199426,61696,175964,12596,26873,280043,226098
2021-06-17,60048,3679714,754532,12407,1187,315496,15817119,228,29271,1378567,97729,3413591,278261,147243,246823,393929,68713,245260,15762,12509,85978,27953949,1717849,736479,2169,533910,1957448,51237,525045,4225,884461,372335,315121,2009615,1202389,61716,177480,12660,26873,281696,226872
2021-06-18,60210,3698577,755383,12408,1187,316210,15883748,228,29612,1382303,97729,3424995,279630,147806,247228,394518,68782,245766,15812,12510,86071,28011855,1720777,739255,2199,536337,1959105,51237,529014,4225,886647,372738,316083,2014769,1204509,61729,178377,12709,26873,283328,227476
2021-06-19,60343,3716244,756089,12408,1187,317219,15936038,228,29888,1386206,97729,3436517,281027,148369,247588,395324,68828,246280,15865,12510,86133,28090827,1723482,742129,2240,538734,1960722,51237,533056,4225,888218,373131,317226,2019817,1206565,61740,179687,12769,26873,284543,228035
2021-06-20,60486,3736268,756978,12411,1187,318088,16002090,228,30172,1390375,97729,3449499,282355,148959,247965,397887,68867,246857,15922,12512,86204,28162208,1726471,744872,2278,541577,1962502,51339,537492,4225,890060,373560,318238,2025252,1209072,61760,181022,12827,26873,285950,228726
2021-06-21,60655,3758714,757905,12412,1187,318846,16074263,228,30509,1394372,97729,3461929,284219,149546,248434,399696,68873,247385,15970,12512,86295,28248121,1729485,748097,2321,544459,1964176,51339,542735,4225,891555,373977,319441,2029275,1211922,61774,182216,12896,26873,287623,229459
2021-06-22,60817,3778242,758854,12414,1187,319527,16136019,228,30823,1398175,97729,3474116,285618,150209,248850,400963,68900,247941,16027,12512,86381,28308725,1732529,750909,2352,546940,1965937,51339,547409,4225,893298,374421,320319,2034886,1214640,61790,183486,12951,26873,288978,229984
2021-06-23,60984,3794835,759720,12415,1187,320556,16196251,228,31118,1401530,97729,3484890,287762,150738,249237,401791,68949,248469,16073,12512,86469,28367954,1735506,754042,2382,549237,1967614,51339,551119,4225,894916,374842,321253,2040037,1217237,61803,184885,13005,26873,290418,230489
2021-06-24,61137,3813789,760577,12416,1187,321019,16266004,228,31429,1405050,97729,3496321,289311,151205,249640,402286,68992,249054,16119,12512,86560,28417386,1738489,756815,2410,551351,1969273,51339,553923,4225,896681,375253,322307,2044012,1219274,61816,185879,13062,26873,291677,231041
