,Bhutan,Afghanistan,Belize,Mongolia,Indonesia,Peru,Uruguay,Pakistan,Bangladesh,Sri Lanka,Nicaragua,Japan,India,Dominican Republic,Mexico,Singapore,Cuba,Panama,Brazil,Honduras,Paraguay,Cambodia,Nepal,Suriname,Philippines,Ecuador,China,Colombia,Thailand,El Salvador,Guatemala,Costa Rica,Haiti,Argentina,Chile,Guyana,Malaysia
2020-01-22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0,4,0,0,0,0,0,0,0,0
2020-01-23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,4,0,0,0,0,0,0,0,0
2020-01-24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,920,0,5,0,0,0,0,0,0,0,0
2020-01-25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1406,0,6,0,0,0,0,0,0,0,3
2020-01-26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2075,0,8,0,0,0,0,0,0,0,4
2020-01-27,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0,0,0,0,0,1,1,0,0,0,2877,0,8,0,0,0,0,0,0,0,4
2020-01-28,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,6,0,0,0,0,0,1,1,0,0,0,5509,0,14,0,0,0,0,0,0,0,4
2020-01-29,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,6,0,0,0,0,0,1,1,0,0,0,6087,0,14,0,0,0,0,0,0,0,6
2020-01-30,0,0,0,0,0,0,0,0,0,1,0,11,1,0,0,10,0,0,0,0,0,1,1,0,0,0,8141,0,14,0,0,0,0,0,0,0,8
2020-01-31,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,13,0,0,0,0,0,1,1,0,0,0,9802,0,18,0,0,0,0,0,0,0,8
2020-02-01,0,0,0,0,0,0,0,0,0,1,0,20,1,0,0,16,0,0,0,0,0,1,1,0,0,0,11891,0,18,0,0,0,0,0,0,0,8
2020-02-02,0,0,0,0,0,0,0,0,0,1,0,20,1,0,0,18,0,0,0,0,0,1,1,0,2,0,16630,0,18,0,0,0,0,0,0,0,8
2020-02-03,0,0,0,0,0,0,0,0,0,1,0,20,3,0,0,18,0,0,0,0,0,1,1,0,2,0,19716,0,18,0,0,0,0,0,0,0,8
2020-02-04,0,0,0,0,0,0,0,0,0,1,0,21,3,0,0,24,0,0,0,0,0,1,1,0,2,0,23706,0,24,0,0,0,0,0,0,0,10
2020-02-05,0,0,0,0,0,0,0,0,0,1,0,23,3,0,0,27,0,0,0,0,0,1,1,0,2,0,27440,0,24,0,0,0,0,0,0,0,12
2020-02-06,0,0,0,0,0,0,0,0,0,1,0,23,3,0,0,27,0,0,0,0,0,1,1,0,2,0,30587,0,24,0,0,0,0,0,0,0,12
2020-02-07,0,0,0,0,0,0,0,0,0,1,0,23,3,0,0,29,0,0,0,0,0,1,1,0,3,0,34110,0,24,0,0,0,0,0,0,0,12
2020-02-08,0,0,0,0,0,0,0,0,0,1,0,24,3,0,0,33,0,0,0,0,0,1,1,0,3,0,36814,0,32,0,0,0,0,0,0,0,16
2020-02-09,0,0,0,0,0,0,0,0,0,1,0,24,3,0,0,40,0,0,0,0,0,1,1,0,3,0,39828,0,32,0,0,0,0,0,0,0,16
2020-02-10,0,0,0,0,0,0,0,0,0,1,0,26,3,0,0,44,0,0,0,0,0,1,1,0,3,0,42354,0,32,0,0,0,0,0,0,0,18
2020-02-11,0,0,0,0,0,0,0,0,0,1,0,27,3,0,0,46,0,0,0,0,0,1,1,0,3,0,44386,0,33,0,0,0,0,0,0,0,18
2020-02-12,0,0,0,0,0,0,0,0,0,1,0,28,3,0,0,50,0,0,0,0,0,1,1,0,3,0,44759,0,33,0,0,0,0,0,0,0,18
2020-02-13,0,0,0,0,0,0,0,0,0,1,0,33,3,0,0,58,0,0,0,0,0,1,1,0,3,0,59895,0,33,0,0,0,0,0,0,0,19
2020-02-14,0,0,0,0,0,0,0,0,0,1,0,43,3,0,0,67,0,0,0,0,0,1,1,0,3,0,66358,0,33,0,0,0,0,0,0,0,19
2020-02-15,0,0,0,0,0,0,0,0,0,1,0,54,3,0,0,72,0,0,0,0,0,1,1,0,3,0,68413,0,34,0,0,0,0,0,0,0,22
2020-02-16,0,0,0,0,0,0,0,0,0,1,0,60,3,0,0,74,0,0,0,0,0,1,1,0,3,0,70513,0,34,0,0,0,0,0,0,0,22
2020-02-17,0,0,0,0,0,0,0,0,0,1,0,67,3,0,0,77,0,0,0,0,0,1,1,0,3,0,72434,0,35,0,0,0,0,0,0,0,22
2020-02-18,0,0,0,0,0,0,0,0,0,1,0,79,3,0,0,81,0,0,0,0,0,1,1,0,3,0,74211,0,35,0,0,0,0,0,0,0,22
2020-02-19,0,0,0,0,0,0,0,0,0,1,0,85,3,0,0,84,0,0,0,0,0,1,1,0,3,0,74619,0,35,0,0,0,0,0,0,0,22
2020-02-20,0,0,0,0,0,0,0,0,0,1,0,94,3,0,0,84,0,0,0,0,0,1,1,0,3,0,75077,0,35,0,0,0,0,0,0,0,22
2020-02-21,0,0,0,0,0,0,0,0,0,1,0,112,3,0,0,85,0,0,0,0,0,1,1,0,3,0,75550,0,35,0,0,0,0,0,0,0,22
2020-02-22,0,0,0,0,0,0,0,0,0,1,0,137,3,0,0,85,0,0,0,0,0,1,1,0,3,0,77001,0,35,0,0,0,0,0,0,0,22
2020-02-23,0,0,0,0,0,0,0,0,0,1,0,148,3,0,0,89,0,0,0,0,0,1,1,0,3,0,77022,0,35,0,0,0,0,0,1,0,22
2020-02-24,0,1,0,0,0,0,0,0,0,1,0,160,3,0,0,89,0,0,0,0,0,1,1,0,3,0,77241,0,35,0,0,0,0,0,1,0,22
2020-02-25,0,1,0,0,0,0,0,2,0,1,0,172,3,0,0,91,0,0,0,0,0,1,1,0,3,0,77754,0,37,0,0,0,0,0,1,0,22
2020-02-26,0,1,0,0,0,0,0,2,0,1,0,192,3,0,0,93,0,0,0,0,0,1,1,0,3,0,78166,0,40,0,0,0,0,0,1,0,22
2020-02-27,0,1,0,0,0,0,0,2,0,1,0,218,3,0,0,93,0,0,0,0,0,1,1,0,3,0,78600,0,40,0,0,0,0,0,1,0,23
2020-02-28,0,1,0,0,0,0,0,4,0,1,0,236,3,0,1,93,0,0,0,0,0,1,1,0,3,0,78928,0,41,0,0,0,0,0,1,0,23
2020-02-29,0,1,0,0,0,0,0,4,0,1,0,245,3,0,4,101,0,0,1,0,0,1,1,0,3,0,79356,0,42,0,0,0,0,0,1,0,25
2020-03-01,0,1,0,0,0,0,0,4,0,1,0,259,3,0,5,106,0,0,1,0,0,1,1,0,3,6,79931,0,42,0,0,0,0,0,9,0,28
2020-03-02,0,1,0,0,2,0,0,5,0,1,0,278,5,0,5,108,0,0,1,0,0,1,1,0,3,6,80135,0,42,0,0,0,0,0,9,0,28
2020-03-03,0,2,0,0,2,0,0,5,0,1,0,297,5,0,5,110,0,0,1,0,0,1,1,0,3,7,80261,0,42,0,0,0,0,1,10,0,36
2020-03-04,0,4,0,0,2,0,0,5,0,1,0,333,28,0,5,110,0,0,3,0,0,1,1,0,3,10,80386,0,42,0,0,0,0,1,10,0,50
2020-03-05,0,4,0,0,2,0,0,5,0,1,0,365,29,0,5,117,0,0,3,0,0,1,1,0,3,13,80536,0,47,0,0,0,0,1,13,0,50
2020-03-06,1,4,0,0,4,1,0,5,0,1,0,420,31,1,6,130,0,0,13,0,0,1,1,0,5,13,80690,1,48,0,0,0,0,2,13,0,82
2020-03-07,1,4,0,0,4,1,0,5,0,1,0,465,33,1,6,138,0,0,13,0,0,1,1,0,6,13,80770,1,49,0,0,0,0,8,13,0,93
2020-03-08,1,4,0,0,6,6,0,5,3,1,0,498,38,4,7,150,0,0,20,0,1,2,1,0,10,14,80823,1,49,0,0,5,0,11,20,0,99
2020-03-09,1,6,0,0,19,6,0,16,3,1,0,527,43,4,7,150,0,0,24,0,1,2,1,0,20,14,80860,1,49,0,0,9,0,11,20,0,116
2020-03-10,1,8,0,1,27,11,0,19,3,1,0,584,55,4,7,160,0,1,30,0,1,2,1,0,32,14,80887,3,53,0,0,9,0,17,25,0,129
2020-03-11,1,11,0,1,34,11,0,20,3,2,0,640,62,4,8,178,0,8,38,1,5,3,1,0,49,17,80921,9,59,0,0,13,0,19,34,0,149
2020-03-12,1,12,0,1,34,15,0,28,3,2,0,696,72,4,12,178,3,11,52,1,5,3,1,0,52,17,80932,9,70,0,0,22,0,19,34,1,149
2020-03-13,1,13,0,1,69,28,4,31,3,6,0,733,82,4,26,200,3,27,150,1,6,4,1,0,64,17,80945,12,75,0,0,23,0,31,55,1,197
2020-03-14,1,15,0,1,96,38,6,53,3,10,0,795,102,11,41,212,3,36,150,1,6,6,1,0,111,28,80977,22,82,0,0,26,0,34,88,1,238
2020-03-15,1,16,0,1,117,43,8,136,5,17,0,826,112,11,53,226,3,43,162,3,6,6,1,0,140,28,81003,34,114,0,0,27,0,45,101,4,428
2020-03-16,1,18,0,1,134,86,29,235,8,28,0,843,118,11,82,243,3,55,199,6,8,6,1,0,142,37,81033,57,146,0,1,35,0,56,182,4,566
2020-03-17,1,20,0,4,172,117,50,299,10,44,0,893,142,21,93,266,5,69,320,7,9,33,1,0,186,58,81058,75,177,0,6,40,0,68,228,6,673
2020-03-18,1,24,0,6,227,145,79,454,14,51,0,928,155,21,117,313,6,86,372,9,11,35,1,0,202,111,81102,101,212,0,6,49,0,79,264,6,790
2020-03-19,1,25,0,6,311,234,94,501,17,60,0,968,194,34,164,345,11,109,621,12,11,37,1,0,217,198,81155,107,272,1,9,69,0,96,264,6,900
2020-03-20,1,29,0,6,368,234,110,730,20,73,0,1022,244,72,203,385,15,137,793,24,13,51,1,3,230,367,81250,158,322,1,12,88,1,128,461,6,1030
2020-03-21,1,30,0,9,450,318,135,776,25,77,2,1059,330,112,250,432,21,200,1021,24,18,53,1,3,307,506,81305,196,411,3,17,116,1,158,592,6,1183
2020-03-22,1,34,0,9,514,363,158,875,27,82,2,1104,395,202,316,454,35,312,1546,26,22,84,1,5,380,788,81435,231,599,3,19,134,1,266,687,19,1306
2020-03-23,1,41,1,9,579,395,162,972,33,97,2,1144,499,244,367,508,40,345,1923,30,22,87,1,5,462,981,81498,277,720,3,20,157,1,301,801,20,1518
2020-03-24,1,43,1,9,686,415,189,1063,39,102,2,1217,536,312,404,558,48,345,2247,30,27,91,1,7,552,1082,81591,378,827,5,21,177,7,387,976,5,1623
2020-03-25,1,76,1,9,790,479,217,1201,39,102,2,1314,657,391,475,631,57,443,2553,36,37,96,3,7,635,1173,81660,469,933,9,24,201,7,387,1197,5,1796
2020-03-26,1,79,1,11,893,580,237,1373,43,105,2,1416,727,487,585,683,67,557,2985,52,41,96,3,7,707,1402,81782,491,1045,13,25,231,7,502,1361,5,2031
2020-03-27,3,91,1,11,1046,635,274,1495,47,105,2,1530,886,580,717,732,80,673,3417,67,52,99,4,7,802,1595,81897,539,1135,13,28,263,7,589,1665,5,2160
2020-03-28,3,107,1,12,1155,671,303,1597,47,113,4,1728,987,719,848,802,119,785,3904,94,56,99,5,7,1075,1823,81999,607,1244,19,34,295,7,690,2015,8,2320
2020-03-29,4,118,1,12,1285,851,308,1717,47,117,4,1907,1024,859,993,844,139,900,4256,109,59,103,5,7,1418,1924,82122,702,1388,24,34,314,7,745,2245,8,2470
2020-03-30,4,146,2,12,1414,949,320,1938,49,122,4,2001,1250,901,1094,879,170,989,4579,139,64,107,5,7,1545,1962,82198,798,1523,29,36,330,15,820,2555,8,2626
2020-03-31,4,175,2,12,1528,1065,338,2118,51,143,5,2255,1397,1108,1215,925,186,1181,5717,141,65,109,5,9,2084,2240,82278,906,1651,32,38,346,15,1053,2844,12,2766
2020-04-01,4,197,2,14,1677,1322,350,2421,54,146,5,2535,1998,1284,1378,1000,211,1181,6835,172,69,109,5,10,2311,2748,82361,1065,1771,32,39,375,15,1053,3137,19,2908
2020-04-02,5,240,2,14,1790,1414,369,2686,56,151,5,2817,2543,1380,1510,1049,233,1317,8043,218,77,110,6,10,2633,3163,82432,1161,1874,40,46,395,15,1132,3510,19,3116
2020-04-03,5,275,4,14,1985,1595,386,2818,61,159,5,3154,2566,1488,1687,1114,269,1475,9056,222,92,113,6,10,3018,3368,82511,1267,1978,46,50,416,15,1265,3843,22,3333
2020-04-04,5,300,4,14,2092,1745,400,3157,70,166,5,3525,3082,1488,1890,1189,288,1673,10360,264,96,113,9,10,3094,3464,82543,1406,2067,56,61,435,17,1451,4355,22,3483
2020-04-05,5,338,5,14,2273,2281,406,3766,87,175,5,3875,3588,1745,2143,1309,320,1801,11130,268,104,113,9,10,3245,3646,82601,1485,2168,62,61,454,17,1451,4665,24,3662
2020-04-06,5,368,7,15,2490,2561,415,4034,122,178,5,4110,4778,1827,2438,1374,349,1988,12160,298,112,113,9,10,3660,3747,82665,1579,2220,69,70,467,21,1553,5009,31,3793
2020-04-07,5,424,7,15,2738,2954,424,4263,163,185,5,4485,5311,1956,2784,1481,396,2100,14033,304,115,115,9,10,3764,3747,82718,1780,2258,78,77,483,24,1627,5310,33,3962
2020-04-08,5,444,8,16,2955,4342,456,4489,218,189,5,5020,5916,2110,3181,1623,456,2249,16170,311,118,117,9,10,3869,4449,82809,2054,2369,93,87,502,24,1714,5739,37,4119
2020-04-09,5,484,9,16,3293,5256,472,4695,330,190,7,5614,6724,2348,3441,1910,515,2528,18092,343,123,119,9,10,4076,4965,82883,2223,2423,102,95,539,27,1795,6166,37,4228
2020-04-10,5,531,10,16,3512,5897,494,5011,424,190,7,6250,7598,2620,3844,2108,564,2752,19638,381,129,119,9,10,4195,7160,82940,2473,2473,117,126,557,30,1975,6694,37,4346
2020-04-11,5,555,13,16,3841,6848,500,5230,482,198,7,6951,8446,2759,4219,2299,620,2974,20727,392,133,120,9,10,4428,7257,83014,2709,2518,118,137,576,30,1975,7366,45,4530
2020-04-12,5,608,14,16,4241,7518,479,5496,621,209,9,7473,9205,2967,4661,2532,669,3234,22192,393,134,122,12,10,4648,7466,83134,2775,2551,125,154,595,31,2142,7652,45,4682
2020-04-13,5,666,18,17,4557,9784,482,5837,803,217,9,7773,10453,3167,5014,2917,726,3400,23430,397,147,122,14,10,4931,7529,83213,2852,2579,137,156,612,31,2208,7963,45,4817
2020-04-14,5,715,18,29,4838,10303,491,6383,1012,232,9,8277,11486,3285,5399,3252,766,3472,25261,407,159,122,16,10,5222,7602,83306,2979,2613,149,167,618,40,2276,8356,47,4987
2020-04-15,5,785,18,29,5136,11475,493,6919,1231,237,9,8835,12322,3614,5847,3698,814,3574,28319,419,161,122,16,10,5453,7858,83356,3105,2643,158,180,626,40,2443,8712,55,5072
2020-04-16,5,840,18,31,5516,12491,502,7024,1572,237,9,9398,13430,3755,6297,4427,862,3750,30425,426,174,122,16,10,5659,8225,83403,3233,2672,163,196,642,40,2571,9245,55,5182
2020-04-17,5,906,18,31,5923,13489,508,7638,1838,244,9,9958,14352,4126,6875,5050,923,4016,33682,442,199,122,30,10,5878,8450,83759,3439,2700,176,213,649,40,2669,9691,63,5251
2020-04-18,5,933,18,31,6248,14420,517,8348,2144,254,9,10548,15721,4335,7496,5992,986,4210,36657,457,201,122,31,10,6087,9022,83787,3621,2733,190,235,655,42,2758,10598,63,5305
2020-04-19,5,997,18,32,6574,15628,528,8418,2456,270,10,10914,17614,4680,8260,6588,1035,4273,38653,472,206,122,31,10,6259,9468,83805,3792,2765,200,257,660,44,2839,10956,65,5389
2020-04-20,5,1026,18,33,6760,16325,535,9565,2948,304,10,11258,18539,4964,8772,8014,1087,4467,40743,477,208,122,31,10,6459,10128,83817,3977,2792,218,289,662,44,2941,11374,65,5425
2020-04-21,6,1092,18,33,7135,17837,543,10076,3382,310,10,11640,20079,5043,9501,9125,1137,4658,43079,494,208,122,42,10,6599,10398,83853,4149,2811,225,294,669,47,3030,11700,66,5482
2020-04-22,6,1177,18,35,7418,19250,549,11155,3772,330,10,12037,21370,5300,10544,10141,1188,4821,45757,510,213,122,45,10,6709,10849,83868,4356,2826,237,316,681,56,3144,12164,67,5532
2020-04-23,7,1236,18,36,7775,20914,557,11940,4186,368,11,12469,23077,5542,11633,11178,1234,5165,50036,518,213,122,48,10,6981,11183,83884,4561,2839,250,384,686,58,3435,12680,70,5602
2020-04-24,7,1331,18,37,8210,21648,563,12723,4689,419,11,12854,24530,5749,12871,12075,1284,5338,54043,591,223,122,49,10,7191,22718,83899,4881,2854,274,430,687,62,3607,13173,72,5691
2020-04-25,7,1464,18,37,8607,25331,596,13328,4998,460,11,13186,26283,5926,13841,12692,1337,5538,59324,627,227,122,49,10,7294,22718,83909,5142,2907,274,473,693,71,3780,14536,72,5742
2020-04-26,7,1532,18,37,8882,27517,606,13915,5416,522,13,13405,27890,6135,14677,13624,1369,5779,63100,627,227,122,52,10,7579,22718,83912,5379,2922,298,500,695,71,3892,15010,74,5780
2020-04-27,7,1704,18,37,9096,28699,620,14612,5913,588,13,13576,29451,6293,15529,14423,1388,6021,67446,661,227,122,52,10,7777,23240,83918,5597,2931,323,530,697,71,4002,15492,74,5820
2020-04-28,7,1830,18,37,9511,31190,625,15525,6461,619,13,13860,31324,6416,16752,14951,1437,6021,73235,702,238,122,53,10,7958,24258,83940,5949,2938,345,530,705,74,4127,16044,74,5851
2020-04-29,7,1939,18,37,9771,33931,630,16816,7103,649,13,14076,33062,6652,17799,15641,1467,6378,79685,738,238,122,57,10,8212,24674,83944,6206,2947,377,557,713,76,4285,16564,78,5945
2020-04-30,7,2127,18,37,10118,36976,643,18114,7667,663,14,14284,34863,6972,19224,16169,1500,6532,87187,770,266,122,57,10,8488,24934,83956,6507,2954,394,598,719,76,4428,17702,82,6001
2020-05-01,7,2291,18,37,10551,40459,647,19103,8237,690,14,14558,37257,7288,20739,17100,1537,6720,92202,804,332,122,59,10,8772,26336,83959,7006,2960,424,644,725,76,4531,18687,82,6071
2020-05-02,7,2470,18,39,10843,42534,652,20084,8790,705,14,14861,39699,7578,22088,17548,1611,7090,97100,1010,370,122,59,10,8928,27463,83959,7285,2966,446,688,733,81,4681,21213,82,6176
2020-05-03,7,2705,18,39,11192,45928,654,20941,9455,717,14,15061,42504,7953,23471,18205,1649,7090,101825,1055,396,122,75,10,9223,29538,83963,7668,2969,490,703,739,85,4783,22441,82,6298
2020-05-04,7,2895,18,40,11587,47372,657,22049,10143,751,14,15229,46437,8235,24905,18778,1668,7196,108620,1178,415,122,75,10,9485,31881,83966,7972,2987,555,730,742,85,4887,23421,91,6353
2020-05-05,7,3225,18,41,12071,51189,669,24073,10929,771,16,15353,49400,8480,26025,19410,1685,7523,115455,1270,431,122,82,10,9684,31881,83968,8613,2988,587,763,755,88,5020,24794,93,6383
2020-05-06,7,3392,18,41,12438,54817,672,24643,11719,797,16,15455,52986,8807,27634,20197,1703,7731,126611,1461,440,122,99,10,10004,31881,83970,8959,2989,633,798,761,99,5208,25826,93,6428
2020-05-07,7,3564,18,41,12776,58526,684,26435,12424,823,16,15553,56351,9095,29616,20939,1729,7868,135773,1684,462,122,101,10,10343,30297,83975,9456,2992,695,832,765,101,5371,27359,93,6467
2020-05-08,7,3781,18,41,13112,61846,694,28736,13134,835,16,15639,59695,9376,31522,21707,1741,8069,146894,1771,563,122,101,10,10463,28817,83976,10051,3000,742,900,773,108,5611,28749,93,6535
2020-05-09,7,4042,18,41,13645,65014,702,30333,13770,847,16,15755,62808,9882,33460,22460,1754,8282,156061,1830,689,122,109,10,10609,29071,83990,10495,3004,784,966,780,129,5776,32208,93,6589
2020-05-10,7,4403,18,41,14031,67307,707,32081,14657,863,16,15824,67160,10347,35022,23335,1766,8448,162699,1971,713,122,109,10,10793,29559,84010,11063,3009,889,1052,791,146,6034,33855,104,6656
2020-05-11,9,4687,18,41,14265,68821,711,34336,15690,869,16,15861,70768,10633,36327,23822,1783,8616,169594,2100,724,122,134,10,11086,29509,84011,11613,3014,958,1114,801,151,6278,35052,109,6726
2020-05-12,11,4967,18,41,14748,72059,717,35298,16660,888,24,15948,74292,10900,38324,24670,1804,8783,178214,2080,737,122,217,10,11350,30418,84018,12271,3016,998,1199,804,172,6563,36710,113,6742
2020-05-13,15,5227,18,41,15438,76306,719,35788,17822,915,24,15998,78055,11196,40186,25346,1810,8944,190137,2255,740,122,250,10,11618,30486,84024,12930,3016,1037,1342,815,208,6879,39370,113,6778
2020-05-14,20,5640,18,98,16005,80604,724,38799,18863,924,24,16096,81997,11320,42595,26098,1830,9118,203164,2318,754,122,249,10,11876,30502,84029,13609,3017,1112,1518,830,219,7134,42029,113,6819
2020-05-15,21,6053,18,98,16496,84495,732,38799,20065,935,24,16148,85784,11739,45032,26890,1840,9268,220291,2460,759,122,266,10,12090,31466,84038,14216,3025,1210,1643,843,234,7479,44531,116,6855
2020-05-16,21,6403,18,135,17025,88541,733,40151,20995,960,24,16201,90648,12110,47144,27356,1862,9449,233510,2565,778,122,291,10,12305,32763,84044,14939,3025,1265,1763,853,272,7805,50016,117,6872
2020-05-17,21,6664,18,135,17513,92273,733,42125,22268,981,24,16226,95697,12314,49219,28038,1871,9606,241079,2646,786,122,294,10,12513,33182,84054,15574,3028,1337,1763,863,310,8067,52369,117,6893
2020-05-18,21,7073,18,140,18010,94933,736,43966,23870,992,24,16259,100328,12725,51633,28343,1881,9726,255368,2798,788,122,374,11,12718,33582,84063,16295,3031,1413,1912,866,358,8370,54646,124,6941
2020-05-19,21,7654,18,140,18496,99483,738,45898,25121,1027,254,16287,106474,13223,54346,28794,1886,9867,271885,2955,829,122,401,11,12942,34151,84063,16935,3033,1498,2133,882,455,8809,58167,125,6978
2020-05-20,21,8146,18,140,19189,104020,746,48091,26738,1028,254,16321,112028,13477,56594,29364,1900,9977,291579,2955,833,122,427,11,13221,34854,84063,17687,3034,1571,2265,897,533,9283,62205,125,7009
2020-05-21,21,8677,18,140,20162,108769,749,50694,28511,1055,279,16362,118226,13657,59567,29812,1908,10116,310087,3204,835,123,457,11,13434,35306,84063,18330,3037,1639,2512,903,596,9931,66169,126,7059
2020-05-22,21,9219,18,141,20796,111698,753,52436,30205,1068,279,16385,124794,13988,62526,30425,1916,10267,330890,3477,838,123,516,11,13597,35828,84081,19131,3037,1725,2743,910,662,10649,70444,126,7136
2020-05-23,24,10001,18,141,21745,115754,764,54601,32078,1089,279,16410,131423,14422,65856,31068,1930,10577,347398,3477,850,124,583,11,13777,36258,84083,20177,3040,1819,3054,918,734,11353,80287,126,7185
2020-05-24,24,10585,18,141,22271,119958,769,56349,33610,1141,279,16451,138536,14801,68620,31616,1940,10925,363211,3949,862,124,603,11,14035,36756,84094,21175,3040,1914,3424,930,812,12076,83995,135,7245
2020-05-25,26,11176,18,141,22750,123979,787,57705,35585,1182,279,16472,144950,15073,71105,31960,1947,11183,374898,4189,865,124,682,11,14319,37355,84102,21981,3041,1983,3760,951,865,12628,88890,137,7417
2020-05-26,26,11834,18,141,23164,129751,789,59150,36751,1319,759,16501,150792,15264,74560,32343,1963,11447,391221,4401,877,124,771,11,14669,37355,84103,23002,3044,2042,3954,956,958,13228,92855,139,7604
2020-05-27,28,12459,18,148,23850,135905,803,61227,38292,1469,759,16528,158086,15723,78023,32876,1974,11728,411821,4640,883,124,885,11,15048,38103,84105,24104,3054,2109,4145,984,1063,13933,97183,139,7618
2020-05-28,31,13038,18,161,24538,141779,811,64027,40320,1530,759,16598,165386,16068,81400,33249,1983,12131,438237,4752,900,124,1042,11,15588,38471,84105,25366,3065,2194,4348,999,1174,14702,101837,150,7628
2020-05-29,31,13662,18,179,25215,148285,815,66457,42844,1557,759,16673,173491,16531,84627,33859,2005,12531,465166,4752,916,124,1212,11,16634,38571,84122,26688,3075,2277,4607,1022,1320,15419,105532,150,7732
2020-05-30,33,14528,18,179,25773,155671,820,69496,44608,1620,759,16716,181827,16908,87512,34366,2025,13018,498439,5094,964,125,1401,14,17224,38571,84128,28235,3077,2395,4739,1047,1443,16214,118719,152,7762
2020-05-31,43,15207,18,179,26473,164476,823,72460,47153,1633,759,16750,190608,17284,90664,34884,2045,13463,514849,5202,986,125,1572,23,18086,39098,84146,29383,3081,2517,5087,1056,1584,16851,123550,152,7819
2020-06-01,43,15753,18,185,26939,170039,825,76398,49534,1642,759,16787,198370,17572,93435,35292,2083,13837,526446,5361,995,125,1811,44,18638,39098,84154,30493,3082,2582,5335,1084,1865,17415,129019,152,7857
2020-06-02,47,16512,18,185,27549,178165,825,80463,52445,1683,1118,16837,207190,17752,97326,35836,2091,14095,555383,5526,1013,125,2098,54,18997,40413,84161,31832,3083,2653,5585,1105,2124,18319,132548,152,7877
2020-06-03,47,17270,18,185,28233,178914,828,85264,55140,1749,1118,16867,216824,18040,101238,36405,2106,14609,584016,5690,1069,125,2300,74,19748,40966,84159,33354,3084,2705,5759,1157,2226,19268,137490,152,7969
2020-06-04,47,18057,18,186,28817,183197,832,89249,57563,1797,1118,16911,226713,18319,105680,36921,2119,15044,614941,5880,1086,125,2634,81,20381,40966,84171,35120,3101,2781,6154,1194,2507,20197,142154,152,8247
2020-06-05,48,18972,19,190,29521,187400,834,93983,60391,1801,1118,16958,236184,18708,110026,37183,2132,15463,645771,5971,1087,125,2912,90,20626,41575,84177,36635,3102,2849,6485,1227,2604,21036,146361,152,8266
2020-06-06,48,19554,19,193,30514,191758,844,98943,63026,1814,1118,17000,246622,19195,113618,37527,2173,16004,672846,6155,1090,125,3234,100,21340,42728,84186,38027,3104,2934,6792,1263,2640,22019,160351,154,8303
2020-06-07,58,20345,19,193,31186,196515,844,103670,65769,1834,1118,17039,257486,19600,117102,37910,2191,16424,691758,6327,1134,126,3448,121,21895,43119,84191,39236,3112,3015,7054,1318,2924,22794,166756,154,8322
2020-06-08,58,20920,19,194,32033,199696,844,108316,68504,1857,1118,17060,265928,20126,120102,38296,2199,16854,707412,6450,1145,126,3762,127,22473,43377,84195,40718,3119,3104,7502,1342,3071,23620,171452,154,8329
2020-06-09,58,21462,20,194,33076,203735,846,113702,71674,1859,1463,17111,276146,20414,124300,38513,2205,17233,739502,6935,1187,126,4086,137,22992,43917,84198,42078,3121,3191,7866,1375,3334,24761,175364,156,8336
2020-06-10,58,22146,20,194,34316,208823,847,119536,74864,1868,1463,17146,286605,20807,129183,38965,2211,17888,772416,7360,1202,126,4364,144,23731,44439,84209,43682,3124,3274,8221,1461,3538,25987,181062,156,8337
2020-06-11,61,22893,20,197,35295,214788,847,125933,78052,1877,1463,17187,297535,21437,133974,39387,2219,18586,802828,7669,1229,126,4614,168,24175,44439,84216,45211,3124,3373,8561,1538,3661,27373,186698,157,8369
2020-06-12,61,23550,20,197,36406,214788,847,125933,81523,1880,1463,17250,308992,22008,139195,39850,2233,19211,828810,8132,1254,126,5062,187,24787,45778,84227,46858,3129,3480,8981,1612,3796,28764,193452,159,8402
2020-06-13,66,24106,20,197,37420,220749,847,132405,84379,1884,1463,17293,320921,22572,142690,40197,2237,20058,850514,8455,1261,128,5334,196,25392,46356,84286,48746,3134,3603,9491,1662,3940,30295,201634,159,8445
2020-06-14,66,24769,20,197,38277,229735,848,144478,87519,1889,1463,17369,332424,22961,146837,40604,2248,21418,867624,8858,1289,128,5760,208,25929,46751,84335,50939,3135,3720,9845,1715,3940,31577,208571,159,8453
2020-06-15,67,25531,21,197,39294,232992,848,148920,90619,1904,1463,17439,343091,23271,150264,40818,2262,21422,888271,9178,1296,128,6211,229,26420,47322,84378,53063,3135,3826,10271,1743,4165,32785,213715,159,8494
