,Bhutan,Afghanistan,Belize,Mongolia,Indonesia,Peru,Uruguay,Pakistan,Bangladesh,Sri Lanka,Nicaragua,Japan,India,Dominican Republic,Mexico,Singapore,Cuba,Panama,Brazil,Honduras,Paraguay,Cambodia,Nepal,Suriname,Philippines,Ecuador,China,Colombia,Thailand,El Salvador,Guatemala,Costa Rica,Haiti,Argentina,Chile,Guyana,Malaysia
2021-03-01,867,55733,12313,2999,1341313,1329805,58588,582528,546801,83552,6445,432778,11124527,239997,2089281,59948,50590,341420,10587001,170985,160447,844,274216,8933,578381,286367,100989,2255260,26031,60337,174653,205085,12448,2112022,829770,8595,302580
2021-03-02,867,55758,12320,3032,1347026,1338297,59171,583915,547316,83870,6489,433700,11139516,240201,2097194,59956,51586,342019,10646926,171758,161530,878,274293,8939,580442,286725,101013,2259599,26073,60491,175411,205514,12493,2118676,832511,8625,304135
2021-03-03,867,55770,12328,3075,1353834,1338297,60073,585434,547930,84226,6489,434944,11156923,240773,2104987,59979,52501,342741,10718630,172100,162871,909,274381,8953,582223,289471,101037,2262646,26108,60640,176250,205890,12530,2126531,835552,8648,305879
2021-03-04,867,55775,12329,3153,1361098,1344968,60945,587013,548549,84610,6489,436093,11173761,241392,2112508,59998,53308,343281,10793732,172577,164310,932,274488,8959,584667,289735,101055,2266211,26162,60800,176876,206293,12535,2133963,840119,8699,307943
2021-03-05,867,55826,12335,3161,1368069,1349847,61928,588727,549184,84959,6489,437222,11192044,242087,2119305,60007,54085,343743,10869227,172577,165811,953,274608,8966,587704,291070,101076,2269582,26241,60952,177716,206640,12535,2141853,845450,8729,310096
2021-03-06,867,55839,12335,3228,1373836,1358293,63009,590507,549723,85150,6489,437634,11210799,242660,2125866,60020,54835,344477,10938836,173020,166969,986,274655,8971,591138,292942,101097,2273245,26305,61101,178337,206640,12535,2146714,850483,8772,311776
2021-03-07,867,55847,12335,3336,1379662,1364964,63837,592100,550330,85695,6489,439355,11229398,243247,2128600,60033,55693,344834,11019344,173728,168043,1010,274720,8977,594412,294503,101132,2276656,26441,61251,178560,206640,12535,2149636,855785,8806,313460
2021-03-08,867,55876,12335,3372,1386556,1371176,64700,593453,551175,86039,6489,439977,11244786,243525,2130477,60046,56566,345236,11051664,174243,169860,1010,274810,8980,597763,294618,101149,2278861,26441,61398,178770,206640,12535,2154694,860533,8814,314989
2021-03-09,867,55876,12345,3481,1392944,1380023,65527,595239,552087,86342,6537,441152,11262706,243777,2137884,60051,57607,345758,11122429,174508,171985,1124,274869,8985,600428,295114,101175,2282371,26501,61539,179563,207832,12535,2162001,864064,8847,316269
2021-03-10,867,55894,12355,3481,1398578,1380023,66483,597497,553105,86685,6537,442411,11285561,244167,2144486,60062,58379,346301,11202305,175442,174013,1163,274973,8989,603308,296841,101193,2285960,26540,61676,180393,207832,12593,2169694,867949,8928,317717
2021-03-11,867,55916,12358,3664,1403722,1387457,67717,600198,554156,86989,6537,443714,11308846,244923,2150955,60070,59157,346775,11277717,176427,175827,1225,275070,8997,607048,297957,101225,2290539,26598,61814,181143,207832,12593,2177898,873511,8993,319364
2021-03-12,867,55959,12370,3833,1410133,1394571,69074,602536,555222,87286,6537,444977,11333727,245452,2157771,60079,59919,347226,11363380,177168,177593,1263,275117,9012,611618,299216,101292,2294617,26679,61947,181974,209093,12631,2185747,879485,9069,320939
2021-03-13,867,55959,12370,3961,1414741,1402610,70132,605200,556235,87600,6537,446312,11359048,245616,2163875,60088,60558,347640,11439558,177832,179071,1305,275178,9021,616611,300665,101349,2299082,26756,62086,182679,209093,12631,2192025,885378,9121,322409
2021-03-14,867,55985,12370,4083,1419455,1407963,71691,607453,557395,87907,6537,447287,11385338,246044,2166290,60105,61472,347918,11483370,178276,180014,1324,275231,9024,621498,302221,101378,2303144,26927,62229,182880,209093,12631,2195722,891110,9160,323763
2021-03-15,867,55985,12383,4210,1425044,1412406,72862,609964,559168,88238,6537,447999,11409831,246298,2167729,60116,62205,348154,11519609,178925,181414,1324,275309,9028,626892,302498,101421,2305884,27005,62376,183014,209093,12631,2201886,896231,9187,324971
2021-03-16,867,55995,12389,4340,1430458,1418974,73770,612314,560887,88392,6581,449141,11438734,246794,2169007,60128,62998,348580,11603535,179515,183347,1505,275423,9034,631320,302854,101442,2309600,27154,62531,183984,210446,12664,2210121,900781,9238,326034
2021-03-17,867,56016,12396,4498,1437282,1435597,75138,615810,562752,88862,6581,450687,11474605,247364,2175462,60137,63724,349020,11693838,180271,185887,1541,275518,9042,635698,305598,101460,2314154,27402,62691,184934,210446,12669,2218425,904212,9321,327253
2021-03-18,867,56044,12399,4658,1443853,1435597,76816,619259,564939,89024,6581,452147,11514331,247979,2182188,60152,64414,349505,11780820,180796,188493,1578,275625,9048,640984,307429,101480,2319293,27494,62852,185832,210446,12685,2226753,911468,9442,328466
2021-03-19,867,56069,12400,4805,1450132,1451645,78401,623135,566838,89497,6581,453616,11555283,248501,2187910,60166,65149,350220,11871390,181357,190499,1578,275750,9055,648066,309643,101498,2324426,27594,63017,186740,211903,12688,2234913,918053,9486,330041
2021-03-20,869,56092,12400,4805,1455788,1451645,79923,626802,568706,89655,6581,455212,11599129,248989,2193639,60184,65962,350665,11950459,181931,192599,1578,275829,9061,656056,310868,101517,2331187,27713,63187,187659,211903,12700,2241739,925089,9585,331712
2021-03-21,869,56103,12400,5186,1460184,1466326,81537,630471,570877,90200,6581,456318,11646081,249463,2195772,60196,66758,350991,11998233,182408,194122,1753,275906,9066,663794,312598,101533,2337230,27803,63344,187911,211903,12713,2245771,931939,9649,333040
2021-03-22,869,56153,12407,5392,1465928,1466326,84230,633741,573687,90514,6581,457104,11686796,249776,2197160,60208,67476,351213,12047525,183279,196111,1788,276056,9066,671792,312851,101560,2342278,27875,63490,188119,211903,12713,2252172,938094,9668,334156
2021-03-23,869,56177,12410,5610,1471225,1481259,86007,637042,577241,90764,6628,458621,11734058,250177,2203041,60221,68250,351667,12130018,184031,198135,1816,276244,9074,677653,313569,101582,2347224,28346,63631,189067,213438,12722,2261577,942958,9732,335540
2021-03-24,870,56192,12410,5895,1476452,1481259,87812,640988,580807,91018,6628,460595,11787534,250579,2208755,60236,68986,352082,12220011,184820,200823,1872,276389,9077,684311,316807,101603,2353210,28443,63765,190208,213438,12732,2269877,947783,9820,336808
2021-03-25,870,56226,12411,6332,1482559,1500464,89458,645356,584395,91289,6628,462506,11846652,250968,2214542,60253,69802,352579,12320168,185484,202700,1872,276509,9085,693048,318656,101622,2359942,28443,63899,191206,213438,12732,2278115,954842,9898,338167
2021-03-26,870,56254,12415,6693,1487541,1512384,92343,649823,588132,91561,6628,464483,11908910,251332,2219845,60265,70634,353017,12404414,186337,204703,1968,276665,9088,702856,321451,101646,2367337,28577,64039,192133,215178,12736,2291051,962320,10006,339443
2021-03-27,870,56290,12415,6693,1492002,1520973,95278,654590,591806,91839,6628,466562,11971624,251581,2224903,60287,71584,353497,12490362,187015,206597,2147,276750,9094,712442,322699,101663,2375591,28657,64168,193050,215178,12736,2301389,969913,10072,340642
2021-03-28,872,56294,12415,7589,1496085,1529881,97405,659116,595714,92088,6628,468345,12039644,251983,2226550,60300,72502,353839,12534688,187460,208655,2233,276839,9097,721892,324481,101676,2382730,28734,64297,193377,215178,12736,2308597,977243,10167,341943
2021-03-29,872,56322,12415,8070,1501093,1533121,99584,663200,600895,92302,6628,469636,12095855,252182,2227843,60321,73204,354084,12573615,187975,210424,2378,276979,9104,731894,325124,101692,2389779,28773,64430,193556,215178,12736,2322611,984484,10182,342884
2021-03-30,872,56384,12415,8447,1505775,1533121,102460,667957,605937,92442,6677,471776,12149334,252384,2232910,60346,74212,354604,12658108,188514,212691,2440,277147,9109,741181,327325,101709,2397731,28821,64573,193834,216763,12758,2332765,989492,10191,344018
2021-03-31,873,56453,12456,8841,1511712,1548807,105549,672930,611295,92706,6677,474640,12221664,252727,2238887,60381,75263,355051,12748747,189043,214667,2440,277309,9121,747288,328755,101731,2406377,28863,64726,193834,216763,12758,2348821,995538,10249,345500
2021-04-01,886,56517,12456,8841,1517854,1561723,108188,678165,617764,92917,6677,477238,12303131,253196,2244268,60407,76276,355499,12839843,189725,216278,2477,277461,9121,756199,330388,101754,2417826,28889,64875,194756,216763,12762,2363251,1003405,10375,346678
2021-04-02,889,56572,12456,9598,1523178,1568345,111568,682888,624594,93127,6677,479952,12392259,253781,2247357,60450,77353,355850,12910082,189725,217885,2546,277640,9130,771497,332038,101799,2428047,28947,65030,195036,216763,12788,2373153,1011485,10446,347971
2021-04-03,890,56594,12456,9598,1527524,1573960,113904,687907,630277,93295,6677,482704,12485509,254136,2249195,60468,78381,356073,12953597,190142,219393,2689,277768,9153,784043,333175,101821,2437197,29031,65179,195239,216763,12788,2383537,1019478,10540,349610
2021-04-04,890,56675,12456,10820,1534255,1582367,117756,692231,637364,93436,6677,485226,12589067,254294,2250457,60477,79544,356376,12984955,190631,221207,2689,277944,9163,795051,335681,101861,2446219,29127,65336,195471,216763,12788,2393492,1026785,10580,350959
2021-04-05,890,56717,12456,11651,1537967,1590209,119957,696184,644439,93594,6677,486792,12686048,254435,2251705,60495,80610,356556,13013600,191136,222663,2751,278210,9174,803398,336777,101901,2456409,29321,65491,195680,216763,12788,2407159,1032612,10606,352029
2021-04-06,896,56779,12476,11651,1542516,1590209,123062,700187,651652,93690,6727,489407,12801785,254603,2256509,60519,81640,356913,13100579,192413,224736,2915,278470,9184,812760,337702,101920,2468236,29571,65491,197020,219846,12803,2428029,1037780,10636,353329
2021-04-07,899,56873,12485,12225,1547376,1598593,126987,705517,659278,93910,6727,492860,12928573,254937,2261879,60554,82601,357277,13193205,193029,227115,2915,278768,9200,819163,339604,101953,2479617,29905,65491,198374,219846,12803,2450068,1043022,10718,354468
2021-04-08,899,56942,12485,13494,1552879,1617864,130657,710829,666132,94253,6727,496351,13060541,256031,2267019,60575,83515,357704,13279857,193783,229595,3028,279099,9254,828365,341619,101984,2492081,30310,65491,199964,219846,12803,2473750,1051270,10853,355752
2021-04-09,905,57019,12485,14183,1558145,1628518,137946,715968,673593,94564,6727,499831,13205926,256563,2272064,60601,84531,358098,13373174,194548,232142,3604,279388,9265,840554,342678,102012,2504206,30869,65491,201295,222544,12816,2497881,1060421,10958,357607
2021-04-10,910,57144,12485,14183,1562868,1639767,141380,721018,678937,94848,6727,503537,13358805,257186,2278420,60633,85572,358377,13445006,195525,233744,4081,279725,9278,853209,344877,102027,2518715,31658,65491,202640,222544,12840,2517300,1068522,11043,359117
2021-04-11,917,57160,12485,15014,1566995,1647694,144642,725602,684756,95131,6727,506237,13527717,257698,2280213,60653,86531,358611,13482023,195780,235292,4515,280028,9302,864868,346817,102056,2536198,32625,66489,203071,222544,12840,2532562,1076499,11148,360855
2021-04-12,921,57242,12503,16603,1571823,1653320,147173,729920,691957,95394,6727,508350,13689453,258039,2281839,60678,87385,358792,13517808,196086,237542,4515,280524,9316,876224,347070,102078,2552937,33610,66489,203309,222544,12840,2551999,1082920,11188,362173
2021-04-13,926,57364,12512,17823,1577526,1659707,149430,734422,697984,95620,6777,511799,13873825,258637,2286352,60692,88445,359121,13599994,196703,240141,4696,280984,9363,884783,347589,102102,2569314,34575,66816,205322,225343,12855,2579000,1088710,11277,363940
2021-04-14,929,57492,12522,18565,1583182,1667737,152089,739817,703170,95719,6777,517281,14074564,259259,2291246,60719,89404,359516,13673507,198214,242160,4874,281564,9417,892880,350539,102118,2585801,35910,66956,207126,225343,12855,2604157,1094266,11373,365829
2021-04-15,934,57534,12529,18565,1589359,1667737,156499,745182,707362,95948,6777,521796,14291917,259639,2295435,60735,90408,359829,13746681,198975,244528,5218,282054,9458,904285,355431,102135,2602719,37453,67099,208694,227533,12857,2629156,1101698,11527,367976
2021-04-16,941,57612,12538,19672,1594721,1681063,159569,750158,711779,96186,6777,526307,14526609,260133,2299939,60769,91448,360249,13832455,199682,244528,5480,282890,9496,914971,355964,102167,2619422,39038,67248,210666,228577,12876,2658628,1109310,11641,370527
2021-04-17,952,57721,12538,21995,1599763,1697626,162400,756285,715252,96353,6777,531109,14788002,260627,2304096,60807,92473,360596,13900090,200259,248364,5771,283658,9545,926052,358157,102201,2636076,40585,67404,212306,228577,12885,2677747,1117348,11761,372859
2021-04-18,957,57793,12538,22884,1604348,1697626,164744,761437,718950,96795,6777,535220,15061805,261129,2305602,60831,93511,360841,13943071,200935,250164,6389,284673,9581,936133,360545,102242,2652947,42351,67557,212734,228577,12917,2694014,1124718,11863,375054
2021-04-19,960,57897,12558,24195,1609300,1707787,167033,766882,723221,97105,6777,537494,15320972,261530,2306910,60851,94571,361044,13973694,201676,252442,7013,285900,9581,945744,360563,102264,2667136,43742,67557,213048,230837,12917,2714475,1131340,11901,377132
2021-04-20,966,58037,12568,25364,1614849,1719088,169327,772381,727780,97472,6834,542467,15616129,261848,2311172,60865,95754,361319,14043075,202412,255045,7444,287567,9687,953106,361153,102292,2684101,45184,67850,214700,231967,12917,2743620,1136189,11971,379473
2021-04-21,986,58213,12584,25364,1620569,1719088,172601,778238,732060,98050,6834,547836,15930774,262403,2315811,60880,96760,361678,14122795,202412,257706,7747,289787,9790,962306,362843,102300,2701313,46643,68007,216329,233498,12917,2769552,1141403,12132,381813
2021-04-22,992,58312,12596,26691,1626812,1734606,175891,784108,736073,98722,6834,553361,16263694,262935,2319519,60904,97967,361992,14167973,204828,260382,8192,292152,9865,971049,365393,102333,2720619,48113,68161,218145,235274,12944,2796767,1148320,12234,384688
2021-04-23,1008,58541,12599,29218,1632248,1745655,179537,790016,739703,99518,6834,558375,16610481,263470,2323430,60943,99208,362358,14237077,205696,263134,8848,294601,9932,979739,371306,102351,2740544,50182,68318,219789,236930,12944,2824652,1155902,12448,387534
2021-04-24,1017,58729,12599,30483,1636792,1754150,182326,795627,742400,100586,6834,563998,16960172,263944,2326738,60966,100317,362695,14308214,205696,265296,9359,297087,9995,989379,372754,102367,2757274,53022,68468,221306,238760,12944,2845872,1162811,12600,390252
2021-04-25,1021,58842,12599,31339,1641194,1761575,184865,800451,745322,101378,6834,568621,17313163,264863,2328391,61005,101502,362967,14340787,206907,267082,9975,300119,10045,997523,373362,102383,2774464,55460,68468,221698,238760,12957,2860884,1169536,12702,392942
2021-04-26,1026,59015,12624,31339,1647138,1768186,187349,804939,748627,102375,6834,571904,17636186,265403,2329534,61050,102440,363165,14369423,206907,269353,10555,303561,10081,1006428,374775,102399,2787303,57508,68468,221939,241239,12957,2879676,1175614,12754,395718
2021-04-27,1052,59224,12631,32437,1651794,1768186,190096,810231,751659,103487,6898,576869,17997113,265481,2333125,61063,103524,363533,14441562,207320,271814,11063,307925,10157,1013618,375329,102419,2804881,59688,68922,223024,243166,12999,2905172,1179771,12826,398451
2021-04-28,1059,59370,12639,33608,1657034,1783339,193027,815711,754613,104953,6898,580665,18376421,265819,2336944,61086,104512,363895,14521289,208356,274170,11761,312698,10218,1020494,377662,102446,2824626,61699,68922,224621,245601,13016,2928890,1184271,12963,401593
2021-04-29,1066,59576,12646,35978,1662868,1783339,195734,820822,756954,106484,6898,588580,18762976,266214,2340934,61121,105661,364218,14590678,211076,276865,12641,317530,10286,1028738,380689,102474,2841934,63570,69198,226247,248381,13016,2954943,1190991,13105,404925
2021-04-30,1074,59745,12667,37285,1668368,1799445,198428,825519,759132,108146,6898,593264,19164969,266561,2344755,61145,106707,364576,14659011,212333,279077,13402,323187,10363,1037460,381862,102494,2859724,65153,69198,227671,250991,13056,2977363,1198245,13283,408713
2021-05-01,1106,59939,12667,37285,1672880,1799445,200908,829933,760584,109862,6898,599252,19557457,266861,2347780,61179,107622,364844,14725975,213167,281023,13790,328893,10428,1046652,384589,102517,2877746,67044,69198,228477,250991,13056,2993865,1203755,13404,411594
2021-05-02,1111,60122,12667,39381,1677274,1810998,202492,834146,761943,111753,6898,605150,19925516,267455,2348873,61217,108693,365104,14754910,213167,282543,14520,336030,10489,1054983,387299,102529,2893655,68984,69198,228684,250991,13094,3005258,1210920,13517,415012
2021-05-03,1119,60300,12673,40396,1682004,1814127,204120,837523,763682,113676,6898,609625,20282833,267681,2349900,61235,109625,365299,14779529,214475,284453,15360,343418,10543,1062225,388046,102549,2905254,71024,69727,228871,256676,13094,3021179,1215815,13564,417511
2021-05-04,1135,60563,12675,41524,1686373,1818689,206946,837523,765596,115590,6989,613822,20664978,268070,2352964,61252,110643,365619,14856888,215833,286667,16298,351005,10623,1067892,391242,102560,2919804,72787,69727,230094,257980,13134,3047417,1219064,13655,420631
2021-05-05,1144,60797,12680,41524,1691658,1818689,209867,841636,767338,117529,6989,617890,21077410,268561,2355985,61268,111653,365975,14930183,216964,288974,16971,359609,10695,1073555,393048,102571,2934611,74900,69997,231289,260535,13149,3071496,1222949,13829,424375
2021-05-06,1161,61162,12682,43201,1697305,1824457,213449,850131,769160,119424,6989,622273,21491598,269184,2358831,61286,112714,366363,15003563,217595,291540,17621,368580,10816,1080171,395327,102586,2951101,76811,69997,232439,263094,13163,3095582,1229248,13957,427927
2021-05-07,1190,61455,12685,44015,1703632,1824457,216146,854240,770842,121338,6989,628319,21892676,269958,2361874,61311,113876,366762,15082449,218330,294233,18179,377603,10933,1087885,396888,102596,2968626,78854,70255,233695,265486,13163,3118134,1235778,14073,432425
2021-05-08,1202,61755,12685,44820,1709762,1845056,218799,858026,772127,123234,6989,635568,22296081,270600,2364617,61331,114911,367269,15145879,219287,296306,18717,385890,11020,1094849,398921,102613,2985535,81274,70255,234883,265486,13163,3136158,1241976,14203,436943
2021-05-09,1221,61842,12685,45459,1713683,1850290,220682,861473,773513,125906,6989,642146,22662575,271548,2365792,61359,115981,367656,15184790,219287,297789,19237,394667,11112,1101990,400296,102625,3002757,83375,70380,235098,265486,13163,3147739,1247469,14361,440677
2021-05-10,1241,62063,12699,45936,1718575,1850290,222869,864556,775027,128530,6989,647003,22992517,272108,2366496,61378,117097,367908,15209990,220185,299684,19743,403794,11213,1108826,402060,102643,3015301,85005,70380,235304,271478,13163,3165121,1252807,14442,444484
2021-05-11,1247,62403,12704,46448,1723596,1853370,225847,867438,776257,131098,7085,653363,23340937,272809,2368393,61402,118167,368368,15282705,222118,302061,20223,413111,11306,1113547,402595,102659,3031726,86924,70380,236265,273714,13179,3191097,1256546,14531,448457
2021-05-12,1257,62718,12707,47033,1728204,1865638,228102,870703,777396,133527,7085,660884,23703665,273497,2371483,61419,119375,368930,15359397,222992,304888,20695,422348,11427,1118359,404632,102670,3048718,88907,70915,237682,276887,13227,3215572,1260448,14658,453222
2021-05-13,1262,63045,12709,47548,1731652,1865638,231901,873220,778687,135795,7085,667250,24046809,274319,2375115,61453,120561,369455,15433989,222992,307457,21141,431191,11572,1124723,405782,102681,3067879,93794,70915,238787,279926,13254,3242103,1266601,14845,458077
2021-05-14,1276,63355,12714,48101,1734285,1879048,235206,874751,779535,138085,7085,673539,24372906,275378,2377995,61505,121837,370043,15519524,223922,309638,21499,439657,11707,1131467,407002,102696,3084460,96050,70915,240169,282741,13268,3269466,1273516,14988,462190
2021-05-15,1279,63412,12714,48642,1736670,1879048,238079,877130,779796,140471,7085,679870,24684077,276272,2380689,61536,123221,370533,15586534,225964,311746,21834,447703,11828,1138187,409520,102717,3103332,99145,71330,241117,282741,13353,3290934,1280252,15168,466329
2021-05-16,1286,63484,12714,49174,1739750,1889052,240512,880362,780159,142746,7085,685135,24965463,277188,2381923,61584,124454,370877,15627242,226719,313527,22184,455020,11950,1143963,410129,102746,3118425,101447,71479,241368,282741,13393,3307285,1286548,15271,470109
2021-05-17,1296,63598,12742,49524,1744045,1889052,242905,882927,780856,145202,7085,688873,25228996,277918,2382744,61613,125511,371145,15657391,227515,315547,22544,464218,12107,1149925,410870,102769,3131410,111082,71479,241528,288626,13460,3335965,1292096,15352,474556
2021-05-18,1309,63818,12745,50099,1748230,1893334,246026,886184,782129,147720,7193,694077,25496329,278549,2385512,61651,126754,371684,15732836,228287,318251,22889,472354,12250,1154387,411466,102784,3144547,113555,71479,242784,290920,13520,3371508,1295862,15454,479421
2021-05-19,1322,64122,12753,50618,1753101,1903615,249365,890391,783736,151343,7193,699931,25772440,279565,2387512,61689,128094,372221,15812055,229211,321032,23282,480418,12409,1159071,412907,102797,3161126,116949,71479,243833,293819,13598,3411160,1300628,15607,485496
2021-05-20,1337,64575,12761,51246,1758898,1903615,253941,893460,785193,154786,7193,705641,26031991,280994,2390139,61730,129346,372800,15894093,230311,324063,23697,488644,12570,1165154,415255,102822,3177212,119585,71479,245246,296632,13598,3447044,1308311,15743,492302
2021-05-21,1374,65079,12764,51931,1764644,1910359,258540,897468,786698,158333,7193,710895,26289289,281630,2392744,61770,130543,373307,15970949,231560,327229,24157,497052,12742,1171403,416621,102833,3192050,123066,72220,246156,299219,13623,3482512,1315913,15743,498795
2021-05-22,1392,65485,12764,52470,1769940,1920851,262009,900552,787726,161242,7193,715880,26530132,282685,2395330,61799,131832,373774,16047439,232141,330457,24644,505642,12927,1178217,417840,102852,3210787,126118,72220,247105,299219,13623,3514682,1323413,16014,505114
2021-05-23,1394,65728,12764,53100,1775219,1925289,265098,903599,789080,164201,7193,719925,26752447,283729,2396604,61824,133053,374121,16083258,232672,332971,25205,513241,13111,1179812,418851,102872,3232456,129499,72220,247454,299219,13735,3539484,1329918,16130,512091
2021-05-24,1410,66275,12764,53734,1781127,1925289,267888,905852,790521,167172,7193,722668,26948874,284567,2397307,61860,134208,374356,16120756,233116,335691,25761,520461,13302,1184706,419198,102890,3249433,132213,72220,247644,304529,13906,3562135,1335261,16130,518600
2021-05-25,1423,66903,12777,54414,1786187,1932255,271859,908576,792196,169900,7324,726586,27157795,285211,2399790,61889,135499,374937,16194208,233916,338914,26328,528848,13495,1188672,420167,102904,3270613,135439,72821,248824,306899,13906,3586736,1339420,16235,525889
2021-05-26,1464,67742,12784,55067,1791221,1937245,276435,911302,793693,172276,7324,731071,27369093,286269,2402722,61916,136628,375600,16274695,234923,342221,26989,535525,13720,1193976,421230,102925,3294100,137894,72821,250295,309486,14037,3622135,1344618,16556,533367
2021-05-27,1490,68366,12789,55851,1797499,1942053,280372,913783,794985,174860,7324,735233,27555457,288034,2405772,61939,137730,376237,16342162,235599,345357,27638,542256,14012,1200430,422329,102932,3319193,143280,72821,251336,311922,14037,3663215,1352722,16654,541224
2021-05-28,1503,69129,12791,56621,1803361,1942053,282198,916239,796343,177710,7324,738935,27729246,289288,2408778,61970,138899,376854,16391930,236451,348184,28236,549111,14305,1209154,423165,102948,3342567,147039,73246,252929,314102,14037,3702422,1361381,16724,549514
2021-05-29,1603,70110,12791,56621,1809925,1947555,288172,918936,797386,180593,7324,742539,27894799,290525,2411503,62002,140087,377428,16471600,236952,350613,28824,553422,14515,1216582,424741,102960,3363061,151842,73246,253836,314102,14128,3732262,1369596,16821,558534
2021-05-30,1612,70761,12791,57512,1816040,1947555,291488,921052,798830,183451,7324,745391,28047533,291910,2412810,62028,141166,377776,16515120,236952,352688,29404,557124,14764,1223627,425840,102986,3383279,156370,73246,254225,314102,14258,3753609,1377507,16910,565533
2021-05-31,1620,71838,12808,58439,1821703,1955469,294502,922823,800539,186364,7324,747188,28175044,292786,2413742,62051,142266,378097,16545554,238226,355384,30094,561302,14953,1230301,426037,103014,3406456,159792,73702,254417,318986,14351,3781784,1384345,16952,572357
2021-06-01,1632,72977,12819,60372,1826527,1955469,298006,924667,802305,189241,7481,749828,28307832,294021,2420659,62069,143323,378827,16624480,238820,358244,30709,566587,15127,1235466,427690,103045,3432422,162022,73702,255833,321279,14565,3817139,1389356,17114,579462
2021-06-02,1638,74025,12832,60372,1831773,1965432,301523,926695,804293,192547,7481,752865,28441986,295680,2423927,62100,144513,379506,16720081,239427,361440,31460,571111,15428,1240716,428865,103069,3459422,165462,73702,257167,323598,14710,3852156,1394973,17257,587165
2021-06-03,1654,75119,12839,62585,1837126,1965432,304411,928588,805980,195844,7481,755713,28574350,297119,2426822,62145,145567,380207,16803472,240382,364702,32189,576936,15676,1247898,429817,103093,3488046,169347,74141,258633,325779,14930,3884447,1403101,17376,595374
2021-06-04,1668,76627,12861,63978,1843612,1976165,308490,930510,807866,199254,7481,758290,28694879,298414,2429631,62158,146696,381122,16841408,241039,368183,33075,581560,16009,1255337,430739,103119,3518046,171978,74141,259954,327978,15058,3915396,1411346,17459,603122
2021-06-05,1682,77963,12861,63978,1850206,1980391,312703,932139,809314,202356,7481,760953,28809339,299680,2431702,62175,147830,381949,16907425,241573,371021,33613,585100,16292,1262272,431429,103150,3547016,174796,74141,261392,327978,15122,3939024,1420266,17616,610574
2021-06-06,1687,79223,12861,66443,1856038,1980391,316534,933630,810990,205333,7481,762980,28909975,301078,2433681,62196,148918,382475,16947062,241826,373165,34244,588124,16541,1269478,432352,103176,3571067,177466,74141,261958,327978,15281,3955438,1427956,17665,616815
2021-06-07,1703,80841,12898,67710,1863031,1983570,318783,935012,812960,207978,7481,764185,28996473,301983,2434562,62210,150103,382851,16984218,242377,375996,34832,591494,16786,1276004,432739,103215,3593016,179885,74141,262255,331920,15435,3977634,1434884,17717,622086
2021-06-08,1723,82326,12909,67710,1869325,1984999,322978,936130,815282,210661,7662,766068,29089069,302988,2438011,62219,151259,383733,17037129,242796,379131,35511,595364,17041,1280772,432985,103235,3611602,182548,74983,263836,333820,15895,4008771,1440417,17805,627652
2021-06-09,1739,84050,12916,69021,1877050,1987933,326405,937433,817819,213395,7662,768313,29182532,304428,2441866,62223,152420,384512,17122877,243467,382231,36240,598813,17313,1286216,433869,103261,3633481,185228,74983,265662,336007,16001,4038528,1445767,17939,633891
2021-06-10,1769,85892,12924,70481,1885942,1995257,330027,938737,820395,216134,7662,770356,29274823,305569,2445538,62236,153578,385353,17210969,244295,384989,36666,601687,17546,1293687,436022,103285,3665137,187538,75351,267447,338048,16001,4066156,1453477,18088,639562
2021-06-11,1788,87715,12938,72104,1894025,1998056,333483,939931,822849,218366,7662,772292,29359155,306697,2448820,62245,154865,386269,17296117,245694,387687,37321,604396,17799,1300349,437121,103320,3694707,189828,75351,269308,339899,16079,4093090,1461418,18196,646411
2021-06-12,1807,88740,12938,73896,1901490,1998056,336470,941170,824485,221277,7662,774240,29439989,307847,2452469,62263,156238,387127,17374818,247074,389650,37959,606778,18110,1308352,438107,103357,3724705,193104,75351,271130,339899,16079,4111147,1468992,18303,652204
2021-06-13,1813,89861,12938,76084,1911358,2003625,338512,942189,826922,223638,7662,775624,29510410,308650,2454176,62276,157707,387842,17412766,247728,391436,38427,608472,18372,1315639,438934,103379,3753224,195909,75351,271703,339899,16079,4124190,1476473,18386,657508
2021-06-14,1825,91458,12971,78347,1919547,2003625,340818,943027,829972,225922,7662,776565,29570881,309477,2455351,62301,159057,388325,17452612,248115,393482,38969,610521,18599,1322053,439139,103401,3777600,199264,75351,271990,343604,16561,4145481,1482662,18446,662457
2021-06-15,1842,93271,12988,83128,1927707,2007477,343615,944064,833291,228256,7695,777979,29633105,310390,2459601,62315,160594,389172,17533221,249117,396149,39464,612202,18825,1327431,439373,103424,3802052,202264,76297,273730,345312,16662,4172741,1487239,18530,667876
2021-06-16,1853,93288,12993,85770,1937651,2007477,346515,945184,837247,230692,7695,779696,29700313,311833,2463390,62339,161997,390221,17628588,249930,398761,40157,614215,19108,1332832,441180,103444,3829879,204595,76495,275202,347157,16662,4198620,1491560,18658,673026
2021-06-17,1882,96531,12993,88516,1950276,2019715,348662,946226,841087,233064,7695,781241,29762793,312815,2467643,62366,163415,391190,17702630,249930,401243,40782,615983,19361,1339457,442340,103467,3859824,207724,76495,276927,349026,16859,4222400,1498231,18733,678763
