,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2021-03-03,49371,1922442,499124,11881,865,195045,9548887,181,483,791023,95762,2159951,185437,47686,193365,248281,56648,162950,8047,9866,67125,10824305,1168663,413348,42,281022,1650280,2395,270618,4225,557447,328909,136299,1241284,534913,59853,80545,8435,25509,51901,132422
2021-03-04,49399,1928364,499875,11891,865,195804,9597316,181,483,794512,95806,2163865,187320,48491,194238,249099,56908,163377,8069,9904,67402,10836411,1177374,414878,42,283822,1655434,2438,270694,4225,560337,329721,137305,1247552,535727,59865,81134,8444,25642,52487,132849
2021-03-05,49424,1934228,500634,11902,865,196413,9642340,181,484,797978,95852,2167745,189069,49269,195040,249468,57182,163794,8092,9947,67731,10849408,1185270,416279,42,286019,1660463,2474,270768,4225,563007,330544,138206,1255431,536481,59879,81717,8453,25771,53073,133244
2021-03-06,49450,1940316,501370,11912,865,197153,9688572,181,485,801667,95894,2171559,190588,50118,195946,250746,57487,164244,8114,9988,68038,10861344,1193887,417723,42,288878,1665312,2518,270835,4225,565414,331346,139214,1262705,537974,59887,82337,8462,25905,53685,133632
2021-03-07,49472,1946519,502124,11924,865,197659,9726375,181,486,805430,95936,2175436,192596,50899,196859,252656,57707,164637,8130,10019,68316,10873901,1202360,419063,42,291322,1670103,2575,270912,4225,567798,332164,140211,1269475,540212,59898,82954,8471,26048,54295,134032
2021-03-08,49495,1952464,502865,11937,865,198257,9769710,181,487,808979,95980,2179335,194950,51619,197661,253002,58016,165051,8150,10054,68558,10885985,1211044,420432,42,293699,1675210,2611,270987,4225,570000,332994,141142,1275600,540480,59909,83494,8480,26122,54923,134481
2021-03-09,49519,1958238,503626,11949,865,199124,9822865,181,488,812476,96024,2183232,197148,52448,198364,253020,58418,165545,8171,10102,68778,10898449,1219350,421831,42,296171,1680359,2651,271078,4225,573531,333832,142134,1280952,540507,59924,84046,8490,26252,55613,134921
2021-03-10,49546,1963885,504393,11960,865,199747,9866178,181,489,816003,96068,2187071,198618,53205,199126,253437,58833,165997,8194,10151,69016,10910529,1227403,423151,42,298293,1685404,2690,271148,4225,576675,334689,143033,1286826,541121,59935,84580,8499,26365,56191,135336
2021-03-11,49572,1969435,505144,11971,865,200272,9911481,181,489,819307,96112,2191005,200303,53855,199864,253807,59072,166434,8217,10198,69303,10922886,1234697,424518,42,300800,1690082,2726,271226,4225,579469,335496,143899,1292036,541864,59946,85117,8508,26484,56766,135782
2021-03-12,49595,1975315,505894,11982,865,200829,9953615,181,490,822541,96156,2194893,201946,54553,200638,254564,59502,166881,8241,10250,69624,10935183,1242460,425886,42,302957,1695073,2756,271307,4225,582679,336309,144875,1299520,542779,59959,85671,8517,26627,57345,136210
