,Afghanistan,Argentina,Bangladesh,Belize,Bhutan,Bolivia,Brazil,Brunei,Cambodia,Chile,China,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Japan,Laos,Malaysia,Mexico,Mongolia,Nepal,Nicaragua,Pakistan,Panama,Paraguay,Peru,Philippines,Singapore,Sri Lanka,Suriname,Thailand,Uruguay,Venezuela
2021-03-26,49974,2061387,531128,12055,867,216626,10846917,188,1056,896822,96404,2254198,190953,66455,210586,271847,61009,174174,8740,10754,70427,11282191,1321698,437865,45,323247,1755590,4174,272329,4225,592169,341938,166869,1409013,580062,60089,88037,8576,26873,73654,143126
2021-03-27,50012,2065965,532516,12057,867,217032,10885893,188,1056,899080,96419,2258333,190970,66564,210661,271847,61009,174533,8763,10754,70427,11299733,1325289,438287,45,324022,1759181,4188,272367,4225,592996,342390,167573,1409066,580062,60093,88158,8579,26884,73929,143199
2021-03-28,50052,2070750,533912,12058,867,217386,10922279,188,1056,902198,96427,2262561,190988,66794,210661,271847,61009,174886,8775,10754,70427,11317679,1328817,438622,45,324719,1762663,4188,272415,4225,593802,342855,168051,1411427,580062,60093,88240,8582,26897,74247,143302
2021-03-29,50086,2074908,535111,12060,867,217778,10952286,188,1056,905384,96438,2266839,191012,67112,210995,271847,61009,175248,8796,10754,70427,11336869,1332532,438880,45,325383,1766074,4192,272438,4225,594807,343312,168454,1412858,580062,60093,88361,8585,26903,74783,143460
2021-03-30,50118,2078969,536373,12063,867,218270,10997104,188,1056,907073,96451,2271082,191047,67278,211006,271847,61009,175594,8809,10754,70427,11356661,1336668,439366,45,326042,1769696,4192,272464,4225,595823,343780,168807,1413218,580062,60097,88485,8588,26905,75285,143480
2021-03-31,50156,2083944,537727,12065,867,218784,11026449,188,1056,910016,96465,2275448,191086,67515,211006,271847,61009,175986,8819,10754,70427,11376272,1340161,439760,45,326516,1773355,4192,272497,4225,596546,344240,169246,1413321,580062,60097,88583,8591,26905,75772,143668
2021-04-01,50197,2088679,538940,12067,867,219251,11046871,188,1056,912837,96475,2279777,191102,67828,211006,271847,61009,176366,8842,10754,70427,11396161,1343877,440048,45,327238,1776952,4208,272539,4225,597512,344701,169885,1416527,580062,60099,88741,8594,26905,76361,143942
2021-04-02,50233,2093050,540290,12069,867,219602,11065385,188,1056,914654,96488,2283838,191102,68021,211006,271847,61009,176743,8850,10754,70427,11415603,1346252,440475,45,327962,1780433,4208,272577,4225,598296,345169,170424,1416527,580062,60099,88882,8597,26920,76361,144038
2021-04-03,50269,2096934,541349,12071,867,219946,11087258,188,1056,916084,96504,2288055,191113,68166,211006,271847,61009,177077,8856,10754,70427,11434081,1348663,440900,45,328442,1783969,4208,272613,4225,598519,345627,170842,1416527,580062,60099,88949,8600,26933,76596,144157
2021-04-04,50306,2100334,542643,12073,867,220335,11104289,188,1056,918745,96515,2292097,191117,68199,211006,271847,61009,177371,8856,10754,70427,11453090,1351775,441227,45,328706,1787505,4208,272650,4225,599173,346085,171339,1416527,580062,60100,89088,8603,26941,76819,144157
