,Philippines,Guatemala,Guyana,Malaysia,Honduras,Sri Lanka,Uruguay,Singapore,Suriname,Mexico,Costa Rica,China,Thailand,Pakistan,Bangladesh,Brunei,Japan,Argentina,Afghanistan,Venezuela,El Salvador,Colombia,Dominican Republic,India,Mongolia,Chile,Cuba,Laos,Peru,Panama,Paraguay,Indonesia,Bhutan,Nepal,Nicaragua,Bolivia,Ecuador,Brazil,Cambodia,Haiti,Belize
2020-02-18,1,0,0,13,0,1,0,29,0,0,0,14206,15,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-02-19,1,0,0,15,0,1,0,34,0,0,0,15962,15,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-02-20,1,0,0,15,0,1,0,34,0,0,0,18014,15,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-02-21,1,0,0,15,0,1,0,37,0,0,0,18704,17,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-02-22,1,0,0,15,0,1,0,37,0,0,0,22699,17,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-02-23,1,0,0,15,0,1,0,51,0,0,0,23187,21,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-02-24,1,0,0,18,0,1,0,51,0,0,0,25015,21,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-02-25,1,0,0,18,0,1,0,53,0,0,0,27676,22,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-02-26,1,0,0,18,0,1,0,62,0,0,0,30084,22,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-02-27,1,0,0,18,0,1,0,62,0,0,0,32930,22,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-02-28,1,0,0,18,0,1,0,62,0,0,0,36329,28,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-02-29,1,0,0,18,0,1,0,72,0,0,0,39320,28,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-03-01,1,0,0,18,0,1,0,72,0,0,0,42162,28,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-03-02,1,0,0,18,0,1,0,78,0,0,0,44854,31,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-03-03,1,0,0,22,0,1,0,78,0,1,0,47450,31,0,0,0,43,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-03-04,1,0,0,22,0,1,0,78,0,1,0,50001,31,0,0,0,43,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-03-05,1,0,0,22,0,1,0,78,0,1,0,52292,31,0,0,0,43,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-03-06,1,0,0,22,0,1,0,78,0,1,0,53944,31,0,0,0,46,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-03-07,1,0,0,23,0,1,0,78,0,1,0,55539,31,1,0,0,76,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-03-08,1,0,0,24,0,1,0,78,0,1,0,57388,31,1,0,0,76,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-03-09,1,0,0,24,0,1,0,78,0,1,0,58804,31,1,0,0,76,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-03-10,2,0,0,24,0,1,0,78,0,4,0,60181,33,2,0,0,101,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0
2020-03-11,2,0,0,26,0,1,0,96,0,4,0,61644,34,2,0,0,118,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0
2020-03-12,2,0,0,26,0,1,0,96,0,4,0,62901,34,2,0,0,118,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0
2020-03-13,2,0,0,26,0,1,0,97,0,4,0,64196,35,2,0,0,118,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0
2020-03-14,2,0,0,35,0,1,0,105,0,4,0,65660,35,2,0,0,118,1,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0
2020-03-15,2,0,0,42,0,1,0,105,0,4,0,67017,35,2,0,0,118,1,0,0,0,0,0,13,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0
2020-03-16,2,0,0,42,0,1,0,109,0,4,0,67910,35,2,2,0,144,1,1,0,0,0,0,13,0,0,0,0,0,0,0,8,0,1,0,0,0,1,1,0,0
2020-03-17,5,0,0,49,0,1,0,114,0,4,0,68798,41,2,3,0,144,3,1,0,0,1,0,14,0,0,0,0,1,0,0,8,0,1,0,0,0,2,1,0,0
2020-03-18,5,0,0,60,0,1,0,114,0,4,0,69755,42,13,3,0,144,3,1,0,0,1,0,14,0,0,0,0,1,0,0,11,0,1,0,0,0,2,1,0,0
2020-03-19,8,0,0,75,0,3,0,114,0,4,0,70535,42,13,3,0,150,3,1,0,0,1,0,15,0,0,0,0,1,0,0,11,0,1,0,0,0,2,1,0,0
2020-03-20,8,0,0,87,0,3,0,124,0,4,0,71266,42,13,3,1,191,3,1,0,0,1,0,20,0,6,0,0,1,0,0,15,0,1,0,0,0,2,1,0,0
2020-03-21,13,0,0,114,0,1,0,140,0,4,2,71857,42,5,3,2,232,3,1,0,0,1,0,23,0,6,0,0,1,0,0,15,0,1,0,0,3,2,1,0,0
2020-03-22,17,0,0,139,0,3,0,144,0,4,2,72362,44,5,3,2,235,3,1,15,0,3,0,27,0,8,0,0,1,0,0,29,0,1,0,0,3,2,1,0,0
2020-03-23,17,0,0,139,0,3,0,144,0,4,2,72814,44,18,3,2,235,3,1,15,0,3,0,27,0,8,0,0,1,0,0,29,0,1,0,0,3,2,1,0,0
2020-03-24,20,0,0,183,0,2,0,156,0,4,2,73280,52,21,5,2,285,52,1,15,0,6,3,40,0,17,1,0,1,1,0,30,0,1,0,0,3,2,4,0,0
2020-03-25,26,4,0,199,0,3,0,160,0,4,2,73773,70,21,7,2,310,52,2,15,0,8,3,43,0,22,1,0,1,1,0,31,0,1,0,0,3,2,10,0,0
2020-03-26,28,4,0,215,0,7,0,172,0,4,2,74181,88,23,11,5,359,63,2,15,0,8,3,45,0,22,1,0,14,2,0,35,0,1,0,0,3,6,10,0,0
2020-03-27,31,4,0,259,0,7,0,183,0,4,3,74720,97,29,11,11,372,72,2,31,0,10,3,73,0,43,4,0,16,2,1,46,0,1,0,0,3,6,11,0,0
2020-03-28,35,10,0,320,3,9,0,198,0,4,3,75100,97,29,15,25,404,72,2,39,0,10,3,84,0,61,4,0,16,2,1,59,0,1,0,0,3,6,13,0,0
2020-03-29,42,10,0,388,3,11,0,212,0,4,3,75582,97,76,15,34,424,72,2,39,0,10,3,95,0,75,4,0,16,4,1,64,0,1,0,0,3,6,21,1,0
2020-03-30,42,10,0,479,3,15,0,228,0,35,4,75923,229,76,19,38,424,228,2,39,0,15,4,102,2,156,4,0,53,4,1,75,0,1,0,0,3,120,21,1,0
2020-03-31,49,12,0,537,3,17,41,240,0,35,4,76206,342,94,25,45,424,240,5,39,0,31,5,123,2,156,8,0,394,9,1,81,0,1,0,0,54,127,23,1,0
2020-04-01,50,12,0,645,3,21,62,245,0,35,4,76405,505,125,25,52,472,248,5,41,0,39,9,148,2,234,12,0,394,9,1,103,0,1,0,1,58,127,25,1,0
2020-04-02,51,12,0,767,3,21,68,266,0,35,6,76565,505,126,25,56,472,256,10,43,0,55,16,191,2,335,13,0,537,9,2,112,1,1,0,1,65,127,34,1,0
2020-04-03,52,12,0,827,3,24,86,282,0,633,11,76760,612,131,26,65,514,266,10,52,0,55,16,192,2,427,15,0,537,10,6,134,2,1,0,1,65,127,35,1,0
2020-04-04,57,15,0,915,3,27,93,297,0,633,13,76946,674,211,30,66,514,279,10,52,2,85,16,229,2,528,15,0,914,13,12,150,2,1,0,1,100,127,50,1,0
2020-04-05,64,15,0,1005,6,33,104,320,0,633,16,77207,793,259,33,73,514,280,15,52,2,88,17,229,2,618,15,0,989,13,12,164,2,1,0,2,100,127,50,1,0
2020-04-06,73,15,8,1241,6,38,123,344,0,633,18,77310,793,429,33,82,575,325,18,65,5,88,33,375,2,728,18,0,997,13,12,192,2,1,0,2,100,127,53,0,0
2020-04-07,84,17,8,1321,6,42,150,377,0,633,24,77410,888,467,33,85,592,338,18,65,5,100,36,421,4,898,27,0,1301,14,15,204,2,1,0,2,100,127,58,0,0
2020-04-08,96,17,8,1487,6,44,192,406,3,633,29,77567,888,572,33,91,622,358,29,65,9,123,50,506,4,1115,27,0,1333,16,15,222,2,1,0,2,140,127,63,0,0
2020-04-09,124,17,8,1608,6,49,206,460,4,633,30,77679,940,727,33,92,632,365,32,84,14,174,80,620,4,1274,28,0,1438,16,18,252,2,1,0,2,339,173,62,0,0
2020-04-10,140,17,8,1830,7,54,214,492,4,633,42,77791,1013,762,33,99,685,375,32,84,15,197,98,774,4,1571,51,0,1569,16,18,282,2,1,0,2,368,173,72,0,0
2020-04-11,157,19,8,1995,7,54,224,528,4,633,49,77877,1135,1028,36,104,762,440,32,93,19,214,108,969,4,1864,77,0,1739,17,18,286,2,1,0,2,411,173,75,0,0
2020-04-12,197,19,8,2108,7,56,231,560,4,1772,56,77956,1218,1095,39,106,762,468,32,93,21,270,131,1080,4,2059,92,0,1798,23,22,359,2,1,4,2,501,173,77,0,0
2020-04-13,242,19,8,2276,7,56,248,586,6,1843,62,78039,1288,1378,42,107,784,515,32,110,22,319,152,1181,4,2367,121,0,2642,29,22,380,2,1,4,2,597,173,77,0,0
2020-04-14,295,19,8,2478,7,61,260,611,6,1964,66,78200,1405,1446,42,107,799,559,40,110,25,354,162,1359,5,2646,132,1,2869,61,22,426,2,1,4,6,696,3046,91,0,0
2020-04-15,353,19,8,2647,9,63,272,652,6,2125,67,78311,1497,1645,49,108,853,596,43,111,30,452,208,1432,5,2937,151,1,3108,72,23,446,2,1,4,7,780,14026,96,0,0
2020-04-16,435,19,8,2766,9,68,286,683,6,2125,74,78401,1593,1765,49,108,901,631,54,111,33,550,215,1768,5,3299,171,2,6120,75,30,548,2,2,4,14,838,14026,98,0,0
2020-04-17,487,21,9,2967,10,77,294,708,6,2125,88,77552,1689,1832,58,112,935,666,99,111,38,634,268,2041,5,3621,192,2,6541,98,30,607,2,2,4,26,838,14026,98,0,0
2020-04-18,516,21,9,3102,10,86,298,740,6,2125,97,77614,1787,1868,66,113,1069,685,112,113,43,634,312,2463,5,4035,227,2,6684,122,35,631,2,2,6,31,1008,14026,103,0,0
2020-04-19,572,21,9,3197,15,96,298,768,6,2627,112,77690,1928,1970,75,115,1159,709,131,117,44,711,363,2854,7,4338,255,2,6811,140,41,686,2,4,6,31,1061,22130,105,0,2
2020-04-20,613,21,9,3295,25,98,313,801,6,2627,124,77745,1999,2073,85,116,1159,737,135,117,46,804,416,3273,7,4676,285,2,6968,165,46,747,2,4,6,31,1150,22130,107,0,2
2020-04-21,654,24,9,3349,29,102,324,839,6,2627,150,77799,2108,2156,87,116,1239,840,150,117,48,804,463,3975,8,4969,309,2,6982,204,53,842,2,4,7,37,1207,22991,110,0,2
2020-04-22,693,24,9,3452,30,105,337,896,6,2627,180,77861,2352,2527,92,117,1356,872,166,122,63,870,581,4370,8,5386,341,4,7027,231,62,913,2,7,7,44,1262,25318,110,2,2
2020-04-23,722,30,9,3542,31,107,354,924,6,2627,196,77983,2430,2755,108,119,1494,919,179,126,67,927,581,5012,9,5804,365,4,7422,271,67,960,3,10,7,44,1328,26573,110,2,5
2020-04-24,762,30,12,3663,58,109,369,956,7,2627,216,78109,2547,2866,112,120,1530,976,188,132,75,1003,763,5498,9,6327,416,4,7496,319,78,1002,3,11,7,54,1366,27655,117,2,5
2020-04-25,792,45,12,3762,65,118,370,1002,7,7149,242,78175,2547,2936,113,121,1656,1030,188,132,75,1067,822,5939,9,6746,437,7,7797,338,85,1042,3,12,7,54,1366,29160,117,6,5
2020-04-26,862,49,12,3862,65,120,375,1060,7,8354,264,78277,2594,3029,122,123,1809,1107,207,137,83,1133,910,6523,9,7024,501,7,8088,338,85,1107,4,16,7,80,1366,30152,117,7,5
2020-04-27,932,49,15,3957,79,126,386,1095,7,9086,287,78374,2609,3233,131,124,1899,1140,220,142,89,1210,993,7137,10,7327,525,7,8425,455,93,1151,4,16,7,98,1557,31142,119,8,6
2020-04-28,975,49,15,4032,79,134,394,1128,7,11423,306,78422,2652,3425,139,124,1899,1162,228,142,97,1268,1165,7747,10,7710,575,7,9179,455,102,1254,5,16,7,110,1557,32544,119,8,9
2020-04-29,1023,62,18,4087,73,136,412,1188,8,11423,323,78474,2665,4315,150,124,2368,1192,252,142,106,1411,1228,8437,10,8057,617,7,10037,527,102,1391,5,16,7,117,1557,34132,119,8,9
2020-04-30,1043,66,22,4171,79,154,417,1244,8,11423,338,78523,2684,4715,160,124,2460,1256,260,142,119,1439,1301,9068,10,8580,681,8,10405,576,113,1522,5,16,7,132,1558,35935,119,8,9
2020-05-01,1084,72,22,4210,112,162,435,1268,8,12377,355,78573,2719,4817,174,124,2975,1292,310,148,124,1551,1387,10007,10,9018,714,8,11129,622,115,1591,5,16,7,134,1913,38039,120,10,13
2020-05-02,1124,72,22,4326,116,172,440,1347,8,12377,372,78586,2732,5114,177,126,3205,1320,331,148,141,1666,1481,10819,10,9572,765,9,12434,641,119,1665,5,16,7,159,2132,40937,120,10,13
2020-05-03,1214,72,22,4413,118,184,442,1408,9,13447,386,78684,2739,5635,1063,128,3981,1354,345,158,154,1722,1606,11775,10,10041,827,9,13550,641,126,1876,5,16,7,166,3300,42991,120,10,13
2020-05-04,1315,79,27,4484,122,194,447,1457,9,13447,399,78792,2740,5801,1209,130,4156,1442,397,158,180,1807,1771,12847,12,10415,876,9,14427,641,130,1954,5,16,7,174,3433,45815,120,10,14
2020-05-05,1408,79,27,4567,122,213,468,1519,9,16810,413,78870,2747,6464,1403,131,4496,1472,421,158,205,2013,1905,14142,13,10710,954,9,15413,823,135,2197,5,16,7,187,3433,48221,120,10,16
2020-05-06,1506,86,27,4702,132,215,486,1634,9,17781,428,78929,2761,6464,1403,131,4496,1524,458,176,219,2148,1960,15331,13,11189,1001,10,17527,859,142,2317,5,22,7,198,3433,51370,120,10,16
2020-05-07,1618,90,27,4776,154,232,492,1712,9,17781,445,78977,2772,7530,1910,131,4918,1601,468,185,252,2300,2064,16776,13,11664,1031,9,18388,886,148,2381,5,22,7,219,3433,55350,120,16,16
2020-05-08,1734,101,35,4864,192,240,506,2040,9,20314,461,78993,2784,7809,2101,132,5146,1659,472,190,257,2424,2286,17887,13,12160,1078,9,19012,886,152,2494,5,31,7,237,3433,59297,120,17,16
2020-05-09,1842,104,35,4929,195,260,513,2296,9,21824,480,79127,2787,8063,2414,132,5906,1728,502,190,276,2569,2584,19301,14,12667,1140,13,20246,4501,155,2607,5,31,7,258,3433,61685,120,17,16
2020-05-10,1924,110,35,5025,203,321,517,2721,9,21824,501,79167,2794,8555,2650,134,8127,1757,558,193,293,2705,2763,20969,14,13112,1193,13,21349,4687,165,2698,5,31,7,273,3433,64957,120,17,16
2020-05-11,1999,111,36,5113,206,343,523,3225,9,23100,517,79198,2796,8812,2902,134,8293,1837,558,205,325,2825,2870,22549,14,13605,1229,13,22406,4687,170,2881,5,33,7,299,3433,67384,121,17,16
2020-05-12,2106,120,36,5223,211,366,532,3851,9,25935,520,79222,2798,8899,3147,134,8531,1862,610,220,349,2971,3221,24420,15,14125,1277,13,23324,6021,173,3063,5,33,7,313,3433,72597,121,17,16
2020-05-13,2251,121,41,5281,237,382,545,4809,9,26990,527,79246,2844,9695,3361,134,8920,2266,648,220,374,3133,3221,26400,15,14865,1326,14,24324,6067,182,3287,5,35,7,339,3433,78424,121,17,16
2020-05-14,2337,129,42,5351,253,445,547,5973,9,28475,535,79261,2850,10880,3361,134,9868,2385,691,220,405,3358,3351,27969,15,15655,1383,14,25151,6080,184,3518,5,35,7,356,3433,79479,121,18,16
2020-05-15,2460,135,43,5439,264,477,553,7248,9,30451,542,79281,2854,10880,3882,135,10338,2497,745,229,417,3460,3557,30258,20,16614,1425,14,27147,6080,193,3803,5,36,7,434,3433,84970,122,29,16
2020-05-16,2561,138,43,5512,278,520,558,8342,9,31848,551,79293,2855,11341,4117,136,10338,2534,745,241,441,3587,3726,34224,20,18014,1460,14,28272,6080,198,3911,5,36,7,473,3433,89672,122,29,16
2020-05-17,2635,138,43,5571,319,538,564,9340,9,33329,565,79306,2856,11922,4373,136,11153,2569,778,241,464,3751,5847,36795,21,19213,1495,14,28621,6081,202,4129,5,36,7,493,3433,94122,122,21,16
2020-05-18,2729,138,44,5615,340,559,569,9835,9,35388,575,79310,2857,12489,4585,136,11564,2625,801,253,474,3903,6613,39233,24,20165,1505,14,30306,6081,219,4324,5,36,7,503,3433,100459,122,21,16
2020-05-19,2843,155,46,5646,349,569,579,10365,9,37325,577,79310,2857,13101,4993,136,11564,2872,850,253,502,4050,6613,42309,26,21507,1538,14,36524,6194,230,4467,5,37,199,533,3457,106794,122,21,16
2020-05-20,2932,159,47,5706,349,584,588,11207,9,38419,582,79310,2888,14155,5207,136,11564,2933,930,262,537,4256,7142,45422,26,22504,1573,14,41968,6194,242,4575,5,45,199,553,3557,116683,122,21,16
2020-05-21,3000,222,57,5796,397,604,594,12117,9,40152,592,79310,2897,15201,5602,136,12672,3032,938,262,544,4431,7366,48553,26,23992,1603,14,43587,6245,256,4838,6,49,199,561,3557,125960,122,21,16
2020-05-22,3092,222,57,5859,439,620,603,12995,9,42191,600,79332,2910,16653,6190,136,13005,3062,996,262,570,4575,7572,51824,28,25342,1631,14,44848,6275,264,5057,6,70,199,575,3557,135430,122,22,16
2020-05-23,3177,244,58,5912,439,660,616,13882,9,44424,607,79335,2916,17198,6486,136,13244,3530,1040,262,570,4718,7854,54385,30,26546,1671,14,47915,6279,298,5249,6,70,199,609,3557,142587,122,22,16
2020-05-24,3249,258,62,5945,468,674,618,14876,9,46979,620,79343,2921,17482,6901,137,13413,3732,1075,262,633,5016,8133,57692,32,28148,1689,14,49795,6279,307,5402,6,87,199,629,3560,149911,122,22,16
2020-05-25,3323,274,62,5979,473,695,629,15738,9,49452,628,79352,2928,18314,7334,137,13612,3999,1097,302,772,5265,8285,60706,33,29302,1704,14,50949,6279,344,5642,6,112,199,647,18003,153833,122,22,16
2020-05-26,3412,289,62,6041,493,712,638,16444,9,51708,634,79358,2929,19142,7579,137,13810,4167,1128,302,787,5511,8534,64277,37,30915,1709,14,52906,6379,382,5877,6,155,370,677,18003,158593,122,22,16
2020-05-27,3506,493,67,6083,506,732,650,17276,9,53834,639,79367,2931,20231,7925,137,13973,4349,1138,302,891,6111,8790,67749,43,33540,1724,16,56169,7379,392,6057,6,183,370,689,18425,166647,122,22,16
2020-05-28,3598,565,67,6169,519,745,654,18294,9,56041,646,79371,2945,22305,8425,138,14096,4617,1209,302,1002,6132,8952,70920,43,36115,1734,16,59442,7379,402,6240,6,187,370,738,18425,177604,122,22,16
2020-05-29,3720,648,67,6235,519,754,680,19631,9,59003,653,79382,2945,24131,9015,138,14213,4788,1259,302,1015,6687,9266,82627,43,38598,1760,16,62791,7540,413,6492,6,206,370,749,19190,189476,122,22,16
2020-05-30,3808,706,67,6330,536,781,682,20727,9,61247,658,79386,2961,25271,9375,138,14267,4788,1303,302,1031,6935,9557,86936,44,40431,1795,16,66447,9414,466,7015,6,219,370,889,19190,200892,123,24,16
2020-05-31,3909,735,70,6353,537,801,685,21699,9,63772,669,79389,2963,26083,9781,138,14342,5336,1328,302,1040,7032,10559,91852,44,42727,1809,16,67208,9514,477,7308,6,220,370,968,19592,206555,123,24,16
2020-06-01,3979,795,70,6404,549,811,689,22466,9,66965,676,79398,2965,27110,10597,138,14463,5521,1428,302,1063,8384,10893,95754,44,44946,1826,16,68507,9514,488,7637,6,221,370,1137,19592,211080,123,24,16
2020-06-02,4063,824,70,6470,563,823,691,23175,9,69749,682,79400,2966,28923,11120,138,14585,5709,1450,334,1160,9689,11075,100285,44,86173,1827,16,69257,9514,498,7935,9,266,370,1298,20019,223638,123,24,16
2020-06-03,4153,929,70,6531,617,836,698,23582,9,72680,685,79404,2968,30128,11590,138,14702,5896,1522,334,1186,11171,11224,104071,44,90748,1830,18,72319,9519,511,8406,9,278,370,1507,20019,238617,123,24,16
2020-06-04,4248,979,77,6559,648,839,709,23904,9,74758,687,79415,2968,31198,12161,138,14785,5993,1585,334,1214,12319,11474,108450,65,95631,1839,18,76228,9619,511,8892,9,290,370,1658,20019,254963,123,24,16
2020-06-05,4330,1053,77,6610,677,858,721,24209,9,77841,695,79420,2971,32581,12804,138,14925,6088,1762,334,1249,13670,11736,113233,70,99358,1848,18,79214,9719,516,9443,11,333,370,1739,20568,266940,123,24,16
2020-06-06,4441,1133,80,6635,697,891,726,24559,9,80830,701,79424,2971,33465,13325,138,14927,6180,1830,385,1281,13670,11919,118695,75,103817,1855,18,82731,10118,532,9907,11,365,370,1902,21020,277149,123,24,16
2020-06-07,4530,1261,80,6674,712,941,730,24886,9,83775,704,79434,2972,34355,13903,138,14990,6909,1875,487,1305,14414,12007,123848,75,108150,1862,18,86219,10218,575,10498,11,467,370,2086,21020,283952,123,24,16
2020-06-08,4637,1323,84,6694,740,990,738,25368,9,87633,712,79444,2973,35018,14560,138,15043,7305,2171,487,1379,16459,12158,129095,75,112248,1868,18,89556,10401,603,10904,14,488,370,2159,21020,378257,123,24,16
2020-06-09,4736,1413,86,6975,787,1057,754,25877,9,90748,717,79451,2973,36308,15337,138,15141,7568,2651,487,1419,16459,12208,134670,87,117361,1880,19,92929,10561,604,11414,17,584,953,2190,21020,396737,125,24,16
2020-06-10,4895,1504,92,7014,809,1122,758,26532,9,93930,722,79456,2981,36308,15900,138,15217,7991,3013,487,1438,16566,12318,135206,89,121780,1886,19,98031,10977,619,12129,18,674,953,2261,21862,413916,125,24,16
2020-06-11,5165,1567,92,7065,837,1150,772,27286,9,97198,722,79464,2987,40247,16747,138,15233,8332,3326,487,1504,17366,12541,147195,95,126444,1893,19,102429,10977,624,12636,19,861,953,2372,21862,429965,125,24,16
2020-06-12,5454,1702,95,7168,844,1196,780,28040,9,100876,731,79472,2987,40247,17249,138,15362,8743,3928,487,1587,17823,12754,154330,95,131358,1902,19,107133,13759,633,13213,19,877,953,2431,22679,445123,125,24,16
2020-06-13,5706,1804,95,7311,894,1252,784,28808,9,104078,743,79475,2987,50056,17828,138,15458,9083,4201,487,1738,18749,13084,162379,98,137296,1923,19,111724,13759,647,13776,21,913,953,2768,22865,459436,125,24,16
2020-06-14,5954,1886,99,7346,967,1287,788,29589,9,107298,752,79482,2987,53721,18730,138,15514,9564,4725,835,1846,19460,13320,169798,98,143704,1948,19,115579,13766,650,14531,21,974,953,3113,23064,469141,125,24,16
2020-06-15,6252,1966,99,7400,1025,1342,792,30366,48,112292,771,79489,2987,56390,18731,138,15567,9891,5164,835,1926,19985,14025,180013,109,148792,1965,19,119409,13766,673,15123,22,1041,953,3430,23349,477709,125,24,16
2020-06-16,6552,2096,99,7733,1075,1371,801,31163,48,115394,794,79493,2993,58437,36264,138,15652,10174,5508,835,2041,19986,14133,186935,111,156232,1994,19,125205,13774,699,15703,24,1158,1238,3752,23684,490005,126,24,16
2020-06-17,6820,2200,102,7873,1116,1397,810,31938,48,118504,899,79510,2996,59215,38189,138,15753,10512,6158,835,2137,20400,14216,194325,127,181931,1999,19,128622,13774,711,16243,24,1167,1238,4002,23881,521046,126,24,16
2020-06-18,7090,2290,102,8000,1179,1421,814,32712,74,122180,937,79515,2997,61383,40164,138,15753,10721,7660,835,2235,21361,14293,204711,132,186441,2020,19,131190,13782,717,16798,25,1186,1238,4002,24123,534580,126,24,16
2020-06-19,7378,2419,102,8070,1214,1446,814,33459,74,126438,982,79515,3008,63504,42945,138,15844,11851,7962,835,2310,22726,14605,213831,139,191491,2037,19,135520,14359,741,17349,28,1402,1238,4670,24446,551631,126,24,17
2020-06-20,7650,2558,102,8146,1275,1472,815,34224,74,130854,1014,79534,3018,67892,43993,138,15948,12206,8292,835,2449,24035,14957,227728,139,196609,2071,19,143017,14359,791,17883,30,1578,1238,5086,24446,576779,126,24,17
2020-06-21,7893,2711,103,8156,1293,1498,814,34942,106,134495,1032,79535,3018,71458,45077,138,15948,12728,8764,835,2535,27412,15138,237196,153,200569,2103,19,141967,14359,871,18404,30,1772,1238,5454,24991,588118,127,24,17
2020-06-22,8143,2818,103,8177,1362,1526,815,35590,132,139383,1043,79547,3022,73471,46755,138,15957,13153,8841,1327,2655,29024,15338,248190,158,205397,2113,19,145320,14664,903,18735,32,2148,1238,5857,24991,601736,127,24,17
2020-06-23,8442,2897,107,8186,1461,1548,815,35995,132,143646,1129,79555,3023,77754,47635,138,16096,13576,9260,1327,2814,30517,15551,258685,168,210570,2123,19,148437,14694,926,19241,34,2224,1238,6300,24991,627963,127,436,17
2020-06-24,8656,2930,107,8231,1546,1562,815,36299,154,148487,1210,79562,3038,81307,49666,138,16101,13816,9869,1327,2924,30517,16006,271697,169,215093,2130,19,151589,14794,944,19658,34,2338,1238,6795,24991,660469,127,512,17
2020-06-25,8910,2949,108,8271,1600,1602,818,36604,176,152362,1227,79572,3038,84168,51495,138,16142,14788,10174,1327,3116,31729,16223,285637,170,219327,2171,19,151225,14800,976,20449,34,2650,1238,7338,26097,679524,127,512,17
2020-06-26,9182,3028,108,8294,1678,1619,818,36825,181,156827,1280,79580,3040,86906,53133,138,16224,18416,10306,1327,3291,33410,16357,295881,175,223431,2180,19,159806,15270,1013,21333,38,2698,1238,7736,26493,702399,129,641,18
2020-06-27,9430,3123,109,8308,1767,1639,818,37163,191,160721,1325,79591,3053,92624,54318,138,16293,19143,10674,1327,3447,34999,16666,309713,175,228055,2187,19,164024,15370,1045,21909,38,2834,1238,8158,26920,727715,129,706,18
2020-06-28,9686,3152,109,8318,1875,1661,818,37508,199,164646,1366,79609,3053,95407,55727,138,16327,20134,12604,1649,3557,38345,17142,321723,175,232210,2201,19,167998,15470,1065,22936,38,3013,1238,8517,27058,746018,130,706,18
2020-06-29,9956,3170,114,8334,1961,1678,822,37985,217,170147,1394,79619,3053,98503,57780,138,16388,21138,13934,1649,3648,38345,17280,334822,175,236154,2211,19,171159,15595,1080,23800,44,3134,1238,8928,27430,757811,130,839,18
2020-06-30,10233,3194,114,8354,2060,1711,824,38500,227,174538,1436,79632,3056,100802,59624,138,16458,22028,14131,1649,3770,40021,17580,347912,176,241229,2214,19,174535,15745,1089,24806,48,3194,1238,9340,27594,788318,130,931,18
2020-07-01,10438,3231,116,8375,2123,1748,825,39011,242,178526,1516,79650,3059,104694,62108,138,16563,23040,15651,1649,3964,42143,17904,359860,177,245443,2218,19,178245,15945,1102,25595,50,4656,1238,9764,27887,817642,131,1032,18
